opponent,game_date,event_order,period,time_remaining,team,player,event_type,raw_text,shot_type,uww_score,opp_score,uww_lineup,opp_lineup,video_description
Aurora Spartans,2024-11-20,340,H2,04:14 (H2),UW-Whitewater,Carter Capstran,free_throw_made,Carter Capstran Makes Free Throw (1 of 2),,65.0,60.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",23 Carter Capstran > Non Possession > Free Throw
Aurora Spartans,2024-11-20,341,H2,04:14 (H2),UW-Whitewater,Carter Capstran,free_throw_made,Carter Capstran Makes Free Throw (2 of 2),,66.0,60.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",23 Carter Capstran > Non Possession > Free Throw
Aurora Spartans,2024-11-20,342,H2,04:01 (H2),Aurora Spartans,Joevonn McCottry,turnover,Joevonn McCottry Turnover (Bad Pass),,66.0,60.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",1 Joevonn McCottry > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Turnover
Aurora Spartans,2024-11-20,343,H2,04:01 (H2),UW-Whitewater,Jameer Barker,steal,Jameer Barker Steals,,66.0,60.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",
Aurora Spartans,2024-11-20,344,H2,03:55 (H2),Aurora Spartans,Joevonn McCottry,foul,Joevonn McCottry Commits Personal Foul,,66.0,60.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",1 Jameer Barker > Transition > Ballhandler > To Basket > Foul
Aurora Spartans,2024-11-20,345,H2,03:54 (H2),UW-Whitewater,Jameer Barker,free_throw_missed,Jameer Barker Misses Free Throw (1 of 2),,66.0,60.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",1 Jameer Barker > Non Possession > Free Throw
Aurora Spartans,2024-11-20,347,H2,03:54 (H2),UW-Whitewater,Jameer Barker,free_throw_missed,Jameer Barker Misses Free Throw (2 of 2),,66.0,60.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",1 Jameer Barker > Non Possession > Free Throw
Aurora Spartans,2024-11-20,349,H2,03:41 (H2),Aurora Spartans,Joevonn McCottry,made_shot,Joevonn McCottry Makes 2PT Layup,2,66.0,62.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",
Aurora Spartans,2024-11-20,350,H2,03:41 (H2),UW-Whitewater,Jameer Barker,foul,Jameer Barker Commits Personal Foul,,66.0,62.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",
Aurora Spartans,2024-11-20,351,H2,03:41 (H2),Aurora Spartans,Joevonn McCottry,free_throw_made,Joevonn McCottry Makes Free Throw (1 of 1),,66.0,63.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",
Aurora Spartans,2024-11-20,352,H2,03:16 (H2),UW-Whitewater,Jameer Barker,missed_shot,Jameer Barker Misses 2PT Jump Shot (Blocked),2,66.0,63.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",1 Jameer Barker > Post-Up > Right Block > Right Shoulder > Dribble Move > To Basket > Miss 2 Pts
Aurora Spartans,2024-11-20,353,H2,03:16 (H2),Aurora Spartans,Joevonn McCottry,block,Joevonn McCottry Blocks,,66.0,63.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",
Aurora Spartans,2024-11-20,355,H2,03:12 (H2),UW-Whitewater,Carter Capstran,foul,Carter Capstran Commits Offensive Foul,,66.0,63.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",
Aurora Spartans,2024-11-20,356,H2,03:12 (H2),UW-Whitewater,Carter Capstran,turnover,Carter Capstran Turnover (Offensive Foul),,66.0,63.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",23 Carter Capstran > Offensive Rebound > Short > Turnover
Aurora Spartans,2024-11-20,357,H2,03:04 (H2),Aurora Spartans,Noah Butler,made_shot,Noah Butler Makes 2PT Layup,2,66.0,65.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",11 Mekhi Doby > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 2 Noah Butler > Cut > Basket > Make 2 Pts
Aurora Spartans,2024-11-20,358,H2,03:04 (H2),Aurora Spartans,Mekhi Doby,assist,Mekhi Doby Assists,,66.0,65.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",
Aurora Spartans,2024-11-20,359,H2,02:38 (H2),UW-Whitewater,Isaac Verges,made_shot,Isaac Verges Makes 3PT Jump Shot,3,69.0,65.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",23 Carter Capstran > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits > Ball Delivered > 0 Isaac Verges > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
Aurora Spartans,2024-11-20,360,H2,02:38 (H2),UW-Whitewater,Carter Capstran,assist,Carter Capstran Assists,,69.0,65.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",
Aurora Spartans,2024-11-20,364,H2,02:24 (H2),UW-Whitewater,Jameer Barker,foul,Jameer Barker Commits Personal Foul,,69.0,65.0,"Carter Capstran, Collin Madson, JT Hoytink, Jameer Barker, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",11 Mekhi Doby > ISO > Top > Drives Left > Foul
Aurora Spartans,2024-11-20,365,H2,02:24 (H2),Aurora Spartans,Mekhi Doby,free_throw_made,Mekhi Doby Makes Free Throw (1 of 2),,69.0,66.0,"Carter Capstran, Collin Madson, JT Hoytink, Jameer Barker, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",11 Mekhi Doby > Non Possession > Free Throw
Aurora Spartans,2024-11-20,366,H2,02:24 (H2),Aurora Spartans,Mekhi Doby,free_throw_missed,Mekhi Doby Misses Free Throw (2 of 2),,69.0,66.0,"Carter Capstran, Collin Madson, JT Hoytink, Jameer Barker, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",11 Mekhi Doby > Non Possession > Free Throw
Aurora Spartans,2024-11-20,370,H2,02:24 (H2),Aurora Spartans,Isaiah Davis,turnover,Isaiah Davis Turnover (Bad Pass),,69.0,66.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",
Aurora Spartans,2024-11-20,371,H2,02:24 (H2),UW-Whitewater,Isaac Verges,steal,Isaac Verges Steals,,69.0,66.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",
Aurora Spartans,2024-11-20,372,H2,02:01 (H2),UW-Whitewater,JT Hoytink,made_shot,JT Hoytink Makes 2PT Driving Layup,2,71.0,66.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",14 Jt Hoytink > Spot-Up > Drives Left > To Basket > Make 2 Pts
Aurora Spartans,2024-11-20,373,H2,01:45 (H2),Aurora Spartans,Mekhi Doby,made_shot,Mekhi Doby Makes 2PT Turnaround Jump Shot,2,71.0,68.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",11 Mekhi Doby > ISO > Left > Drives Right > Dribble Jumper > Short to < 17' > Make 2 Pts
Aurora Spartans,2024-11-20,377,H2,01:14 (H2),UW-Whitewater,JT Hoytink,turnover,JT Hoytink Turnover (Bad Pass),,71.0,68.0,"Carter Capstran, Collin Madson, JT Hoytink, Jameer Barker, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",14 Jt Hoytink > No Play Type > Turnover
Aurora Spartans,2024-11-20,378,H2,01:14 (H2),Aurora Spartans,Joevonn McCottry,steal,Joevonn McCottry Steals,,71.0,68.0,"Carter Capstran, Collin Madson, JT Hoytink, Jameer Barker, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",
Aurora Spartans,2024-11-20,379,H2,01:09 (H2),Aurora Spartans,Joevonn McCottry,made_shot,Joevonn McCottry Makes 2PT Layup,2,71.0,70.0,"Carter Capstran, Collin Madson, JT Hoytink, Jameer Barker, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",1 Joevonn McCottry > Transition > Right Wing > To Basket > Make 2 Pts
Aurora Spartans,2024-11-20,380,H2,01:09 (H2),Aurora Spartans,Dwayne Jervier Jr.,assist,Dwayne Jervier Jr. Assists,,71.0,70.0,"Carter Capstran, Collin Madson, JT Hoytink, Jameer Barker, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",
Aurora Spartans,2024-11-20,384,H2,00:40 (H2),UW-Whitewater,Jameer Barker,made_shot,Jameer Barker Makes 2PT Driving Layup,2,73.0,70.0,"Carter Capstran, Collin Madson, Isaac Verges, Jameer Barker, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",1 Jameer Barker > ISO > Top > Drives Left > To Basket > Make 2 Pts
Aurora Spartans,2024-11-20,385,H2,00:24 (H2),UW-Whitewater,Richie Warren,foul,Richie Warren Commits Personal Foul,,73.0,70.0,"Carter Capstran, Collin Madson, Isaac Verges, Jameer Barker, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",2 Noah Butler > Spot-Up > Drives Left > To Basket > Foul
Aurora Spartans,2024-11-20,386,H2,00:24 (H2),Aurora Spartans,Noah Butler,free_throw_missed,Noah Butler Misses Free Throw (1 of 2),,73.0,70.0,"Carter Capstran, Collin Madson, Isaac Verges, Jameer Barker, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",2 Noah Butler > Non Possession > Free Throw
Aurora Spartans,2024-11-20,388,H2,00:24 (H2),Aurora Spartans,Noah Butler,free_throw_made,Noah Butler Makes Free Throw (2 of 2),,73.0,71.0,"Carter Capstran, Collin Madson, Isaac Verges, Jameer Barker, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",2 Noah Butler > Non Possession > Free Throw
Aurora Spartans,2024-11-20,391,H2,00:16 (H2),Aurora Spartans,Mekhi Doby,foul,Mekhi Doby Commits Personal Foul,,73.0,71.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",14 Jt Hoytink > No Play Type > Foul
Aurora Spartans,2024-11-20,393,H2,00:16 (H2),UW-Whitewater,JT Hoytink,free_throw_made,JT Hoytink Makes Free Throw (1 of 2),,74.0,71.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",14 Jt Hoytink > Non Possession > Free Throw
Aurora Spartans,2024-11-20,394,H2,00:16 (H2),UW-Whitewater,JT Hoytink,free_throw_made,JT Hoytink Makes Free Throw (2 of 2),,75.0,71.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",14 Jt Hoytink > Non Possession > Free Throw
Aurora Spartans,2024-11-20,395,H2,00:07 (H2),UW-Whitewater,JT Hoytink,foul,JT Hoytink Commits Personal Foul,,75.0,71.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",
Aurora Spartans,2024-11-20,396,H2,00:07 (H2),Aurora Spartans,Isaiah Davis,free_throw_made,Isaiah Davis Makes Free Throw (1 of 2),,75.0,72.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",
Aurora Spartans,2024-11-20,397,H2,00:07 (H2),Aurora Spartans,Isaiah Davis,free_throw_missed,Isaiah Davis Misses Free Throw (2 of 2),,75.0,72.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",
Aurora Spartans,2024-11-20,401,H2,00:05 (H2),Aurora Spartans,Noah Butler,foul,Noah Butler Commits Personal Foul,,75.0,72.0,"Carter Capstran, Collin Madson, Isaac Verges, Jameer Barker, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",23 Carter Capstran > No Play Type > Foul
Aurora Spartans,2024-11-20,402,H2,00:05 (H2),UW-Whitewater,Carter Capstran,free_throw_missed,Carter Capstran Misses Free Throw (1 of 1),,75.0,72.0,"Carter Capstran, Collin Madson, Isaac Verges, Jameer Barker, Richie Warren","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",23 Carter Capstran > Non Possession > Free Throw
Aurora Spartans,2024-11-20,407,H2,00:00 (H2),Aurora Spartans,Mekhi Doby,missed_shot,Mekhi Doby Misses 3PT Jump Shot,3,75.0,72.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Jameer Barker","Dwayne Jervier Jr., Isaiah Davis, Joevonn McCottry, Mekhi Doby, Noah Butler",11 Mekhi Doby > Transition > Ballhandler > Dribble Jumper > Long/3pt > Miss 3 Pts
Coe Kohawks,2024-11-23,393,H2,04:46 (H2),Coe Kohawks,Bennett Sherry,made_shot,Bennett Sherry Makes 2PT Driving Layup,2,50.0,58.0,"Carter Capstran, Collin Madson, JT Hoytink, Luke Bara, Richie Warren","Bennett Sherry, Cooper Nailor, Jackson Bowman, John Steffen, Ryan Dolphin",32 Bennett Sherry > Post-Up > Left Block > Face-up > Drive Baseline > Make 2 Pts
Coe Kohawks,2024-11-23,394,H2,04:29 (H2),UW-Whitewater,JT Hoytink,missed_shot,JT Hoytink Misses 3PT Jump Shot,3,50.0,58.0,"Carter Capstran, Collin Madson, JT Hoytink, Luke Bara, Richie Warren","Bennett Sherry, Cooper Nailor, Jackson Bowman, John Steffen, Ryan Dolphin",14 Jt Hoytink > No Play Type > Dribble Jumper > Long/3pt > Miss 3 Pts
Coe Kohawks,2024-11-23,396,H2,04:26 (H2),UW-Whitewater,Carter Capstran,missed_shot,Carter Capstran Misses 2PT,2,50.0,58.0,"Carter Capstran, Collin Madson, JT Hoytink, Luke Bara, Richie Warren","Bennett Sherry, Cooper Nailor, Jackson Bowman, John Steffen, Ryan Dolphin",
Coe Kohawks,2024-11-23,398,H2,04:23 (H2),UW-Whitewater,Richie Warren,made_shot,Richie Warren Makes 2PT Layup,2,52.0,58.0,"Carter Capstran, Collin Madson, JT Hoytink, Luke Bara, Richie Warren","Bennett Sherry, Cooper Nailor, Jackson Bowman, John Steffen, Ryan Dolphin",24 Richie Warren > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
Coe Kohawks,2024-11-23,400,H2,03:56 (H2),UW-Whitewater,Carter Capstran,foul,Carter Capstran Commits Personal Foul,,52.0,58.0,"Carter Capstran, Collin Madson, JT Hoytink, Luke Bara, Richie Warren","Bennett Sherry, Cooper Nailor, Jackson Bowman, John Steffen, Ryan Dolphin",24 Cooper Nailor > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Foul
Coe Kohawks,2024-11-23,401,H2,03:56 (H2),Coe Kohawks,Cooper Nailor,free_throw_made,Cooper Nailor Makes Free Throw (1 of 2),,52.0,59.0,"Carter Capstran, Collin Madson, JT Hoytink, Luke Bara, Richie Warren","Bennett Sherry, Cooper Nailor, Jackson Bowman, John Steffen, Ryan Dolphin",24 Cooper Nailor > Non Possession > Free Throw
Coe Kohawks,2024-11-23,402,H2,03:56 (H2),Coe Kohawks,Cooper Nailor,free_throw_made,Cooper Nailor Makes Free Throw (2 of 2),,52.0,60.0,"Carter Capstran, Collin Madson, JT Hoytink, Luke Bara, Richie Warren","Bennett Sherry, Cooper Nailor, Jackson Bowman, John Steffen, Ryan Dolphin",24 Cooper Nailor > Non Possession > Free Throw
Coe Kohawks,2024-11-23,403,H2,03:38 (H2),UW-Whitewater,Luke Bara,missed_shot,Luke Bara Misses 3PT Jump Shot,3,52.0,60.0,"Carter Capstran, Collin Madson, JT Hoytink, Luke Bara, Richie Warren","Bennett Sherry, Cooper Nailor, Jackson Bowman, John Steffen, Ryan Dolphin",32 Luke Bara > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
Coe Kohawks,2024-11-23,405,H2,03:25 (H2),UW-Whitewater,Luke Bara,turnover,Luke Bara Turnover (Bad Pass),,52.0,60.0,"Carter Capstran, Collin Madson, JT Hoytink, Luke Bara, Richie Warren","Bennett Sherry, Cooper Nailor, Jackson Bowman, John Steffen, Ryan Dolphin",32 Luke Bara > No Play Type > Turnover
Coe Kohawks,2024-11-23,406,H2,03:08 (H2),Coe Kohawks,Bennett Sherry,missed_shot,Bennett Sherry Misses 2PT Jump Shot,2,52.0,60.0,"Carter Capstran, Collin Madson, JT Hoytink, Luke Bara, Richie Warren","Bennett Sherry, Cooper Nailor, Jackson Bowman, John Steffen, Ryan Dolphin",32 Bennett Sherry > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Guarded > Medium/17' to <3p > Miss 2 Pts
Coe Kohawks,2024-11-23,408,H2,02:44 (H2),UW-Whitewater,Carter Capstran,missed_shot,Carter Capstran Misses 3PT Jump Shot,3,52.0,60.0,"Carter Capstran, Collin Madson, JT Hoytink, Luke Bara, Richie Warren","Bennett Sherry, Cooper Nailor, Jackson Bowman, John Steffen, Ryan Dolphin",23 Carter Capstran > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
Coe Kohawks,2024-11-23,410,H2,02:39 (H2),UW-Whitewater,Collin Madson,foul,Collin Madson Commits Personal Foul,,52.0,60.0,"Carter Capstran, Collin Madson, JT Hoytink, Luke Bara, Richie Warren","Bennett Sherry, Cooper Nailor, Jackson Bowman, John Steffen, Ryan Dolphin",2 Ryan Dolphin > No Play Type > Foul
Coe Kohawks,2024-11-23,421,H2,01:49 (H2),UW-Whitewater,Collin Madson,made_shot,Collin Madson Makes 3PT Jump Shot,3,57.0,65.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Bennett Sherry, Cooper Nailor, Jackson Bowman, John Steffen, Ryan Dolphin",15 Collin Madson > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts
Coe Kohawks,2024-11-23,423,H2,01:44 (H2),UW-Whitewater,Richie Warren,foul,Richie Warren Commits Personal Foul,,57.0,65.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Bennett Sherry, Cooper Nailor, Jackson Bowman, John Steffen, Ryan Dolphin",24 Cooper Nailor > No Play Type > Foul
Coe Kohawks,2024-11-23,426,H2,01:30 (H2),UW-Whitewater,Richie Warren,made_shot,Richie Warren Makes 2PT Dunk,2,59.0,67.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Bennett Sherry, Cooper Nailor, Jackson Bowman, John Steffen, Ryan Dolphin",24 Richie Warren > Cut > Basket > Make 2 Pts
Coe Kohawks,2024-11-23,427,H2,01:30 (H2),UW-Whitewater,Carter Capstran,assist,Carter Capstran Assists,,59.0,67.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Bennett Sherry, Cooper Nailor, Jackson Bowman, John Steffen, Ryan Dolphin",
Coe Kohawks,2024-11-23,431,H2,01:22 (H2),UW-Whitewater,Carter Capstran,foul,Carter Capstran Commits Personal Foul,,59.0,67.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Bennett Sherry, Cole Hrubes, Cooper Nailor, John Steffen, Ryan Dolphin",1 Cole Hrubes > No Play Type > Foul
Coe Kohawks,2024-11-23,432,H2,01:22 (H2),Coe Kohawks,Cole Hrubes,free_throw_missed,Cole Hrubes Misses Free Throw (1 of 2),,59.0,67.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Bennett Sherry, Cole Hrubes, Cooper Nailor, John Steffen, Ryan Dolphin",1 Cole Hrubes > Non Possession > Free Throw
Coe Kohawks,2024-11-23,434,H2,01:22 (H2),Coe Kohawks,Cole Hrubes,free_throw_missed,Cole Hrubes Misses Free Throw (2 of 2),,59.0,67.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Bennett Sherry, Cole Hrubes, Cooper Nailor, John Steffen, Ryan Dolphin",1 Cole Hrubes > Non Possession > Free Throw
Coe Kohawks,2024-11-23,437,H2,01:12 (H2),Coe Kohawks,Bennett Sherry,foul,Bennett Sherry Commits Personal Foul,,59.0,67.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Bennett Sherry, Cole Hrubes, Cooper Nailor, John Steffen, Ryan Dolphin",15 Collin Madson > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Foul
Coe Kohawks,2024-11-23,438,H2,01:12 (H2),UW-Whitewater,Collin Madson,free_throw_missed,Collin Madson Misses Free Throw (1 of 3),,59.0,67.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Bennett Sherry, Cole Hrubes, Cooper Nailor, John Steffen, Ryan Dolphin",15 Collin Madson > Non Possession > Free Throw
Coe Kohawks,2024-11-23,439,H2,01:12 (H2),UW-Whitewater,Collin Madson,free_throw_missed,Collin Madson Misses Free Throw (2 of 3),,59.0,67.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Bennett Sherry, Cole Hrubes, Cooper Nailor, John Steffen, Ryan Dolphin",15 Collin Madson > Non Possession > Free Throw
Coe Kohawks,2024-11-23,441,H2,01:12 (H2),UW-Whitewater,Collin Madson,free_throw_made,Collin Madson Makes Free Throw (3 of 3),,60.0,67.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Bennett Sherry, Cole Hrubes, Cooper Nailor, John Steffen, Ryan Dolphin",15 Collin Madson > Non Possession > Free Throw
Coe Kohawks,2024-11-23,444,H2,01:07 (H2),UW-Whitewater,Isaac Verges,foul,Isaac Verges Commits Personal Foul,,60.0,67.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Bennett Sherry, Cole Hrubes, Cooper Nailor, John Steffen, Ryan Dolphin",23 John Steffen > No Play Type > Foul
Coe Kohawks,2024-11-23,445,H2,01:06 (H2),Coe Kohawks,John Steffen,free_throw_made,John Steffen Makes Free Throw (1 of 2),,60.0,68.0,"Carter Capstran, Collin Madson, Isaac Verges, JT Hoytink, Richie Warren","Bennett Sherry, Cole Hrubes, Cooper Nailor, John Steffen, Ryan Dolphin",23 John Steffen > Non Possession > Free Throw
Carthage Firebirds,2024-11-30,363,H2,04:59 (H2),Carthage Firebirds,Ryan Johnson,foul,Ryan Johnson Commits Personal Foul,,51.0,59.0,"Carter Capstran, Collin Madson, Jake Quast, Jameer Barker, Joey Berezowitz","AJ Johnson, AJ Williams, Griffin Daun, Riley Brooks, Ryan Johnson",23 Carter Capstran > Cut > Screen > Foul
Carthage Firebirds,2024-11-30,364,H2,04:59 (H2),UW-Whitewater,Carter Capstran,free_throw_missed,Carter Capstran Misses Free Throw (1 of 2),,51.0,59.0,"Carter Capstran, Collin Madson, Jake Quast, Jameer Barker, Joey Berezowitz","AJ Johnson, AJ Williams, Griffin Daun, Riley Brooks, Ryan Johnson",23 Carter Capstran > Non Possession > Free Throw
Carthage Firebirds,2024-11-30,366,H2,04:59 (H2),UW-Whitewater,Carter Capstran,free_throw_missed,Carter Capstran Misses Free Throw (2 of 2),,51.0,59.0,"Carter Capstran, Collin Madson, Jake Quast, Jameer Barker, Joey Berezowitz","AJ Johnson, AJ Williams, Griffin Daun, Riley Brooks, Ryan Johnson",23 Carter Capstran > Non Possession > Free Throw
Carthage Firebirds,2024-11-30,368,H2,04:52 (H2),UW-Whitewater,Jake Quast,made_shot,Jake Quast Makes 3PT Jump Shot,3,54.0,59.0,"Carter Capstran, Collin Madson, Jake Quast, Jameer Barker, Joey Berezowitz","AJ Johnson, AJ Williams, Griffin Daun, Riley Brooks, Ryan Johnson",12 Jake Quast > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
Carthage Firebirds,2024-11-30,369,H2,04:52 (H2),UW-Whitewater,Jameer Barker,assist,Jameer Barker Assists,,54.0,59.0,"Carter Capstran, Collin Madson, Jake Quast, Jameer Barker, Joey Berezowitz","AJ Johnson, AJ Williams, Griffin Daun, Riley Brooks, Ryan Johnson",
Carthage Firebirds,2024-11-30,370,H2,04:22 (H2),Carthage Firebirds,Ryan Johnson,missed_shot,Ryan Johnson Misses 2PT Jump Shot,2,54.0,59.0,"Carter Capstran, Collin Madson, Jake Quast, Jameer Barker, Joey Berezowitz","AJ Johnson, AJ Williams, Griffin Daun, Riley Brooks, Ryan Johnson",10 Ryan Johnson > Post-Up > Left Block > Face-up > Drive Middle > Miss 2 Pts
