opponent,game_date,stint_num,uww_lineup,opp_lineup,start_event_order,end_event_order,end_uww_score,end_opp_score,start_prev_uww_score,start_prev_opp_score,stint_seconds,n_events,uww_margin_change,stint_minutes
St. Olaf Oles,2024-11-16,21,"Carter Capstran, Collin Madson, Jake Quast, Jameer Barker, Luke Bara","Chris Willis, Dashiel Walker, Jachin Mertes, Kobe Kirk, Liam Roche",218,256,57.0,49.0,47.0,39.0,238.0,39,0.0,3.97
St. Olaf Oles,2024-11-16,22,"Carter Capstran, Collin Madson, Jake Quast, Jameer Barker, Luke Bara","AJ Uhl, Chris Willis, Dashiel Walker, Jachin Mertes, Kobe Kirk",257,257,57.0,49.0,57.0,49.0,0.0,1,0.0,0.0
St. Olaf Oles,2024-11-16,23,"Carter Capstran, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","AJ Uhl, Chris Willis, Dashiel Walker, Jachin Mertes, Kobe Kirk",258,269,61.0,52.0,57.0,49.0,92.0,12,1.0,1.53
St. Olaf Oles,2024-11-16,24,"Carter Capstran, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","AJ Uhl, Addison Metcalf, Chris Willis, Jachin Mertes, Kobe Kirk",270,283,66.0,56.0,61.0,52.0,95.0,14,1.0,1.58
St. Olaf Oles,2024-11-16,25,"Carter Capstran, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","AJ Uhl, Addison Metcalf, Jachin Mertes, Kobe Kirk, Rex Lamb",284,297,68.0,58.0,66.0,56.0,57.0,14,0.0,0.95
St. Olaf Oles,2024-11-16,26,"Carter Capstran, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","AJ Uhl, Addison Metcalf, Jachin Mertes, Kobe Kirk, Rex Lamb",298,301,68.0,58.0,68.0,58.0,15.0,4,0.0,0.25
St. Olaf Oles,2024-11-16,27,"Carter Capstran, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Addison Metcalf, Georgios Siotas, Jachin Mertes, Kobe Kirk, Rex Lamb",302,314,70.0,60.0,68.0,58.0,71.0,13,0.0,1.18
St. Olaf Oles,2024-11-16,28,"Collin Madson, Isaac Verges, JT Hoytink, Jake Quast, Richie Warren","Addison Metcalf, Georgios Siotas, Jachin Mertes, Kobe Kirk, Rex Lamb",315,329,72.0,62.0,70.0,60.0,122.0,15,0.0,2.03
St. Olaf Oles,2024-11-16,29,"Collin Madson, Isaac Verges, JT Hoytink, Jake Quast, Richie Warren","Georgios Siotas, Jachin Mertes, Kobe Kirk, Luther Tostrud, Rex Lamb",330,331,72.0,62.0,72.0,62.0,0.0,2,0.0,0.0
St. Olaf Oles,2024-11-16,30,"Carter Capstran, JT Hoytink, Jake Quast, Luke Bara, Richie Warren","Georgios Siotas, Jachin Mertes, Kobe Kirk, Luther Tostrud, Rex Lamb",332,344,72.0,64.0,72.0,62.0,78.0,13,-2.0,1.3
St. Olaf Oles,2024-11-16,31,"Carter Capstran, JT Hoytink, Jake Quast, Luke Bara, Richie Warren","Chris Willis, Georgios Siotas, Jachin Mertes, Kobe Kirk, Luther Tostrud",345,345,72.0,64.0,72.0,64.0,0.0,1,0.0,0.0
St. Olaf Oles,2024-11-16,32,"Carter Capstran, Collin Madson, Jake Quast, Luke Bara, Richie Warren","Chris Willis, Georgios Siotas, Jachin Mertes, Kobe Kirk, Luther Tostrud",346,357,74.0,66.0,72.0,64.0,65.0,12,0.0,1.08
St. Olaf Oles,2024-11-16,33,"Carter Capstran, Collin Madson, Jake Quast, Luke Bara, Richie Warren","Chris Willis, Dashiel Walker, Georgios Siotas, Jachin Mertes, Kobe Kirk",358,359,74.0,66.0,74.0,66.0,0.0,2,0.0,0.0
St. Olaf Oles,2024-11-16,34,"Carter Capstran, Collin Madson, Jake Quast, Luke Bara, Richie Warren","AJ Uhl, Chris Willis, Dashiel Walker, Jachin Mertes, Kobe Kirk",360,383,80.0,74.0,74.0,66.0,160.0,24,-2.0,2.67
St. Olaf Oles,2024-11-16,35,"Carter Capstran, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","AJ Uhl, Chris Willis, Dashiel Walker, Jachin Mertes, Kobe Kirk",384,391,80.0,74.0,80.0,74.0,42.0,8,0.0,0.7
St. Olaf Oles,2024-11-16,36,"Carter Capstran, Collin Madson, JT Hoytink, Luke Bara, Richie Warren","AJ Uhl, Chris Willis, Dashiel Walker, Jachin Mertes, Kobe Kirk",392,409,83.0,80.0,80.0,74.0,125.0,18,-3.0,2.08
St. Olaf Oles,2024-11-16,37,"Collin Madson, JT Hoytink, Jake Quast, Luke Bara, Richie Warren","AJ Uhl, Chris Willis, Dashiel Walker, Jachin Mertes, Kobe Kirk",410,412,83.0,80.0,83.0,80.0,0.0,3,0.0,0.0
St. Olaf Oles,2024-11-16,38,"Collin Madson, Isaac Verges, JT Hoytink, Jake Quast, Richie Warren","AJ Uhl, Chris Willis, Dashiel Walker, Jachin Mertes, Kobe Kirk",413,415,83.0,80.0,83.0,80.0,16.0,3,0.0,0.27
