source_label,source_url,position,clip_game,clip_date,team,player,result,description,duration_s,frame_files,frames_captured,error,test_run,captured_at,track_files
2026-01-03 UW-Oshkosh Titans,https://editor-web.synergysports.com/video?playlistUrl=https%3a%2f%2fbasketball.synergysportstech.com%2fapi%2fgames%2f68deda8125423a1fd110a58b%2ffullgamevideo%2fclips,1,UWOshkosh@UWWhitewater,"Jan 2, 2026",WOS,Carter Thomas,Turnover,21 Carter Thomas > No Play Type > Turnover,22.0,Jan_2_2026_UWOshkosh@UWWhitewater/1_1450ff05_1.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/1_1450ff05_2.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/1_1450ff05_3.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/1_1450ff05_4.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/1_1450ff05_5.jpg,5,,False,2026-09-26T08:54:18,Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t000.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t001.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t002.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t003.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t004.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t005.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t006.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t007.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t008.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t009.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t010.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t011.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t012.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t013.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t014.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t015.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t016.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t017.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t018.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t019.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t020.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t021.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t022.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t023.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t024.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t025.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t026.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t027.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t028.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t029.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t030.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t031.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t032.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t033.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t034.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t035.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t036.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t037.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t038.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t039.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t040.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t041.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t042.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t043.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/1_1450ff05_t044.jpg
2026-01-03 UW-Oshkosh Titans,https://editor-web.synergysports.com/video?playlistUrl=https%3a%2f%2fbasketball.synergysportstech.com%2fapi%2fgames%2f68deda8125423a1fd110a58b%2ffullgamevideo%2fclips,2,UWOshkosh@UWWhitewater,"Jan 2, 2026",WWW,Collin Madson,Non Shooting Foul,15 Collin Madson > Non Possession > Non Shooting Foul,29.0,Jan_2_2026_UWOshkosh@UWWhitewater/2_b16e643f_1.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/2_b16e643f_2.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/2_b16e643f_3.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/2_b16e643f_4.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/2_b16e643f_5.jpg,5,,False,2026-09-26T08:54:21,Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t000.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t001.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t002.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t003.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t004.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t005.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t006.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t007.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t008.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t009.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t010.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t011.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t012.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t013.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t014.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t015.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t016.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t017.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t018.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t019.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t020.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t021.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t022.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t023.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t024.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t025.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t026.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t027.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t028.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t029.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t030.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t031.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t032.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t033.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t034.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t035.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t036.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t037.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t038.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t039.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t040.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t041.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t042.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t043.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t044.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t045.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t046.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t047.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t048.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t049.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t050.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t051.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t052.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t053.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t054.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t055.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t056.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t057.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/2_b16e643f_t058.jpg
2026-01-03 UW-Oshkosh Titans,https://editor-web.synergysports.com/video?playlistUrl=https%3a%2f%2fbasketball.synergysportstech.com%2fapi%2fgames%2f68deda8125423a1fd110a58b%2ffullgamevideo%2fclips,3,UWOshkosh@UWWhitewater,"Jan 2, 2026",WWW,Richie Warren,Make 2 Pts,24 Richie Warren > Cut > Basket > Make 2 Pts,10.0,Jan_2_2026_UWOshkosh@UWWhitewater/3_171c3181_1.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/3_171c3181_2.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/3_171c3181_3.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/3_171c3181_4.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/3_171c3181_5.jpg,5,,False,2026-09-26T08:54:22,Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t000.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t001.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t002.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t003.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t004.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t005.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t006.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t007.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t008.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t009.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t010.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t011.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t012.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t013.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t014.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t015.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t016.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t017.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t018.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t019.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/3_171c3181_t020.jpg
2026-01-03 UW-Oshkosh Titans,https://editor-web.synergysports.com/video?playlistUrl=https%3a%2f%2fbasketball.synergysportstech.com%2fapi%2fgames%2f68deda8125423a1fd110a58b%2ffullgamevideo%2fclips,4,UWOshkosh@UWWhitewater,"Jan 2, 2026",WOS,Brandon Beck,Make 3 Pts,0 Brandon Beck > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,16.0,Jan_2_2026_UWOshkosh@UWWhitewater/4_bc50ccda_1.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/4_bc50ccda_2.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/4_bc50ccda_3.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/4_bc50ccda_4.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/4_bc50ccda_5.jpg,5,,False,2026-09-26T08:54:23,Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t000.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t001.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t002.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t003.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t004.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t005.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t006.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t007.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t008.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t009.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t010.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t011.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t012.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t013.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t014.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t015.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t016.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t017.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t018.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t019.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t020.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t021.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t022.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t023.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t024.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t025.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t026.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t027.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t028.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t029.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t030.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t031.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/4_bc50ccda_t032.jpg
2026-01-03 UW-Oshkosh Titans,https://editor-web.synergysports.com/video?playlistUrl=https%3a%2f%2fbasketball.synergysportstech.com%2fapi%2fgames%2f68deda8125423a1fd110a58b%2ffullgamevideo%2fclips,5,UWOshkosh@UWWhitewater,"Jan 2, 2026",WWW,Luke Bara,Foul,24 Richie Warren > P&R Ball Handler > Right P&R > Side > Go Away from Pick > Defense Commits > Ball Delivered > 32 Luke Bara > Spot-Up > Drives Left > To Basket > Foul,47.0,Jan_2_2026_UWOshkosh@UWWhitewater/5_dd7b5498_1.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/5_dd7b5498_2.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/5_dd7b5498_3.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/5_dd7b5498_4.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/5_dd7b5498_5.jpg,5,,False,2026-09-26T08:54:24,Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t000.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t001.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t002.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t003.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t004.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t005.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t006.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t007.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t008.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t009.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t010.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t011.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t012.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t013.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t014.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t015.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t016.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t017.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t018.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t019.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t020.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t021.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t022.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t023.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t024.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t025.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t026.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t027.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t028.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t029.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t030.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t031.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t032.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t033.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t034.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t035.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t036.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t037.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t038.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t039.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t040.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t041.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t042.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t043.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t044.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t045.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t046.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t047.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t048.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t049.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t050.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t051.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t052.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t053.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t054.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t055.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t056.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t057.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t058.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/5_dd7b5498_t059.jpg
2026-01-03 UW-Oshkosh Titans,https://editor-web.synergysports.com/video?playlistUrl=https%3a%2f%2fbasketball.synergysportstech.com%2fapi%2fgames%2f68deda8125423a1fd110a58b%2ffullgamevideo%2fclips,8,UWOshkosh@UWWhitewater,"Jan 2, 2026",WOS,Oskar Kangas,Make 3 Pts,23 Oskar Kangas > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,19.0,Jan_2_2026_UWOshkosh@UWWhitewater/8_065ed46e_1.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/8_065ed46e_2.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/8_065ed46e_3.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/8_065ed46e_4.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/8_065ed46e_5.jpg,5,,False,2026-09-26T08:54:26,Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t000.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t001.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t002.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t003.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t004.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t005.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t006.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t007.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t008.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t009.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t010.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t011.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t012.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t013.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t014.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t015.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t016.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t017.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t018.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t019.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t020.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t021.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t022.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t023.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t024.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t025.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t026.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t027.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t028.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t029.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t030.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t031.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t032.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t033.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t034.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t035.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t036.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t037.jpg;Jan_2_2026_UWOshkosh@UWWhitewater/track/8_065ed46e_t038.jpg
