#,Title,Notes,Chat,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Media In Point,Media Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Group,Synergy String
95,blob: m2m ,WOS@WWW - 01/02/2026 QTR: 2 CLK: 18:24,,,,,Miss 2 Pts,00:23.5,N/A,N/A,36:36.9,37:00.4,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,18:24,Richie Warren,,,,24 Richie Warren > Cut > Basket > Miss 2 Pts
96,5out(bs):m2m(switch),WOS@WWW - 01/02/2026 QTR: 2 CLK: 18:07,,,,,Turnover,00:24.3,N/A,N/A,36:52.3,37:16.5,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,18:07,Matt Imig,,,,23 Oskar Kangas > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 5 Matt Imig > Cut > Basket > Turnover
97,cheetah:presss(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 17:47,,,,,Miss 2 Pts,00:26.2,N/A,N/A,37:10.4,37:36.6,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,17:47,Collin Madson,,,,15 Collin Madson > ISO > Right > Drives Right > To Basket > Miss 2 Pts
98,blob:m2m ,WOS@WWW - 01/02/2026 QTR: 2 CLK: 17:45,,,,,Turnover,00:11.8,N/A,N/A,37:52.5,38:04.3,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,17:45,Luke Bara,,,,32 Luke Bara > No Play Type > Turnover
99,::m2m ,WOS@WWW - 01/02/2026 QTR: 2 CLK: 17:36,,,,,Miss 2 Pts,00:11.9,N/A,N/A,38:14.9,38:26.8,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,17:36,Michael Metcalf-Grassman,,,,4 Michael Metcalf-Grassman > Spot-Up > Drives Right > To Basket > Miss 2 Pts
100,::m2m ,WOS@WWW - 01/02/2026 QTR: 2 CLK: 17:22,,,,,1 Pts,00:20.8,N/A,N/A,38:19.0,38:39.8,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,17:22,Brock Marino,,,,32 Luke Bara > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 21 Brock Marino > P&R Roll Man > Pick and Pops > Drives Left > To Basket > Make 2 Pts Foul > 1 Pts
101,::m2m ,WOS@WWW - 01/02/2026 QTR: 2 CLK: 17:12,,,,,1 Pts,00:13.3,N/A,N/A,39:02.6,39:15.9,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,17:12,Michael Metcalf-Grassman,,,,4 Michael Metcalf-Grassman > Cut > Basket > Make 2 Pts Foul > 1 Pts
102,BS(reject):press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 16:55,,,,,Make 2 Pts,00:21.1,N/A,N/A,39:39.5,40:00.6,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,16:55,Collin Madson,,,,15 Collin Madson > P&R Ball Handler > Right P&R > Side > Go Away from Pick > Dribble Jumper > Short to < 17' > Make 2 Pts
103,::m2m ,WOS@WWW - 01/02/2026 QTR: 2 CLK: 16:43,,,,,Foul,00:06.9,N/A,N/A,40:04.1,40:11.1,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,16:43,Michael Metcalf-Grassman,,,,4 Michael Metcalf-Grassman > Transition > Ballhandler > To Basket > Foul
104,::press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 16:42,,,,,Turnover,00:09.8,N/A,N/A,41:06.4,41:16.2,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,16:42,Richie Warren,,,,24 Richie Warren > No Play Type > Turnover
105,5out(DD):m2m ,WOS@WWW - 01/02/2026 QTR: 2 CLK: 16:09,,,,,Miss 2 Pts,00:41.5,N/A,N/A,41:09.1,41:50.6,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,16:09,Logan Rindfleisch,,,,13 Logan Rindfleisch > P&R Ball Handler > Left P&R > Side > Go Away from Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts
106,::press(RJ),WOS@WWW - 01/02/2026 QTR: 2,,,,,Non Shooting Foul,00:18.7,N/A,N/A,41:42.0,42:00.7,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,,Luke Bara,,,,32 Luke Bara > Non Possession > Non Shooting Foul
107,::press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 15:57,,,,,Turnover,00:07.1,N/A,N/A,42:19.6,42:26.7,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,15:57,Richie Warren,,,,24 Richie Warren > No Play Type > Turnover
108,tran,WOS@WWW - 01/02/2026 QTR: 2 CLK: 15:53,,,,,Make 2 Pts,00:07.9,N/A,N/A,42:21.6,42:29.5,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,15:53,Michael Metcalf-Grassman,,,,4 Michael Metcalf-Grassman > Transition > Right Wing > To Basket > Make 2 Pts
109,::press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 15:48,,,,,Turnover,00:06.5,N/A,N/A,42:28.7,42:35.1,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,15:48,Jr Lukenbill,,,,11 Jr Lukenbill > No Play Type > Turnover
110,tran,WOS@WWW - 01/02/2026 QTR: 2 CLK: 15:48,,,,,Foul,00:09.0,N/A,N/A,42:30.3,42:39.3,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,15:48,Carter Thomas,,,,21 Carter Thomas > No Play Type > To Basket > Foul
111,:Press(rj),WOS@WWW - 01/02/2026 QTR: 2,,,,,No Violation,00:07.1,N/A,N/A,43:09.8,43:16.8,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,,Richie Warren,,,,24 Richie Warren > Non Possession > No Violation
112,twin:press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 15:24,,,,,Foul,00:32.4,N/A,N/A,43:41.8,44:14.2,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,15:24,Collin Madson,,,,15 Collin Madson > ISO > Right > Drives Right > To Basket > Foul
113,set:m2m ,WOS@WWW - 01/02/2026 QTR: 2,,,,,Non Shooting Foul,00:08.9,N/A,N/A,44:55.6,45:04.6,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,,Brandon Beck,,,,0 Brandon Beck > Non Possession > Non Shooting Foul
114,blob(box-sts):m2m ,WOS@WWW - 01/02/2026 QTR: 2 CLK: 14:59,,,,,Miss 2 Pts,00:25.4,N/A,N/A,45:32.6,45:58.1,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,14:59,Oskar Kangas,,,,5 Matt Imig > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 23 Oskar Kangas > P&R Roll Man > Rolls to Basket > Miss 2 Pts
115,:press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 14:43,,,,,Foul,00:22.3,N/A,N/A,45:50.0,46:12.2,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,14:43,Luke Bara,,,,32 Luke Bara > ISO > Right > Drives Left > To Basket > Foul
116,spain:m2m(stay),WOS@WWW - 01/02/2026 QTR: 2 CLK: 14:29,,,,,Make 3 Pts,00:12.2,N/A,N/A,47:06.1,47:18.3,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,14:29,Nate Nazos,,,,2 Joey LaChapell > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 10 Nate Nazos > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
117,panther:press(rj),WOS@WWW - 01/02/2026 QTR: 2,,,,,Non Shooting Foul,00:27.3,N/A,N/A,47:17.5,47:44.8,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,,Brock Marino,,,,21 Brock Marino > Non Possession > Non Shooting Foul
118,blob:m2m,WOS@WWW - 01/02/2026 QTR: 2 CLK: 14:05,,,,,Foul,00:06.7,N/A,N/A,47:58.6,48:05.3,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,14:05,Jake Quast,,,,12 Jake Quast > No Play Type > Foul
119,blob(iso):m2m ,WOS@WWW - 01/02/2026 QTR: 2 CLK: 13:49,,,,,Make 2 Pts,00:07.8,N/A,N/A,48:49.0,48:56.8,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,13:49,Brandon Beck,,,,0 Brandon Beck > Cut > Basket > Make 2 Pts
120,::press(rj),WOS@WWW - 01/02/2026 QTR: 2,,,,,Out of Bound 5 Sec Violation,00:09.9,N/A,N/A,48:56.1,49:06.0,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,,Richie Warren,,,,24 Richie Warren > Non Possession > Out of Bound 5 Sec Violation
121,blob(box):m2m ,WOS@WWW - 01/02/2026 QTR: 2 CLK: 13:23,,,,,Miss 2 Pts,00:29.1,N/A,N/A,49:22.8,49:51.9,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,13:23,Logan Rindfleisch,,,,13 Logan Rindfleisch > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts
122,press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 13:23,,,,,Foul,00:08.1,N/A,N/A,49:59.2,50:07.4,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,13:23,Luke Bara,,,,32 Luke Bara > No Play Type > Foul
123,Bs:press(token)(siwtch),WOS@WWW - 01/02/2026 QTR: 2 CLK: 13:11,,,,,Make 3 Pts,00:15.6,N/A,N/A,52:10.7,52:26.3,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,13:11,Joey LaChapell,,,,2 Joey LaChapell > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts
124,bs:press(rj)(switch),WOS@WWW - 01/02/2026 QTR: 2 CLK: 12:55,,,,,Miss 2 Pts,00:22.7,N/A,N/A,52:34.2,52:56.9,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,12:55,Luke Bara,,,,32 Luke Bara > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts
125,oreb,WOS@WWW - 01/02/2026 QTR: 2 CLK: 12:55,,,,,Foul,00:08.7,N/A,N/A,52:48.2,52:56.9,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,12:55,Brock Marino,,,,21 Brock Marino > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul
126,5out(bs):m2m(tl),WOS@WWW - 01/02/2026 QTR: 2 CLK: 12:44,,,,,Turnover,00:15.3,N/A,N/A,53:42.9,53:58.2,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,12:44,Brandon Beck,,,,0 Brandon Beck > No Play Type > Turnover
127,:press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 12:33,,,,,Miss 2 Pts,00:20.7,N/A,N/A,54:05.0,54:25.7,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,12:33,Jr Lukenbill,,,,11 Jr Lukenbill > Transition > Left Wing > To Basket > Miss 2 Pts
128,tran,WOS@WWW - 01/02/2026 QTR: 2 CLK: 12:20,,,,,Foul,00:11.8,N/A,N/A,54:25.7,54:37.5,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,12:20,Carter Thomas,,,,21 Carter Thomas > Transition > Ballhandler > To Basket > Foul
129,:press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 12:12,,,,,Miss 2 Pts,00:19.5,N/A,N/A,55:35.6,55:55.2,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,12:12,Collin Madson,,,,0 Collin Madson > Transition > Right Wing > To Basket > Miss 2 Pts
130,5out:m2m ,WOS@WWW - 01/02/2026 QTR: 2 CLK: 11:53,,,,,Foul,00:16.6,N/A,N/A,55:55.1,56:11.7,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,11:53,Jonah Rindfleisch,,,,12 Jonah Rindfleisch > No Play Type > Foul
131,:press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 11:37,,,,,Miss 2 Pts,00:27.5,N/A,N/A,56:57.6,57:25.1,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,11:37,Collin Madson,,,,0 Collin Madson > Hand Off > From Dribble > Right > To Basket > Miss 2 Pts
132,tran,WOS@WWW - 01/02/2026 QTR: 2 CLK: 11:25,,,,,Miss 3 Pts,00:12.1,N/A,N/A,57:25.1,57:37.2,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,11:25,Vitorio Dante,,,,20 Vitorio Dante > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
133,tran,WOS@WWW - 01/02/2026 QTR: 2 CLK: 11:14,,,,,Turnover,00:17.9,N/A,N/A,57:28.9,57:46.8,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,11:14,Luke Bara,,,,32 Luke Bara > ISO > Top > Drives Left > Defense Commits > Turnover
134,tran,WOS@WWW - 01/02/2026 QTR: 2 CLK: 11:08,,,,,Make 2 Pts,00:10.5,N/A,N/A,57:41.0,57:51.6,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,11:08,Aiden Hawkinson,,,,1 Aiden Hawkinson > Transition > First Middle > To Basket > Make 2 Pts
135,5out(ds):press(rj)(switch),WOS@WWW - 01/02/2026 QTR: 2 CLK: 10:45,,,,,Foul,00:25.5,N/A,N/A,57:50.7,58:16.2,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,10:45,Brock Marino,,,,21 Brock Marino > ISO > Top > Drives Left > To Basket > Foul
136,bs:switch(stay),WOS@WWW - 01/02/2026 QTR: 2 CLK: 10:28,,,,,Turnover,00:23.4,N/A,N/A,59:05.1,59:28.5,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,10:28,Carter Thomas,,,,21 Carter Thomas > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover
137,tran,WOS@WWW - 01/02/2026 QTR: 2 CLK: 10:24,,,,,Make 2 Pts,00:09.8,N/A,N/A,59:23.2,59:33.0,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,10:24,Collin Madson,,,,0 Collin Madson > Transition > Ballhandler > To Basket > Make 2 Pts
138,:press(m2m),WOS@WWW - 01/02/2026 QTR: 2 CLK: 10:09,,,,,Foul,00:16.5,N/A,N/A,59:32.3,59:48.8,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,10:09,Michael Metcalf-Grassman,,,,4 Michael Metcalf-Grassman > Spot-Up > Drives Left > To Basket > Foul
139,Brock Marino,WOS@WWW - 01/02/2026 QTR: 2,,,,,Free Throw,00:08.8,N/A,N/A,01:11.4,01:20.2,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,,Brock Marino,,,,21 Brock Marino > Non Possession > Free Throw
140,oreb,WOS@WWW - 01/02/2026 QTR: 2 CLK: 09:58,,,,,Make 2 Pts,00:08.9,N/A,N/A,01:11.4,01:20.3,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,9:58,Jake Quast,,,,12 Jake Quast > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
141,::m2m ,WOS@WWW - 01/02/2026 QTR: 2 CLK: 09:41,,,,,Make 2 Pts,00:16.7,N/A,N/A,01:19.0,01:35.8,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,9:41,Michael Metcalf-Grassman,,,,4 Michael Metcalf-Grassman > Post-Up > Left Block > Right Shoulder > Dribble Move > To Basket > Make 2 Pts
142,bs:press(rj)(switch),WOS@WWW - 01/02/2026 QTR: 2 CLK: 09:26,,,,,Miss 2 Pts,00:23.5,N/A,N/A,01:38.5,02:02.0,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,9:26,Jake Quast,,,,22 Joey Berezowitz > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 12 Jake Quast > Spot-Up > Drives Right > To Basket > Miss 2 Pts
143,blob:m2m,WOS@WWW - 01/02/2026 QTR: 2 CLK: 09:12,,,,,Miss 2 Pts,00:21.2,N/A,N/A,02:10.1,02:31.3,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,9:12,Kelton Mcewen,,,,2 Kelton Mcewen > P&R Ball Handler > Left P&R > Baseline > Go Away from Pick > To Basket > Miss 2 Pts
144,spain:m2m(switch2nd),WOS@WWW - 01/02/2026 QTR: 2 CLK: 08:55,,,,,Miss 3 Pts,00:16.7,N/A,N/A,02:32.7,02:49.5,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,8:55,Oskar Kangas,,,,23 Oskar Kangas > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
145,tran,WOS@WWW - 01/02/2026 QTR: 2 CLK: 08:53,,,,,Foul,00:09.6,N/A,N/A,02:40.9,02:50.5,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,8:53,Jonah Rindfleisch,,,,12 Jonah Rindfleisch > No Play Type > Foul
146,bs:press(rj)(switch),WOS@WWW - 01/02/2026 QTR: 2 CLK: 08:41,,,,,Miss 3 Pts,00:20.8,N/A,N/A,04:02.0,04:22.8,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,8:41,Joey Berezowitz,,,,22 Joey Berezowitz > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
147,:press(m2m),WOS@WWW - 01/02/2026 QTR: 2 CLK: 08:28,,,,,Miss 2 Pts,00:19.4,N/A,N/A,04:41.0,05:00.4,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,8:28,Michael Metcalf-Grassman,,,,4 Michael Metcalf-Grassman > Hand Off > From Dribble > Left > To Basket > Miss 2 Pts
148,tran,WOS@WWW - 01/02/2026 QTR: 2 CLK: 08:21,,,,,Foul,00:13.4,N/A,N/A,04:52.9,05:06.3,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,8:21,Joey Berezowitz,,,,22 Joey Berezowitz > Transition > Ballhandler > To Basket > Foul
149,bs:Press(token)(tl),WOS@WWW - 01/02/2026 QTR: 2 CLK: 07:57,,,,,Make 3 Pts,00:26.4,N/A,N/A,05:46.7,06:13.1,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,7:57,Brandon Beck,,,,2 Joey LaChapell > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 0 Brandon Beck > P&R Roll Man > Pick and Pops > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
150,:press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 07:28,,,,,Miss 2 Pts,00:35.4,N/A,N/A,06:14.3,06:49.7,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,7:28,Joey Berezowitz,,,,0 Collin Madson > ISO > Left > Drives Left > Defense Commits > Ball Delivered > 22 Joey Berezowitz > Spot-Up > Drives Left > To Basket > Miss 2 Pts
151,oreb,WOS@WWW - 01/02/2026 QTR: 2 CLK: 07:28,,,,,Miss 2 Pts,00:12.9,N/A,N/A,06:36.8,06:49.7,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,7:28,Richie Warren,,,,24 Richie Warren > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
152,blob:m2m,WOS@WWW - 01/02/2026 QTR: 2 CLK: 07:04,,,,,Make 2 Pts,00:12.5,N/A,N/A,06:56.7,07:09.2,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,7:04,Joey Berezowitz,,,,22 Joey Berezowitz > Hand Off > From Stationary > Left > To Basket > Make 2 Pts
153,sci:m2m,WOS@WWW - 01/02/2026 QTR: 2 CLK: 06:45,,,,,Miss 2 Pts,00:22.4,N/A,N/A,07:11.9,07:34.3,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,6:45,Jonah Rindfleisch,,,,12 Jonah Rindfleisch > ISO > Top > Drives Right > To Basket > Miss 2 Pts
154,Matt Imig,WOS@WWW - 01/02/2026 QTR: 2 CLK: 06:37,,,,,Make 3 Pts,00:02.1,N/A,N/A,07:34.3,07:36.4,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,6:37,Matt Imig,,,,5 Matt Imig > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
155,:m2m(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 06:06,,,,,Foul,00:33.2,N/A,N/A,07:35.8,08:09.0,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,6:06,Brock Marino,,,,21 Brock Marino > Spot-Up > Drives Right > To Basket > Foul
156,:press(12),WOS@WWW - 01/02/2026 QTR: 2 CLK: 05:54,,,,,Miss 3 Pts,00:18.0,N/A,N/A,09:09.4,09:27.4,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,5:54,Brandon Beck,,,,0 Brandon Beck > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
157,tran,WOS@WWW - 01/02/2026 QTR: 2 CLK: 05:39,,,,,Miss 2 Pts,00:24.7,N/A,N/A,09:18.4,09:43.2,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,5:39,Collin Madson,,,,0 Collin Madson > ISO > Right > Drives Left > Dribble Jumper > Short to < 17' > Miss 2 Pts
158,tran,WOS@WWW - 01/02/2026 QTR: 2,,,,,No Violation,00:11.1,N/A,N/A,09:34.6,09:45.8,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,,Michael Metcalf-Grassman,,,,4 Michael Metcalf-Grassman > Non Possession > No Violation
159,Joey LaChapell,WOS@WWW - 01/02/2026 QTR: 2 CLK: 05:23,,,,,Make 2 Pts,00:13.1,N/A,N/A,09:56.5,10:09.6,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,5:23,Joey LaChapell,,,,2 Joey LaChapell > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Make 2 Pts
160,:press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 05:08,,,,,Make 3 Pts,00:16.5,N/A,N/A,10:08.9,10:25.4,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,5:08,Richie Warren,,,,24 Richie Warren > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
161,:press(120,WOS@WWW - 01/02/2026 QTR: 2 CLK: 04:56,,,,,Foul,00:13.7,N/A,N/A,10:24.6,10:38.4,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,4:56,Brandon Beck,,,,0 Brandon Beck > Transition > Right Wing > To Basket > Foul
162,:press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 04:37,,,,,Miss 2 Pts,00:26.7,N/A,N/A,11:33.8,12:00.5,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,4:37,Richie Warren,,,,24 Richie Warren > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
163,oreb,WOS@WWW - 01/02/2026 QTR: 2 CLK: 04:25,,,,,Miss 3 Pts,00:03.1,N/A,00:03.1,12:00.5,12:12.0,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,4:25,Luke Bara,,,,32 Luke Bara > P&R Ball Handler > High P&R > Takes Early Jump Shot > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
164,bs:m2m(tl),WOS@WWW - 01/02/2026 QTR: 2 CLK: 03:56,,,,,Miss 2 Pts,00:36.7,N/A,N/A,12:04.5,12:41.2,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,3:56,Vitorio Dante,,,,20 Vitorio Dante > No Play Type > To Basket > Miss 2 Pts
165,tran,WOS@WWW - 01/02/2026 QTR: 2 CLK: 03:47,,,,,Miss 3 Pts,00:16.7,N/A,N/A,12:33.4,12:50.1,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,3:47,Collin Madson,,,,0 Collin Madson > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
166,:press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 03:35,,,,,1 Pts,00:17.8,N/A,N/A,13:44.9,14:02.7,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,3:35,Richie Warren,,,,24 Richie Warren > Spot-Up > Drives Left > To Basket > Make 2 Pts Foul > 1 Pts
167,bs:press(12)((switch)),WOS@WWW - 01/02/2026 QTR: 2 CLK: 03:13,,,,,Miss 2 Pts,00:26.1,N/A,N/A,14:23.4,14:49.5,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,3:13,Michael Metcalf-Grassman,,,,4 Michael Metcalf-Grassman > No Play Type > To Basket > Miss 2 Pts
168,tran,WOS@WWW - 01/02/2026 QTR: 2 CLK: 03:03,,,,,Foul,00:17.5,N/A,N/A,14:42.7,15:00.2,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,3:03,Collin Madson,,,,0 Collin Madson > Spot-Up > Drives Right > To Basket > Foul
169,:press(12),WOS@WWW - 01/02/2026 QTR: 2 CLK: 02:55,,,,,Turnover,00:10.9,N/A,N/A,15:46.0,15:56.9,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,2:55,Aiden Hawkinson,,,,1 Aiden Hawkinson > No Play Type > Turnover
170,tran,WOS@WWW - 01/02/2026 QTR: 2 CLK: 02:51,,,,,Miss 2 Pts,00:15.6,N/A,N/A,15:51.0,16:06.6,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,2:51,Joey Berezowitz,,,,22 Joey Berezowitz > Transition > Ballhandler > To Basket > Miss 2 Pts
171,Jake Quast,WOS@WWW - 01/02/2026 QTR: 2 CLK: 02:51,,,,,Miss 2 Pts,00:12.5,N/A,N/A,15:54.1,16:06.6,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,2:51,Jake Quast,,,,12 Jake Quast > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
172,dho:press(rj)(switch),WOS@WWW - 01/02/2026 QTR: 2 CLK: 02:27,,,,,Miss 2 Pts,00:28.5,N/A,N/A,16:51.5,17:20.1,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,2:27,Collin Madson,,,,0 Collin Madson > Hand Off > From Dribble > Right > To Basket > Miss 2 Pts
173,::m2m ,WOS@WWW - 01/02/2026 QTR: 2 CLK: 02:14,,,,,Miss 2 Pts,00:10.9,N/A,N/A,17:20.1,17:30.9,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,2:14,Richie Warren,,,,32 Luke Bara > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 24 Richie Warren > Spot-Up > No Dribble Jumper > Open > Medium/17' to <3p > Miss 2 Pts
