#,Title,Notes,Chat,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Media In Point,Media Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Group,Synergy String
45,33- BS LW,AU@NCC - 11/11/2025 QTR: 1 CLK: 00:03,,,,,Miss 2 Pts,0:27.9,N/A,N/A,41:08.13,41:36.05,Aurora University,AU@NCC,11/12/2025,1,0:03,Gevon Grant,,,,24 Gevon Grant > Post-Up > Left Block > Right Shoulder > Dribble Move > To Jumper > Miss 2 Pts
46,Half- 5 out ttwirl,AU@NCC - 11/11/2025 QTR: 2 CLK: 19:30,,,,,Miss 3 Pts,0:36.2,N/A,N/A,57:25.18,58:01.38,Aurora University,AU@NCC,11/12/2025,2,19:30,Jeffery Hillmer,,,,2 Juan Madrigal > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits > Ball Delivered > 3 Jeffery Hillmer > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
47,OK St- DHO RS- Pat Miller,AU@NCC - 11/11/2025 QTR: 2 CLK: 18:52,,,,,Foul,0:28.0,N/A,N/A,58:09.25,58:37.25,Aurora University,AU@NCC,11/12/2025,2,18:52,Devon Richardson,,,,22 Devon Richardson > Post-Up > Right Block > Face-up > Drive Baseline > Foul
48,HiLo- Pass 5- Follow LS- Follow 4,AU@NCC - 11/11/2025 QTR: 2 CLK: 18:10,,,,,1 Pts,0:26.5,N/A,N/A,59:34.38,1:00:00.85,Aurora University,AU@NCC,11/12/2025,2,18:10,Devon Richardson,,,,22 Devon Richardson > ISO > Top > Drives Right > To Basket > Make 2 Pts Foul > 1 Pts
49,Horns- Pass LS- Follow- Grendae,AU@NCC - 11/11/2025 QTR: 2 CLK: 16:48,,,,,Make 3 Pts,0:22.4,N/A,N/A,1:02:09.85,1:02:32.25,Aurora University,AU@NCC,11/12/2025,2,16:48,Bryden Gryzmala,,,,1 Bryden Gryzmala > ISO > Right > Early Jumper > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
50,Highway,AU@NCC - 11/11/2025 QTR: 2 CLK: 16:17,,,,,Foul,0:06.3,N/A,N/A,1:03:44.73,1:03:51.05,Aurora University,AU@NCC,11/12/2025,2,16:17,Bryden Gryzmala,,,,1 Bryden Gryzmala > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Foul
51,Diamond- HiLo,AU@NCC - 11/11/2025 QTR: 2,,,,,No Violation,0:14.9,N/A,N/A,1:05:02.93,1:05:17.78,Aurora University,AU@NCC,11/12/2025,2,,Robert Hutson,,,,12 Robert Hutson > Non Possession > No Violation
52,Blob- Box -Curl,AU@NCC - 11/11/2025 QTR: 2 CLK: 15:19,,,,,Miss 2 Pts,0:15.4,N/A,N/A,1:06:09.18,1:06:24.53,Aurora University,AU@NCC,11/12/2025,2,15:19,Devon Richardson,,,,22 Devon Richardson > Post-Up > Left Block > Left Shoulder > Dribble Move > To Hook > Miss 2 Pts
53,Blob-Box-Breddy,AU@NCC - 11/11/2025 QTR: 2 CLK: 15:14,,,,,Make 2 Pts,0:09.1,N/A,N/A,1:06:41.73,1:06:50.78,Aurora University,AU@NCC,11/12/2025,2,15:14,Robert Hutson,,,,12 Robert Hutson > Spot-Up > Drives Right > To Basket > Make 2 Pts
54,Highway,AU@NCC - 11/11/2025 QTR: 2 CLK: 11:13,,,,,Foul,0:06.5,N/A,N/A,1:13:14.53,1:13:20.98,Aurora University,AU@NCC,11/12/2025,2,11:13,Gevon Grant,,,,24 Gevon Grant > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Foul
55,Horns-Ivo-Pass RS- RIC,AU@NCC - 11/11/2025 QTR: 2 CLK: 10:45,,,,,Make 2 Pts,0:23.2,N/A,N/A,1:15:59.65,1:16:22.85,Aurora University,AU@NCC,11/12/2025,2,10:45,Devon Richardson,,,,22 Devon Richardson > Post-Up > Left Block > Left Shoulder > Dribble Move > To Basket > Make 2 Pts
56,5 out- Pass RS- Twirl,AU@NCC - 11/11/2025 QTR: 2 CLK: 10:14,,,,,Make 2 Pts,0:15.7,N/A,N/A,1:16:38.13,1:16:53.78,Aurora University,AU@NCC,11/12/2025,2,10:14,Devon Richardson,,,,22 Devon Richardson > No Play Type > To Basket > Make 2 Pts
57,Blob-box-curl,AU@NCC - 11/11/2025 QTR: 2 CLK: 09:13,,,,,Turnover,0:15.5,N/A,N/A,1:18:49.53,1:19:05.05,Aurora University,AU@NCC,11/12/2025,2,9:13,Devon Richardson,,,,22 Devon Richardson > ISO > Left > Drives Right > Defense Commits > Turnover
58,Horns-DHO Left- Sci,AU@NCC - 11/11/2025 QTR: 2 CLK: 08:17,,,,,Turnover,0:22.4,N/A,N/A,1:20:51.85,1:21:14.25,Aurora University,AU@NCC,11/12/2025,2,8:17,Gevon Grant,,,,24 Gevon Grant > Hand Off > From Dribble > Top > Turnover
59,HiLo-Pass 5 follow- 4 follow- pass 4,AU@NCC - 11/11/2025 QTR: 2 CLK: 07:17,,,,,Miss 3 Pts,0:19.2,N/A,N/A,1:24:28.93,1:24:48.13,Aurora University,AU@NCC,11/12/2025,2,7:17,Juan Madrigal,,,,2 Juan Madrigal > Hand Off > From Stationary > Top > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
60,Ok St- Pass RS - Follow-Pat Miller,AU@NCC - 11/11/2025 QTR: 2 CLK: 06:22,,,,,Miss 3 Pts,0:29.6,N/A,N/A,1:26:45.58,1:27:15.13,Aurora University,AU@NCC,11/12/2025,2,6:22,Gevon Grant,,,,2 Juan Madrigal > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 24 Gevon Grant > Spot-Up > Drives Right > Dribble Jumper > Long/3pt > Miss 3 Pts
61,41- Pass RS- 1 screen 5,AU@NCC - 11/11/2025 QTR: 2 CLK: 04:41,,,,,Make 2 Pts,0:11.6,N/A,N/A,1:31:01.33,1:31:12.93,Aurora University,AU@NCC,11/12/2025,2,4:41,Juan Madrigal,,,,2 Juan Madrigal > ISO > Right > Drives Left > To Basket > Make 2 Pts
62,23- PT,AU@NCC - 11/11/2025 QTR: 2,,,,,No Violation,0:20.1,N/A,N/A,1:32:52.45,1:33:12.58,Aurora University,AU@NCC,11/12/2025,2,,Juan Madrigal,,,,2 Juan Madrigal > Non Possession > No Violation
63,ATO- Hi low- Bs LS- Hammer,AU@NCC - 11/11/2025 QTR: 2 CLK: 01:41,,,,,Make 2 Pts,0:20.2,N/A,N/A,1:35:36.05,1:35:56.25,Aurora University,AU@NCC,11/12/2025,2,1:41,Gevon Grant,,,,24 Gevon Grant > Hand Off > From Dribble > Top > To Basket > Make 2 Pts
64,23- Dho-ISO,AU@NCC - 11/11/2025 QTR: 2 CLK: 00:44,,,,,Miss 2 Pts,0:41.0,N/A,N/A,1:37:11.93,1:37:52.93,Aurora University,AU@NCC,11/12/2025,2,0:44,Gevon Grant,,,,13 Zerrick Johnson > ISO > Top > Drives Left > Defense Commits > Ball Delivered > 24 Gevon Grant > Spot-Up > Drives Right > To Basket > Miss 2 Pts
65,23- Dribble LC out- PT,BLC@AU - 11/07/2025 QTR: 1 CLK: 19:46,,,,,Turnover,0:17.2,N/A,N/A,16:49.04,17:06.26,Aurora University,BLC@AU,11/8/2025,1,19:46,Bryden Gryzmala,,,,1 Bryden Gryzmala > No Play Type > Turnover
66,41- LS BS,BLC@AU - 11/07/2025 QTR: 1 CLK: 19:19,,,,,Miss 3 Pts,0:19.7,N/A,N/A,17:12.33,17:32.05,Aurora University,BLC@AU,11/8/2025,1,19:19,Juan Madrigal,,,,3 Jeffery Hillmer > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 2 Juan Madrigal > P&R Roll Man > Pick and Pops > Drives Left > Dribble Jumper > Long/3pt > Miss 3 Pts
67,OK ST- Dho RS- Pat Miller,BLC@AU - 11/07/2025 QTR: 1 CLK: 18:47,,,,,1 Pts,0:14.9,N/A,N/A,18:27.31,18:42.19,Aurora University,BLC@AU,11/8/2025,1,18:47,Jeffery Hillmer,,,,3 Jeffery Hillmer > Cut > Screen > Make 2 Pts Foul > 1 Pts
68,Blob-box-breddy,BLC@AU - 11/07/2025 QTR: 1 CLK: 18:10,,,,,Miss 2 Pts,0:28.3,N/A,N/A,19:42.98,20:11.24,Aurora University,BLC@AU,11/8/2025,1,18:10,Juan Madrigal,,,,2 Juan Madrigal > ISO > Right > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
69,41-BS LS,BLC@AU - 11/07/2025 QTR: 1 CLK: 17:35,,,,,Miss 3 Pts,0:27.5,N/A,N/A,20:16.05,20:43.51,Aurora University,BLC@AU,11/8/2025,1,17:35,Jeffery Hillmer,,,,3 Jeffery Hillmer > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
70,HiLo- Follow-Follow,BLC@AU - 11/07/2025 QTR: 1 CLK: 15:50,,,,,Miss 2 Pts,0:21.3,N/A,N/A,22:57.58,23:18.86,Aurora University,BLC@AU,11/8/2025,1,15:50,Robert Hutson,,,,12 Robert Hutson > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
71,33- Pass Rw- BS-HAMMER,BLC@AU - 11/07/2025 QTR: 1 CLK: 13:53,,,,,Foul,0:23.8,N/A,N/A,27:00.32,27:24.11,Aurora University,BLC@AU,11/8/2025,1,13:53,Larry Carthan,,,,5 Larry Carthan > Spot-Up > Drives Right > To Basket > Foul
72,Blob- 2-1-1,BLC@AU - 11/07/2025 QTR: 1 CLK: 12:52,,,,,Make 2 Pts,0:26.9,N/A,N/A,29:13.99,29:40.91,Aurora University,BLC@AU,11/8/2025,1,12:52,Jeffery Hillmer,,,,3 Jeffery Hillmer > Cut > Flash > Make 2 Pts
73,5 out- twirl-zoom,BLC@AU - 11/07/2025 QTR: 1 CLK: 12:00,,,,,Miss 2 Pts,0:28.9,N/A,N/A,30:22.65,30:51.58,Aurora University,BLC@AU,11/8/2025,1,12:00,Devon Richardson,,,,22 Devon Richardson > Post-Up > Right Block > Left Shoulder > Dribble Move > To Basket > Miss 2 Pts
74,Blob-Box-Curl,BLC@AU - 11/07/2025 QTR: 1 CLK: 11:52,,,,,Miss 2 Pts,0:11.3,N/A,N/A,32:29.51,32:40.86,Aurora University,BLC@AU,11/8/2025,1,11:52,Devon Richardson,,,,22 Devon Richardson > Cut > Flash > Miss 2 Pts
75,Ok St-DHO Rs- Pat Miller,BLC@AU - 11/07/2025 QTR: 1 CLK: 11:21,,,,,Turnover,0:21.0,N/A,N/A,32:59.18,33:20.13,Aurora University,BLC@AU,11/8/2025,1,11:21,Zerrick Johnson,,,,13 Zerrick Johnson > No Play Type > Turnover
76,41- BS RW,BLC@AU - 11/07/2025 QTR: 1 CLK: 10:48,,,,,Make 2 Pts,0:13.8,N/A,N/A,33:40.05,33:53.86,Aurora University,BLC@AU,11/8/2025,1,10:48,Bryden Gryzmala,,,,1 Bryden Gryzmala > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Dribble Jumper > Short to < 17' > Make 2 Pts
77,Horns-IVO-pass-RIC,BLC@AU - 11/07/2025 QTR: 1 CLK: 07:18,,,,,Turnover,0:28.1,N/A,N/A,42:23.71,42:51.77,Aurora University,BLC@AU,11/8/2025,1,7:18,Juan Madrigal,,,,2 Juan Madrigal > Spot-Up > Drives Left > Turnover
78,Hi-lo- DHO RS- DS- STS,BLC@AU - 11/07/2025 QTR: 1 CLK: 03:29,,,,,Make 3 Pts,0:15.6,N/A,N/A,49:10.51,49:26.13,Aurora University,BLC@AU,11/8/2025,1,3:29,Juan Madrigal,,,,2 Juan Madrigal > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
79,Highway,BLC@AU - 11/07/2025 QTR: 1 CLK: 02:22,,,,,Make 2 Pts,0:11.9,N/A,N/A,50:44.04,50:55.99,Aurora University,BLC@AU,11/8/2025,1,2:22,Gevon Grant,,,,24 Gevon Grant > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Make 2 Pts
80,Slob- Horns- IVO-pass RS-RIC,BLC@AU - 11/07/2025 QTR: 1 CLK: 01:40,,,,,Make 2 Pts,0:19.3,N/A,N/A,51:36.86,51:56.11,Aurora University,BLC@AU,11/8/2025,1,1:40,Devon Richardson,,,,22 Devon Richardson > Post-Up > Right Block > Post Pin > Dribble Move > To Basket > Make 2 Pts
81,Horns-DHO RS- DS-,BLC@AU - 11/07/2025 QTR: 2 CLK: 19:16,,,,,1 Pts,0:30.2,N/A,N/A,1:13:32.57,1:14:02.77,Aurora University,BLC@AU,11/8/2025,2,19:16,Devon Richardson,,,,2 Juan Madrigal > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 22 Devon Richardson > P&R Roll Man > Pick and Pops > Drives Straight > To Basket > Make 2 Pts Foul > 1 Pts
82,5 out- pass top-twirl-zoom,BLC@AU - 11/07/2025 QTR: 2 CLK: 16:03,,,,,Miss 2 Pts,0:24.9,N/A,N/A,1:19:20.39,1:19:45.31,Aurora University,BLC@AU,11/8/2025,2,16:03,Devon Richardson,,,,22 Devon Richardson > Cut > Basket > Miss 2 Pts
83,33- pass left-bs- hammer,BLC@AU - 11/07/2025 QTR: 2 CLK: 15:45,,,,,Miss 2 Pts,0:19.8,N/A,N/A,1:21:25.71,1:21:45.47,Aurora University,BLC@AU,11/8/2025,2,15:45,Zerrick Johnson,,,,13 Zerrick Johnson > P&R Ball Handler > Left P&R > Side > Go Away from Pick > To Basket > Miss 2 Pts
84,OK ST-DHO RS- Pat Miller,BLC@AU - 11/07/2025 QTR: 2 CLK: 13:57,,,,,Turnover,0:26.5,N/A,N/A,1:24:23.66,1:24:50.12,Aurora University,BLC@AU,11/8/2025,2,13:57,Juan Madrigal,,,,2 Juan Madrigal > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover
85,5 out- pass LW- flash pass- handoff,BLC@AU - 11/07/2025 QTR: 2,,,,,No Violation,0:28.5,N/A,N/A,1:26:54.91,1:27:23.44,Aurora University,BLC@AU,11/8/2025,2,,Juan Madrigal,,,,2 Juan Madrigal > Non Possession > No Violation
86,slob- ball screen,BLC@AU - 11/07/2025 QTR: 2 CLK: 13:20,,,,,Miss 2 Pts,0:12.5,N/A,N/A,1:27:25.44,1:27:37.99,Aurora University,BLC@AU,11/8/2025,2,13:20,Bryden Gryzmala,,,,1 Bryden Gryzmala > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > To Basket > Miss 2 Pts
87,slob-ISO,BLC@AU - 11/07/2025 QTR: 2 CLK: 12:14,,,,,Foul,0:14.7,N/A,N/A,1:29:40.24,1:29:54.92,Aurora University,BLC@AU,11/8/2025,2,12:14,Gevon Grant,,,,24 Gevon Grant > ISO > Top > Drives Right > To Basket > Foul
88,Horns-Ivo-pass-RIC,BLC@AU - 11/07/2025 QTR: 2 CLK: 06:44,,,,,Make 2 Pts,0:27.5,N/A,N/A,1:43:49.99,1:44:17.45,Aurora University,BLC@AU,11/8/2025,2,6:44,Bryden Gryzmala,,,,1 Bryden Gryzmala > Spot-Up > Drives Left > Dribble Jumper > Short to < 17' > Make 2 Pts
89,41-dho-bs,BLC@AU - 11/07/2025 QTR: 2 CLK: 06:21,,,,,Miss 2 Pts,0:21.0,N/A,N/A,1:44:45.05,1:45:06.07,Aurora University,BLC@AU,11/8/2025,2,6:21,Bryden Gryzmala,,,,24 Gevon Grant > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 1 Bryden Gryzmala > Spot-Up > Drives Right > To Basket > Miss 2 Pts
90,41- BS LS,BLC@AU - 11/07/2025 QTR: 2 CLK: 04:23,,,,,Turnover,0:17.1,N/A,N/A,1:47:44.66,1:48:01.78,Aurora University,BLC@AU,11/8/2025,2,4:23,Bryden Gryzmala,,,,1 Bryden Gryzmala > P&R Ball Handler > High P&R > Go Away from Pick > To Basket > Turnover
91,41-DHO-BS,BLC@AU - 11/07/2025 QTR: 2 CLK: 03:55,,,,,Foul,0:23.1,N/A,N/A,1:48:07.65,1:48:30.70,Aurora University,BLC@AU,11/8/2025,2,3:55,Robert Hutson,,,,12 Robert Hutson > Hand Off > From Dribble > Left > To Basket > Foul
92,BLOB-Box-Curl,BLC@AU - 11/07/2025 QTR: 2 CLK: 03:51,,,,,Make 2 Pts,0:13.6,N/A,N/A,1:50:57.85,1:51:11.47,Aurora University,BLC@AU,11/8/2025,2,3:51,Devon Richardson,,,,22 Devon Richardson > Cut > Basket > Make 2 Pts
93,DD,BLC@AU - 11/07/2025 QTR: 2 CLK: 01:26,,,,,Make 2 Pts,0:32.2,N/A,N/A,1:54:11.45,1:54:43.64,Aurora University,BLC@AU,11/8/2025,2,1:26,Devon Richardson,,,,24 Gevon Grant > ISO > Top > Drives Right > Defense Commits > Ball Delivered > 22 Devon Richardson > Cut > Basket > Make 2 Pts
94,Opener- 41- Dribble left push thru-PT,GUS@AU - 11/06/2025 QTR: 1 CLK: 19:33,,,,,Make 2 Pts,0:34.1,N/A,N/A,25:37.77,26:11.84,Aurora University,GUS@AU,11/7/2025,1,19:33,Devon Richardson,,,,22 Devon Richardson > Cut > Flash > Make 2 Pts
