#,Title,Notes,Chat,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Media In Point,Media Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Group,Synergy String
80,UWW M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 18:53,,,,,Miss 2 Pts,0:13.3,,,1:08:19.13,1:08:32.45,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,18:53,Angel Johnson,,,,10 Angel Johnson > P&R Ball Handler > Left P&R > Side > Go Away from Pick > To Basket > Miss 2 Pts
81,5 OUT : - M2M(SWITCH),WWW@STC - 11/13/2025 QTR: 2 CLK: 18:29,,,,,Miss 2 Pts,0:29.7,,,1:09:10.93,1:09:40.65,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,18:29,Isaac Verges,,,,0 Isaac Verges > Spot-Up > Drives Straight > To Basket > Miss 2 Pts
82,TWINS : Press(M2M) - M2M(),WWW@STC - 11/13/2025 QTR: 2 CLK: 18:08,,,,,Turnover,0:17.2,,,1:09:46.98,1:10:04.13,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,18:08,Luke Bara,,,,32 Luke Bara > No Play Type > Turnover
83,UWW M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 17:56,,,,,Make 2 Pts,0:14.0,,,1:10:15.45,1:10:29.45,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,17:56,Charles Gitonga,,,,25 Charles Gitonga > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Make 2 Pts
84,TWINS : Press(M2M) - M2M(),WWW@STC - 11/13/2025 QTR: 2,,,,,Non Shooting Foul,0:23.4,,,1:10:27.33,1:10:50.73,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,,Collin Madson,,,,15 Collin Madson > Non Possession > Non Shooting Foul
85,BLOB - LINE(RICKY) : - M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 17:22,,,,,Make 3 Pts,0:20.9,,,1:11:09.38,1:11:30.25,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,17:22,Luke Bara,,,,0 Isaac Verges > ISO > Right > Drives Right > Defense Commits > Ball Delivered > 32 Luke Bara > Spot-Up > Drives Right > Dribble Jumper > Long/3pt > Make 3 Pts
86,UWW M2m,WWW@STC - 11/13/2025 QTR: 2,,,,,Non Shooting Foul,0:15.8,,,1:11:35.05,1:11:50.85,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,,Angel Johnson,,,,10 Angel Johnson > Non Possession > Non Shooting Foul
87,UWW M2M-BLOB,WWW@STC - 11/13/2025 QTR: 2 CLK: 16:52,,,,,Miss 2 Pts,0:21.4,,,1:12:05.85,1:12:27.25,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,16:52,Nathan Kongolo,,,,0 Nathan Kongolo > Post-Up > Left Block > Left Shoulder > Dribble Move > To Jumper > Miss 2 Pts
88,Nicholas Buffalo,WWW@STC - 11/13/2025 QTR: 2 CLK: 16:46,,,,,Miss 2 Pts,0:00.0,,,1:12:27.25,1:12:27.25,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,16:46,Nicholas Buffalo,,,,12 Nicholas Buffalo > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
89,5 OUT- M2M PRESS,WWW@STC - 11/13/2025 QTR: 2 CLK: 16:27,,,,,Miss 2 Pts,0:18.9,,,1:12:28.65,1:12:47.53,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,16:27,Richie Warren,,,,24 Richie Warren > ISO > Top > Drives Right > To Basket > Miss 2 Pts
90,OVER : - M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 16:15,,,,,Turnover,0:11.7,,,1:12:47.53,1:12:59.25,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,16:15,Jr Lukenbill,,,,11 Jr Lukenbill > Cut > Basket > Turnover
91,UWW M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 16:02,,,,,1 Pts,0:09.9,,,1:13:17.58,1:13:27.45,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,16:02,Corey Thompson,,,,1 Corey Thompson > Spot-Up > Drives Left > Dribble Jumper > Short to < 17' > Make 2 Pts Foul > 1 Pts
92,5 OUT : Press(M2M) - SWITCH,WWW@STC - 11/13/2025 QTR: 2 CLK: 15:44,,,,,Miss 2 Pts,0:26.3,,,1:13:57.53,1:14:23.85,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,15:44,Jr Lukenbill,,,,11 Jr Lukenbill > Hand Off > From Dribble > Top > To Basket > Miss 2 Pts
93,TRAN,WWW@STC - 11/13/2025 QTR: 2 CLK: 15:17,,,,,Make 2 Pts,0:11.9,,,1:17:01.53,1:17:13.45,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,15:17,Corey Thompson,,,,1 Corey Thompson > Transition > Ballhandler > To Basket > Make 2 Pts
94,5 OUT FLAIR; M2M SWITCH,WWW@STC - 11/13/2025 QTR: 2 CLK: 14:49,,,,,Turnover,0:30.9,,,1:17:11.33,1:17:42.25,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,14:49,Luke Bara,,,,32 Luke Bara > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover
95,UWW M2M,WWW@STC - 11/13/2025 QTR: 2,,,,,Non Shooting Foul,0:18.5,,,1:18:02.18,1:18:20.65,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,,Corey Thompson,,,,1 Corey Thompson > Non Possession > Non Shooting Foul
96,UWW M2M- BLOB,WWW@STC - 11/13/2025 QTR: 2 CLK: 14:15,,,,,Turnover,0:23.1,,,1:18:36.65,1:18:59.73,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,14:15,Angel Johnson,,,,10 Angel Johnson > ISO > Top > Drives Left > Defense Commits > Turnover
97,TRAN,WWW@STC - 11/13/2025 QTR: 2 CLK: 14:10,,,,,Foul,0:10.9,,,1:18:55.73,1:19:06.65,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,14:10,Brock Marino,,,,21 Brock Marino > Transition > Right Wing > To Basket > Foul
98,UWW M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 13:54,,,,,1 Pts,0:15.0,,,1:19:59.65,1:20:14.65,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,13:54,Reyce Allen,,,,5 Reyce Allen > Off Screen > To Shooter's Left > Straight > To Basket > Make 2 Pts Foul > 1 Pts
99,FLOW : Press(2) - M2M(1),WWW@STC - 11/13/2025 QTR: 2 CLK: 13:30,,,,,Turnover,0:26.8,,,1:20:58.38,1:21:25.18,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,13:30,Collin Madson,,,,15 Collin Madson > Spot-Up > Drives Right > Turnover
100,TRAN,WWW@STC - 11/13/2025 QTR: 2 CLK: 13:24,,,,,Make 3 Pts,0:11.4,,,1:21:20.25,1:21:31.65,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,13:24,Corey Thompson,,,,1 Corey Thompson > Transition > Right Wing > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
101,Flow : - M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 12:56,,,,,Miss 2 Pts,0:22.8,,,1:21:35.73,1:21:58.53,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,12:56,Richie Warren,,,,24 Richie Warren > Post-Up > Right Block > Right Shoulder > Dribble Move > To Jumper > Miss 2 Pts
102,UWW M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 12:40,,,,,Make 2 Pts,0:14.6,,,1:23:07.45,1:23:22.05,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,12:40,Reyce Allen,,,,5 Reyce Allen > Off Screen > To Shooter's Right > Straight > To Basket > Make 2 Pts
103,5 OUT - FLAIR(BS) : - M2M(HEDGE),WWW@STC - 11/13/2025 QTR: 2 CLK: 12:19,,,,,Foul,0:21.9,,,1:23:22.05,1:23:43.93,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,12:19,Jake Quast,,,,12 Jake Quast > Spot-Up > Drives Right > Foul
104,UWW M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 11:56,,,,,Make 2 Pts,0:20.7,,,1:25:21.05,1:25:41.73,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,11:56,Reyce Allen,,,,5 Reyce Allen > Spot-Up > Drives Right > To Basket > Make 2 Pts
105,5 OUT - BS(BS) : - M2M(SWITCH),WWW@STC - 11/13/2025 QTR: 2 CLK: 11:36,,,,,Miss 2 Pts,0:24.2,,,1:25:39.85,1:26:04.05,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,11:36,Jake Quast,,,,22 Joey Berezowitz > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 12 Jake Quast > Spot-Up > Drives Left > To Basket > Miss 2 Pts
106,BIG ON BIG : - M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 11:20,,,,,Foul,0:16.1,,,1:28:56.93,1:29:13.05,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,11:20,Richie Warren,,,,24 Richie Warren > Post-Up > Flash Middle > Left Shoulder > Dribble Move > To Hook > Foul
107,UWW M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 11:04,,,,,Make 2 Pts,0:14.3,,,1:29:52.85,1:30:07.13,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,11:04,Garret Rodgers,,,,33 Garret Rodgers > Cut > Flash > Make 2 Pts
108,SNAP : Press(M2M) - M2M(),WWW@STC - 11/13/2025 QTR: 2 CLK: 10:36,,,,,Miss 2 Pts,0:31.9,,,1:30:05.33,1:30:37.25,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,10:36,Jake Quast,,,,12 Jake Quast > Spot-Up > Drives Left > To Basket > Miss 2 Pts
109,UWW M2M D,WWW@STC - 11/13/2025 QTR: 2 CLK: 10:16,,,,,Foul,0:17.5,,,1:31:33.05,1:31:50.53,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,10:16,Garret Rodgers,,,,33 Garret Rodgers > Off Screen > To Shooter's Left > Straight > To Basket > Foul
110,FLOW : Press(M2M) - M2M(),WWW@STC - 11/13/2025 QTR: 2 CLK: 10:06,,,,,Miss 3 Pts,0:16.0,,,1:32:31.38,1:32:47.33,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,10:06,Richie Warren,,,,24 Richie Warren > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
111,TRAN,WWW@STC - 11/13/2025 QTR: 2 CLK: 09:46,,,,,Miss 2 Pts,0:28.7,,,1:32:42.05,1:33:10.78,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,9:46,Garret Rodgers,,,,33 Garret Rodgers > Post-Up > Left Block > Left Shoulder > Dribble Move > To Up and Under > Miss 2 Pts
112,UWW M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 09:26,,,,,Miss 2 Pts,0:19.4,,,1:33:10.78,1:33:30.13,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,9:26,Nathan Kongolo,,,,1 Corey Thompson > ISO > Top > Drives Right > Defense Commits > Ball Delivered > 0 Nathan Kongolo > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
113,UWW M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 08:57,,,,,Make 3 Pts,0:31.9,,,1:34:11.93,1:34:43.85,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,8:57,Corey Thompson,,,,1 Corey Thompson > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts
114,TRAN,WWW@STC - 11/13/2025 QTR: 2 CLK: 08:41,,,,,Miss 2 Pts,0:14.6,,,1:34:45.05,1:34:59.65,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,8:41,Jake Quast,,,,12 Jake Quast > Cut > Basket > Miss 2 Pts
115,UWW M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 08:25,,,,,Make 2 Pts,0:14.2,,,1:35:00.85,1:35:15.05,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,8:25,Garret Rodgers,,,,33 Garret Rodgers > Cut > Flash > Make 2 Pts
116,ATO SLOB : - M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 07:56,,,,,Miss 2 Pts,0:24.7,,,1:37:16.05,1:37:40.73,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,7:56,Collin Madson,,,,15 Collin Madson > P&R Ball Handler > High P&R > Go Away from Pick > To Basket > Miss 2 Pts
117,UWW M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 07:37,,,,,Miss 2 Pts,0:23.1,,,1:40:04.85,1:40:27.98,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,7:37,Garret Rodgers,,,,33 Garret Rodgers > Post-Up > Right Block > Left Shoulder > Dribble Move > To Basket > Miss 2 Pts
118,TRAN : Press(M2M) - M2M(),WWW@STC - 11/13/2025 QTR: 2 CLK: 07:18,,,,,Miss 3 Pts,0:24.5,,,1:40:22.58,1:40:47.05,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,7:18,Kelton Mcewen,,,,2 Kelton Mcewen > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
119,UWW M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 06:53,,,,,Miss 2 Pts,0:32.0,,,1:40:40.65,1:41:12.65,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,6:53,Garret Rodgers,,,,33 Garret Rodgers > Post-Up > Left Block > Left Shoulder > Dribble Move > To Hook > Miss 2 Pts
120,FLOW : - M2M(PRES),WWW@STC - 11/13/2025 QTR: 2 CLK: 06:25,,,,,Miss 3 Pts,0:33.7,,,1:41:06.53,1:41:40.18,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,6:25,Kelton Mcewen,,,,21 Brock Marino > Post-Up > Right Block > Left Shoulder > Dribble Move > Defense Commits > Ball Delivered > 2 Kelton Mcewen > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
121,UWW M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 05:54,,,,,Make 2 Pts,0:30.1,,,1:41:42.38,1:42:12.45,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,5:54,Nathan Kongolo,,,,0 Nathan Kongolo > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Make 2 Pts
122,FLOW : Press(M2M) - M2M(),WWW@STC - 11/13/2025 QTR: 2 CLK: 05:32,,,,,Make 2 Pts,0:23.1,,,1:42:10.45,1:42:33.58,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,5:32,Richie Warren,,,,24 Richie Warren > Cut > Flash > Make 2 Pts
123,UWW M2M PRESS,WWW@STC - 11/13/2025 QTR: 2 CLK: 05:12,,,,,Make 2 Pts,0:19.6,,,1:42:33.65,1:42:53.25,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,5:12,Jaden Ross,,,,23 Jaden Ross > ISO > Left > Drives Left > To Basket > Make 2 Pts
124,FLOW; M2M PRESS,WWW@STC - 11/13/2025 QTR: 2 CLK: 04:55,,,,,Foul,0:22.4,,,1:42:51.05,1:43:13.45,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,4:55,Collin Madson,,,,15 Collin Madson > Spot-Up > Drives Left > Foul
125,UWW M2M PRESS,WWW@STC - 11/13/2025 QTR: 2 CLK: 04:43,,,,,Foul,0:22.6,,,1:43:54.98,1:44:17.58,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,4:43,Jaden Ross,,,,23 Jaden Ross > Transition > Left Wing > To Basket > Foul
126,FLOW : Press(M2M) - M2M(),WWW@STC - 11/13/2025 QTR: 2 CLK: 04:32,,,,,Foul,0:18.7,,,1:45:10.73,1:45:29.45,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,4:32,Jr Lukenbill,,,,11 Jr Lukenbill > Spot-Up > Drives Right > To Basket > Foul
127,UWW M2M ,WWW@STC - 11/13/2025 QTR: 2 CLK: 04:21,,,,,Miss 2 Pts,0:08.1,,,1:46:08.53,1:46:16.65,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,4:21,Angel Johnson,,,,10 Angel Johnson > Transition > Ballhandler > To Basket > Miss 2 Pts
128,5 OUT : - M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 04:07,,,,,Miss 2 Pts,0:13.4,,,1:46:19.18,1:46:32.58,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,4:07,Richie Warren,,,,24 Richie Warren > ISO > Top > Drives Right > To Basket > Miss 2 Pts
129,UWW M2M PRESS,WWW@STC - 11/13/2025 QTR: 2 CLK: 03:38,,,,,Miss 2 Pts,0:35.3,,,1:47:37.65,1:48:12.93,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,3:38,Angel Johnson,,,,10 Angel Johnson > ISO > Top > Drives Right > To Basket > Miss 2 Pts
130,FLOW : Press(M2M) - SWITCH,WWW@STC - 11/13/2025 QTR: 2 CLK: 03:17,,,,,Make 2 Pts,0:25.1,,,1:50:32.65,1:50:57.73,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,3:17,Kelton Mcewen,,,,2 Kelton Mcewen > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > To Basket > Make 2 Pts
131,UWW M2M PRESS,WWW@STC - 11/13/2025 QTR: 2 CLK: 02:41,,,,,Miss 3 Pts,0:46.6,,,1:50:55.45,1:51:42.05,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,2:41,Corey Thompson,,,,1 Corey Thompson > ISO > Top > Early Jumper > Dribble Jumper > Long/3pt > Miss 3 Pts
132,FLOW : Press(M2M) - M2M(),WWW@STC - 11/13/2025 QTR: 2 CLK: 02:12,,,,,Foul,0:18.5,,,1:52:30.18,1:52:48.65,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,2:12,Kelton Mcewen,,,,10 Darius Chestnut > ISO > Top > Drives Left > Defense Commits > Ball Delivered > 2 Kelton Mcewen > Spot-Up > Drives Left > Foul
133,FLOW : Press(M2M) - SWITCH,WWW@STC - 11/13/2025 QTR: 2 CLK: 01:55,,,,,Make 2 Pts,0:19.6,,,1:54:17.13,1:54:36.73,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,1:55,Collin Madson,,,,15 Collin Madson > ISO > Top > Drives Left > To Basket > Make 2 Pts
134,UWW M2M PRESS,WWW@STC - 11/13/2025 QTR: 2 CLK: 01:27,,,,,Make 3 Pts,0:31.8,,,1:54:34.65,1:55:06.45,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,1:27,Nathan Kongolo,,,,10 Angel Johnson > ISO > Top > Drives Left > Defense Commits > Ball Delivered > 0 Nathan Kongolo > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
135,FLOW : Press(M2M) - ICE,WWW@STC - 11/13/2025 QTR: 2 CLK: 01:12,,,,,Make 3 Pts,0:15.2,,,1:55:04.45,1:55:19.65,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,1:12,Collin Madson,,,,15 Collin Madson > P&R Ball Handler > Right P&R > Side > Go Away from Pick > Dribble Jumper > Long/3pt > Make 3 Pts
136,UWW M2M PRESSS,WWW@STC - 11/13/2025 QTR: 2 CLK: 00:57,,,,,Make 2 Pts,0:12.7,,,1:55:21.93,1:55:34.65,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,0:57,Nathan Kongolo,,,,0 Nathan Kongolo > Transition > Leak Outs > To Basket > Make 2 Pts
137,UWW M2M PRESS,WWW@STC - 11/13/2025 QTR: 2 CLK: 00:25,,,,,Miss 2 Pts,0:25.3,,,1:56:20.98,1:56:46.25,St. Thomas (TX) Celts,WWW@STC,11/14/2025,2,0:25,Nathan Kongolo,,,,0 Nathan Kongolo > ISO > Left > Drives Left > Dribble Jumper > Short to < 17' > Miss 2 Pts
138,FLOW : - M2M,WWW@STC - 11/13/2025 QTR: 2 CLK: 00:19,,,,,Make 3 Pts,0:14.9,,,1:56:39.85,1:56:54.78,Wisconsin-(Whitewater) Warhawks,WWW@STC,11/14/2025,2,0:19,Luke Bara,,,,32 Luke Bara > Transition > Ballhandler > Dribble Jumper > Long/3pt > Make 3 Pts
139,UWW M2M ,WWW@RIP - 11/06/2025 QTR: 1 CLK: 19:33,,,,,Miss 3 Pts,0:26.7,,,36:42.33,37:08.98,Ripon Redhawks,WWW@RIP,11/7/2025,1,19:33,Seth Bunders,,,,3 Seth Bunders > Off Screen > To Shooter's Left > Flare > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
140,SNAP- M2M DROP,WWW@RIP - 11/06/2025 QTR: 1 CLK: 19:18,,,,,Miss 3 Pts,0:16.5,,,37:10.73,37:27.25,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,19:18,Isaac Verges,,,,15 Collin Madson > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 0 Isaac Verges > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
141,UWW M2M : - TRAN,WWW@RIP - 11/06/2025 QTR: 1 CLK: 18:48,,,,,Miss 2 Pts,0:37.5,,,37:21.65,37:59.13,Ripon Redhawks,WWW@RIP,11/7/2025,1,18:48,Kolby Williams,,,,3 Seth Bunders > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 12 Kolby Williams > P&R Roll Man > Pick and Pops > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
142,OVER - CHEETAH : - M2M(SWITCH),WWW@RIP - 11/06/2025 QTR: 1 CLK: 18:30,,,,,Turnover,0:17.2,,,37:59.45,38:16.65,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,18:30,Collin Madson,,,,15 Collin Madson > Spot-Up > Drives Left > Turnover
143,UWW M2M : - TRAN,WWW@RIP - 11/06/2025 QTR: 1 CLK: 18:08,,,,,Make 3 Pts,0:21.1,,,38:17.25,38:38.33,Ripon Redhawks,WWW@RIP,11/7/2025,1,18:08,Michael Asman,,,,35 Michael Asman > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
144,5 OUT- DS- M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 17:51,,,,,Miss 2 Pts,0:12.3,,,38:42.98,38:55.25,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,17:51,Isaac Verges,,,,0 Isaac Verges > Spot-Up > Drives Right > To Basket > Miss 2 Pts
145,BLOB- LINE- CURL- M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 17:24,,,,,Miss 3 Pts,0:10.4,,,39:12.85,39:23.25,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,17:24,Luke Bara,,,,32 Luke Bara > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
146,UWW M2M : - TRAN,WWW@RIP - 11/06/2025 QTR: 1 CLK: 17:14,,,,,Make 3 Pts,0:17.3,,,39:17.65,39:34.93,Ripon Redhawks,WWW@RIP,11/7/2025,1,17:14,Seth Bunders,,,,3 Seth Bunders > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
147,5 OUT - DHO : - M2M(SOFT-HEDGE),WWW@RIP - 11/06/2025 QTR: 1 CLK: 17:12,,,,,Miss 2 Pts,0:20.4,,,39:38.65,39:59.05,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,17:12,Luke Bara,,,,32 Luke Bara > P&R Ball Handler > High P&R > Go Away from Pick > To Basket > Miss 2 Pts
148,UWW M2M : - TRAN,WWW@RIP - 11/06/2025 QTR: 1 CLK: 17:04,,,,,Miss 2 Pts,0:15.9,,,39:53.25,40:09.13,Ripon Redhawks,WWW@RIP,11/7/2025,1,17:04,Kolby Williams,,,,12 Kolby Williams > Transition > Right Wing > To Basket > Miss 2 Pts
149,TRAN; M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 16:42,,,,,Miss 2 Pts,0:19.1,,,40:11.65,40:30.78,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,16:42,Collin Madson,,,,15 Collin Madson > Spot-Up > Drives Left > To Basket > Miss 2 Pts
150,UWW M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 16:13,,,,,Make 2 Pts,0:25.6,,,40:34.45,41:00.05,Ripon Redhawks,WWW@RIP,11/7/2025,1,16:13,Kolby Williams,,,,12 Kolby Williams > Post-Up > Flash Middle > Post Pin > No Dribble Move > To Basket > Make 2 Pts
151,PANTHER- M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 15:52,,,,,Make 2 Pts,0:17.4,,,41:03.45,41:20.85,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,15:52,Brock Marino,,,,21 Brock Marino > Post-Up > Left Block > Right Shoulder > Dribble Move > To Drop Step > Make 2 Pts
152,UWW M2M ,WWW@RIP - 11/06/2025 QTR: 1 CLK: 15:30,,,,,Make 2 Pts,0:17.5,,,41:24.85,41:42.38,Ripon Redhawks,WWW@RIP,11/7/2025,1,15:30,Seth Bunders,,,,3 Seth Bunders > Spot-Up > Drives Right > Dribble Jumper > Medium/17' to <3p > Make 2 Pts
153,PANTHER : - M2M(DROP),WWW@RIP - 11/06/2025 QTR: 1 CLK: 15:03,,,,,Miss 2 Pts,0:22.3,,,41:47.05,42:09.33,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,15:03,Brock Marino,,,,21 Brock Marino > Post-Up > Left Block > Left Shoulder > Dribble Move > To Basket > Miss 2 Pts
154,UWW M2M ,WWW@RIP - 11/06/2025 QTR: 1 CLK: 14:47,,,,,Miss 2 Pts,0:20.9,,,42:04.65,42:25.58,Ripon Redhawks,WWW@RIP,11/7/2025,1,14:47,Seth Bunders,,,,3 Seth Bunders > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts
155,TRAN : - M2M,WWW@RIP - 11/06/2025 QTR: 1 CLK: 14:41,,,,,Make 2 Pts,0:12.2,,,42:20.93,42:33.13,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,14:41,Isaac Verges,,,,0 Isaac Verges > Transition > Ballhandler > To Basket > Make 2 Pts
156,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 1 CLK: 14:18,,,,,Miss 3 Pts,0:20.7,,,42:36.25,42:56.98,Ripon Redhawks,WWW@RIP,11/7/2025,1,14:18,CJ Brown,,,,11 Sam Leoni > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 13 CJ Brown > P&R Roll Man > Pick and Pops > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
157,FLOW- M2M D,WWW@RIP - 11/06/2025 QTR: 1 CLK: 14:02,,,,,1 Pts,0:18.2,,,42:50.65,43:08.85,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,1,14:02,Collin Madson,,,,15 Collin Madson > ISO > Top > Drives Left > To Basket > Make 2 Pts Foul > 1 Pts
