team,player,side,cell_hy,cell_hx,frames
UW-Whitewater,Jake Quast,offense,5,20,10
UW-Whitewater,Jake Quast,offense,15,15,15
UW-Whitewater,TEAM,offense,45,30,15
UW-Whitewater,Jake Quast,offense,30,10,16
UW-Whitewater,Jake Quast,offense,0,15,2
UW-Whitewater,Jake Quast,offense,10,20,11
UW-Whitewater,Jake Quast,offense,10,25,9
UW-Whitewater,Jake Quast,offense,15,30,10
UW-Whitewater,Jake Quast,offense,25,40,2
UW-Whitewater,Jake Quast,defense,35,15,2
UW-Whitewater,Jake Quast,defense,30,20,14
UW-Whitewater,Jake Quast,defense,15,15,13
UW-Whitewater,Jake Quast,defense,10,20,4
UW-Oshkosh Titans,Brandon Beck,offense,35,20,5
UW-Oshkosh Titans,TEAM,offense,10,0,3
UW-Oshkosh Titans,TEAM,offense,0,30,62
UW-Whitewater,Jake Quast,offense,10,45,1
UW-Oshkosh Titans,Brandon Beck,defense,10,20,11
UW-Oshkosh Titans,Brandon Beck,defense,5,20,5
UW-Oshkosh Titans,Brandon Beck,defense,0,20,10
UW-Oshkosh Titans,Brandon Beck,defense,0,10,11
UW-Oshkosh Titans,Brandon Beck,defense,0,0,2
UW-Oshkosh Titans,Brandon Beck,defense,5,0,6
UW-Oshkosh Titans,Brandon Beck,defense,45,5,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,15,25,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,10,25,2
UW-Oshkosh Titans,TEAM,defense,10,0,19
UW-Whitewater,Jake Quast,offense,20,25,6
UW-Whitewater,Jake Quast,offense,40,15,4
UW-Whitewater,Jake Quast,offense,20,30,19
UW-Whitewater,Jake Quast,offense,20,20,20
UW-Whitewater,Jake Quast,offense,25,20,29
UW-Whitewater,Jake Quast,offense,35,10,10
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,20,15,5
UW-Whitewater,Jake Quast,offense,30,25,7
UW-Oshkosh Titans,Brandon Beck,offense,45,15,3
UW-Whitewater,Jake Quast,defense,20,40,2
UW-Whitewater,Jake Quast,defense,20,30,16
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,40,40,4
UW-Whitewater,Jake Quast,defense,30,10,13
UW-Whitewater,Jake Quast,defense,25,15,16
UW-Whitewater,Jake Quast,defense,35,30,8
UW-Whitewater,Jake Quast,defense,30,30,5
UW-Whitewater,Jake Quast,defense,20,10,6
UW-Whitewater,Jake Quast,defense,15,5,10
UW-Whitewater,Jake Quast,defense,30,15,17
UW-Oshkosh Titans,Brandon Beck,offense,20,20,8
UW-Whitewater,Jake Quast,defense,30,35,7
UW-Whitewater,TEAM,offense,40,0,8
UW-Whitewater,TEAM,offense,45,45,7
UW-Whitewater,Jake Quast,offense,25,35,5
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,45,25,4
UW-Oshkosh Titans,Brandon Beck,offense,5,15,1
UW-Oshkosh Titans,Brandon Beck,offense,5,25,2
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,25,10,1
UW-Whitewater,TEAM,defense,5,45,10
UW-Whitewater,Jake Quast,defense,5,40,3
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,35,25,5
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,35,20,2
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,25,25,18
UW-Oshkosh Titans,TEAM,offense,45,5,13
UW-Whitewater,Jake Quast,defense,5,15,8
UW-Whitewater,Jake Quast,defense,5,10,6
UW-Whitewater,TEAM,defense,5,10,21
UW-Whitewater,Jake Quast,defense,0,10,2
UW-Whitewater,TEAM,defense,0,10,10
UW-Whitewater,TEAM,offense,45,5,9
UW-Whitewater,Jake Quast,offense,0,10,3
UW-Whitewater,Jake Quast,offense,5,10,10
UW-Whitewater,Jake Quast,offense,10,10,2
UW-Whitewater,Jake Quast,offense,15,10,21
UW-Whitewater,Jake Quast,offense,10,5,6
UW-Whitewater,Jake Quast,offense,15,5,5
UW-Whitewater,Jake Quast,offense,15,40,6
UW-Whitewater,Jake Quast,defense,40,15,3
UW-Whitewater,Jake Quast,defense,40,5,5
UW-Oshkosh Titans,TEAM,offense,40,0,12
UW-Whitewater,Jake Quast,defense,45,20,21
UW-Whitewater,Jake Quast,defense,35,25,9
UW-Whitewater,Jake Quast,defense,30,40,9
UW-Whitewater,Jake Quast,offense,30,30,10
UW-Whitewater,Jake Quast,offense,35,25,14
UW-Whitewater,Jake Quast,offense,30,20,2
UW-Whitewater,Jake Quast,offense,25,15,5
UW-Whitewater,Jake Quast,offense,5,25,13
UW-Whitewater,Jake Quast,offense,45,45,1
UW-Whitewater,Jake Quast,offense,45,40,4
UW-Whitewater,Jake Quast,offense,45,35,2
UW-Whitewater,TEAM,offense,45,35,30
UW-Whitewater,Jake Quast,offense,35,40,4
UW-Whitewater,Jake Quast,offense,30,40,4
UW-Whitewater,TEAM,offense,0,45,7
UW-Whitewater,Jake Quast,offense,40,25,6
UW-Whitewater,Jake Quast,offense,45,25,5
UW-Whitewater,Jake Quast,defense,40,20,8
UW-Whitewater,Jake Quast,defense,40,10,4
UW-Whitewater,Jake Quast,defense,40,0,4
UW-Whitewater,Jake Quast,defense,25,20,13
UW-Whitewater,Jake Quast,defense,20,15,6
UW-Whitewater,Jake Quast,offense,25,25,10
UW-Oshkosh Titans,Brandon Beck,defense,20,25,12
UW-Whitewater,Jake Quast,offense,45,20,16
UW-Whitewater,Jake Quast,offense,45,15,4
UW-Whitewater,Jake Quast,offense,35,20,6
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,20,10,1
UW-Whitewater,Jake Quast,defense,25,25,14
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,25,35,11
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,45,35,4
UW-Whitewater,Jake Quast,defense,20,0,1
UW-Whitewater,Jake Quast,defense,0,20,5
UW-Oshkosh Titans,Brandon Beck,defense,15,40,1
UW-Oshkosh Titans,Brandon Beck,defense,20,35,1
UW-Oshkosh Titans,Brandon Beck,defense,25,30,12
UW-Oshkosh Titans,Brandon Beck,defense,15,25,2
UW-Oshkosh Titans,TEAM,defense,35,5,42
UW-Oshkosh Titans,Brandon Beck,defense,35,15,1
UW-Oshkosh Titans,Brandon Beck,defense,20,5,5
UW-Oshkosh Titans,Brandon Beck,defense,40,10,2
UW-Whitewater,Jake Quast,offense,20,15,10
UW-Oshkosh Titans,Brandon Beck,defense,30,25,3
UW-Whitewater,Jake Quast,offense,40,30,4
UW-Whitewater,Jake Quast,offense,35,35,4
UW-Whitewater,TEAM,defense,0,25,19
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,25,45,3
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,5,35,4
UW-Whitewater,TEAM,defense,45,5,6
UW-Whitewater,TEAM,defense,45,0,4
UW-Oshkosh Titans,TEAM,offense,20,10,31
UW-Oshkosh Titans,TEAM,offense,10,20,43
UW-Oshkosh Titans,TEAM,offense,0,10,9
UW-Whitewater,TEAM,defense,0,30,28
UW-Whitewater,TEAM,defense,5,5,8
UW-Oshkosh Titans,TEAM,offense,30,0,10
UW-Whitewater,TEAM,defense,45,35,20
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,15,35,2
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,25,35,3
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,25,5,7
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,20,5,6
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,40,25,3
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,45,45,1
UW-Oshkosh Titans,Brandon Beck,offense,35,0,1
UW-Oshkosh Titans,Brandon Beck,offense,40,0,1
UW-Oshkosh Titans,Brandon Beck,offense,35,45,6
UW-Oshkosh Titans,Brandon Beck,offense,10,20,5
UW-Whitewater,TEAM,offense,15,0,4
UW-Oshkosh Titans,Brandon Beck,offense,25,35,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,20,15,5
UW-Whitewater,TEAM,offense,20,0,3
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,0,40,3
UW-Oshkosh Titans,TEAM,defense,25,45,11
UW-Whitewater,TEAM,offense,35,45,15
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,45,5,7
UW-Oshkosh Titans,TEAM,offense,5,10,7
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,35,5,4
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,20,10,4
UW-Oshkosh Titans,Brandon Beck,defense,40,40,19
UW-Oshkosh Titans,Brandon Beck,defense,25,40,4
UW-Oshkosh Titans,Brandon Beck,defense,30,30,2
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,45,40,2
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,40,30,7
UW-Oshkosh Titans,Brandon Beck,defense,45,35,3
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,15,0,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,35,5,3
UW-Oshkosh Titans,Brandon Beck,offense,0,40,12
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,45,15,13
UW-Oshkosh Titans,TEAM,defense,35,45,18
UW-Whitewater,Jake Quast,offense,0,20,6
UW-Whitewater,Jake Quast,offense,15,25,9
UW-Whitewater,Jake Quast,offense,35,30,6
UW-Whitewater,Jake Quast,offense,30,5,9
UW-Whitewater,Jake Quast,offense,0,30,1
UW-Whitewater,Jake Quast,defense,15,35,5
UW-Whitewater,Jake Quast,defense,10,35,2
UW-Whitewater,Jake Quast,defense,15,30,4
UW-Oshkosh Titans,TEAM,offense,25,0,7
UW-Whitewater,Jake Quast,defense,25,30,20
UW-Whitewater,Jake Quast,defense,20,25,10
UW-Whitewater,Jake Quast,defense,30,5,7
UW-Whitewater,TEAM,defense,0,45,8
UW-Whitewater,TEAM,defense,0,40,18
UW-Whitewater,Jake Quast,defense,40,40,4
UW-Whitewater,Jake Quast,defense,40,35,3
UW-Whitewater,Jake Quast,defense,40,25,3
UW-Oshkosh Titans,Brandon Beck,offense,0,45,4
UW-Oshkosh Titans,TEAM,offense,0,45,7
UW-Whitewater,Jake Quast,defense,10,30,2
UW-Whitewater,Jake Quast,defense,5,30,1
UW-Whitewater,TEAM,defense,0,0,2
UW-Whitewater,TEAM,defense,0,5,5
UW-Whitewater,TEAM,defense,5,0,3
UW-Oshkosh Titans,Brandon Beck,offense,35,10,13
UW-Oshkosh Titans,Brandon Beck,offense,25,15,4
UW-Oshkosh Titans,Brandon Beck,offense,20,15,12
UW-Oshkosh Titans,Brandon Beck,offense,0,30,11
UW-Oshkosh Titans,Brandon Beck,offense,0,25,7
UW-Oshkosh Titans,Brandon Beck,offense,5,30,1
UW-Oshkosh Titans,Brandon Beck,offense,5,35,5
UW-Oshkosh Titans,Brandon Beck,offense,0,35,16
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,15,5,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,20,5,1
UW-Whitewater,Jake Quast,defense,10,25,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,35,15,2
UW-Whitewater,Jake Quast,defense,0,35,2
UW-Whitewater,TEAM,defense,0,35,13
UW-Whitewater,Jake Quast,defense,25,40,1
UW-Whitewater,Jake Quast,defense,35,40,5
UW-Whitewater,Jake Quast,offense,20,40,3
UW-Whitewater,Jake Quast,offense,20,35,7
UW-Oshkosh Titans,Brandon Beck,defense,45,40,3
UW-Oshkosh Titans,Brandon Beck,defense,45,30,15
UW-Whitewater,Jake Quast,offense,40,10,2
UW-Whitewater,Jake Quast,offense,45,10,7
UW-Oshkosh Titans,Brandon Beck,defense,20,30,9
UW-Whitewater,TEAM,offense,45,0,1
UW-Whitewater,Jake Quast,offense,35,0,4
UW-Whitewater,Jake Quast,defense,30,45,3
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,15,45,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,15,40,4
UW-Whitewater,Jake Quast,defense,5,25,3
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,10,35,5
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,45,25,2
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,10,10,1
UW-Oshkosh Titans,TEAM,defense,45,0,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,15,30,2
UW-Oshkosh Titans,Brandon Beck,defense,5,45,17
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,5,0,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,0,0,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,10,0,1
UW-Oshkosh Titans,Brandon Beck,defense,40,30,15
UW-Oshkosh Titans,Brandon Beck,defense,40,35,9
UW-Oshkosh Titans,Brandon Beck,defense,40,45,5
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,35,0,16
UW-Oshkosh Titans,Brandon Beck,defense,45,25,1
UW-Oshkosh Titans,Brandon Beck,defense,45,20,2
UW-Oshkosh Titans,TEAM,defense,40,5,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,20,25,2
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,15,40,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,20,45,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,25,30,5
UW-Oshkosh Titans,Brandon Beck,defense,35,35,3
UW-Oshkosh Titans,Brandon Beck,defense,25,45,3
UW-Oshkosh Titans,Brandon Beck,offense,20,25,1
UW-Oshkosh Titans,Brandon Beck,offense,10,30,4
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,0,35,2
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,30,25,4
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,30,30,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,20,30,4
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,5,35,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,5,40,3
UW-Oshkosh Titans,Brandon Beck,offense,30,45,4
UW-Oshkosh Titans,Brandon Beck,offense,15,40,3
UW-Oshkosh Titans,Brandon Beck,offense,15,35,5
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,30,25,5
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,5,5,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,15,5,4
UW-Oshkosh Titans,Brandon Beck,defense,15,45,10
UW-Oshkosh Titans,Brandon Beck,offense,0,20,1
UW-Oshkosh Titans,Brandon Beck,offense,25,20,1
UW-Oshkosh Titans,Brandon Beck,offense,15,45,5
UW-Oshkosh Titans,Brandon Beck,offense,15,25,6
UW-Oshkosh Titans,Brandon Beck,offense,25,30,3
UW-Whitewater,Jake Quast,offense,25,30,14
UW-Oshkosh Titans,Brandon Beck,defense,20,40,1
UW-Oshkosh Titans,Brandon Beck,defense,30,45,2
UW-Oshkosh Titans,Brandon Beck,offense,15,15,4
UW-Whitewater,Jake Quast,defense,25,35,1
UW-Oshkosh Titans,Brandon Beck,defense,35,25,2
UW-Oshkosh Titans,Brandon Beck,defense,30,20,5
UW-Whitewater,Jake Quast,offense,25,10,6
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,30,30,3
UW-Oshkosh Titans,Brandon Beck,offense,15,0,9
UW-Oshkosh Titans,Brandon Beck,offense,25,25,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,25,0,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,30,0,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,40,0,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,40,5,2
UW-Whitewater,Jake Quast,defense,10,45,3
UW-Whitewater,TEAM,defense,10,45,15
UW-Whitewater,Jake Quast,offense,40,35,4
UW-Whitewater,Jake Quast,offense,35,5,6
UW-Oshkosh Titans,Brandon Beck,defense,20,20,3
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,0,10,1
UW-Whitewater,Jake Quast,offense,20,10,10
UW-Whitewater,Jake Quast,offense,20,5,8
UW-Whitewater,TEAM,defense,15,0,9
UW-Oshkosh Titans,TEAM,offense,5,0,4
UW-Whitewater,TEAM,defense,45,45,6
UW-Whitewater,Jake Quast,defense,25,10,3
UW-Whitewater,Jake Quast,defense,25,5,7
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,25,5,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,45,45,1
UW-Whitewater,Jake Quast,offense,10,40,3
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,5,25,3
UW-Oshkosh Titans,Brandon Beck,defense,15,0,3
UW-Oshkosh Titans,Brandon Beck,offense,10,35,2
UW-Whitewater,Jake Quast,defense,20,35,8
UW-Whitewater,Jake Quast,defense,45,40,3
UW-Whitewater,Jake Quast,defense,20,20,2
UW-Whitewater,Jake Quast,offense,30,35,5
UW-Whitewater,Jake Quast,defense,35,45,1
UW-Whitewater,Jake Quast,defense,35,35,3
UW-Whitewater,Jake Quast,defense,15,40,5
UW-Whitewater,Jake Quast,defense,45,15,5
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,5,10,4
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,40,20,5
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,40,15,1
UW-Oshkosh Titans,Brandon Beck,defense,40,20,2
UW-Oshkosh Titans,Brandon Beck,defense,40,25,1
UW-Oshkosh Titans,Brandon Beck,defense,35,30,1
UW-Oshkosh Titans,Brandon Beck,defense,30,10,1
UW-Oshkosh Titans,Brandon Beck,defense,35,40,12
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,45,30,3
UW-Whitewater,Jake Quast,defense,25,45,1
UW-Whitewater,Jake Quast,defense,10,40,6
UW-Whitewater,Jake Quast,defense,15,25,3
UW-Whitewater,Jake Quast,defense,10,5,3
UW-Whitewater,Jake Quast,defense,45,35,1
UW-Oshkosh Titans,Brandon Beck,defense,25,10,1
UW-Whitewater,Jake Quast,offense,10,35,2
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,0,15,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,25,20,2
UW-Oshkosh Titans,Brandon Beck,offense,0,10,2
UW-Oshkosh Titans,Brandon Beck,offense,10,0,1
UW-Oshkosh Titans,Brandon Beck,offense,0,5,3
UW-Oshkosh Titans,TEAM,offense,0,5,5
UW-Oshkosh Titans,Brandon Beck,offense,15,20,1
UW-Whitewater,Jake Quast,defense,45,30,2
UW-Oshkosh Titans,Brandon Beck,offense,15,10,4
UW-Oshkosh Titans,Brandon Beck,offense,10,5,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,0,10,2
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,15,0,1
UW-Oshkosh Titans,Brandon Beck,offense,5,40,1
UW-Oshkosh Titans,Brandon Beck,offense,20,40,2
UW-Whitewater,Jake Quast,defense,0,30,1
UW-Whitewater,TEAM,defense,25,0,5
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,5,30,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,15,10,4
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,5,0,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,5,5,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,5,15,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,10,45,1
UW-Whitewater,Jake Quast,offense,0,5,1
UW-Whitewater,Jake Quast,offense,5,5,10
UW-Whitewater,Jake Quast,defense,0,5,1
UW-Whitewater,Jake Quast,offense,25,0,1
UW-Whitewater,Jake Quast,offense,25,5,4
UW-Whitewater,Jake Quast,defense,30,0,3
UW-Whitewater,Jake Quast,defense,25,0,3
UW-Whitewater,Jake Quast,defense,0,15,4
UW-Whitewater,Jake Quast,defense,35,0,1
UW-Whitewater,Jake Quast,offense,35,45,4
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,45,20,1
UW-Oshkosh Titans,Brandon Beck,offense,35,15,2
UW-Oshkosh Titans,Brandon Beck,offense,40,15,2
UW-Whitewater,Jake Quast,offense,20,45,1
UW-Whitewater,Jake Quast,offense,45,30,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,25,0,3
UW-Oshkosh Titans,Brandon Beck,defense,0,5,2
UW-Whitewater,Jake Quast,defense,0,40,2
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,10,20,2
UW-Whitewater,Jake Quast,defense,5,20,8
UW-Oshkosh Titans,Brandon Beck,defense,35,20,1
UW-Oshkosh Titans,TEAM,defense,40,0,2
UW-Whitewater,Jake Quast,offense,5,30,6
UW-Whitewater,Jake Quast,offense,40,40,1
UW-Whitewater,Jake Quast,offense,5,35,1
UW-Whitewater,Jake Quast,defense,45,0,1
UW-Whitewater,Jake Quast,defense,5,5,1
UW-Whitewater,Jake Quast,defense,10,10,3
UW-Whitewater,Jake Quast,defense,45,25,5
UW-Oshkosh Titans,Brandon Beck,offense,35,5,3
UW-Oshkosh Titans,Brandon Beck,offense,40,5,1
UW-Oshkosh Titans,Brandon Beck,offense,10,45,7
UW-Whitewater,Jake Quast,defense,40,45,1
UW-Whitewater,Jake Quast,offense,5,45,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,15,20,5
UW-Oshkosh Titans,Brandon Beck,defense,40,15,2
UW-Oshkosh Titans,Brandon Beck,defense,20,10,1
UW-Whitewater,Jake Quast,defense,15,20,1
UW-Oshkosh Titans,Brandon Beck,offense,5,5,2
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,0,30,2
UW-Oshkosh Titans,TEAM,offense,20,0,3
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,20,35,4
UW-Whitewater,Jake Quast,offense,20,0,2
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,45,40,1
UW-Whitewater,Jake Quast,defense,15,45,1
UW-Oshkosh Titans,Brandon Beck,defense,35,45,2
UW-Oshkosh Titans,Michael Metcalf-Grassman,offense,35,30,1
UW-Oshkosh Titans,Brandon Beck,offense,15,5,2
UW-Oshkosh Titans,Brandon Beck,offense,20,0,2
UW-Oshkosh Titans,Brandon Beck,offense,10,40,1
UW-Oshkosh Titans,Brandon Beck,offense,20,10,1
UW-Oshkosh Titans,Michael Metcalf-Grassman,defense,25,45,1
UW-Oshkosh Titans,Brandon Beck,defense,25,0,1
