lineup,MIN,PTS,+/-,GP,clean_min,clean_pm,clean_gp,garbage_min,per40,shrunk_per40,off_per40,on_off,side,scouted_opponent,gp_exact
"Agape Keyes Jr., Isaac Verges, Kelton McEwen",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,17.812132414720214,,UWW,Aurora Spartans,True
"Agape Keyes Jr., Isaac Verges, Mauryon Turner",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,17.812132414720214,,UWW,Aurora Spartans,True
"Agape Keyes Jr., Isaac Verges, Rashad Rogers",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,17.812132414720214,,UWW,Aurora Spartans,True
"Agape Keyes Jr., Isaiah Robinson, Kelton McEwen",0.93,2.0,0.0,1.0,0.93,0.0,1.0,0.0,0.0,0.0,17.95240917943941,-17.95240917943941,UWW,Aurora Spartans,True
"Agape Keyes Jr., Isaiah Robinson, Mauryon Turner",0.93,2.0,0.0,1.0,0.93,0.0,1.0,0.0,0.0,0.0,17.95240917943941,-17.95240917943941,UWW,Aurora Spartans,True
"Agape Keyes Jr., Isaiah Robinson, Mikey Wildes",1.85,6.0,1.0,1.0,1.85,1.0,1.0,0.0,21.621621621621617,0.9557945041816008,17.75198429632158,3.8696373253000367,UWW,Aurora Spartans,True
"Agape Keyes Jr., Isaiah Robinson, Rashad Rogers",5.16,13.0,-1.0,2.0,5.16,-1.0,2.0,0.0,-7.751937984496124,-0.8857395925597875,18.970665729843667,-26.72260371433979,UWW,Aurora Spartans,True
"Agape Keyes Jr., Isaiah Robinson, Trent Grunewald",4.23,11.0,-1.0,1.0,4.23,-1.0,1.0,0.0,-9.456264775413711,-0.9043635541487677,18.816970119348376,-28.273234894762087,UWW,Aurora Spartans,True
"Agape Keyes Jr., Isaiah Robinson, Tristian Lynch",2.38,5.0,-2.0,1.0,2.38,-2.0,1.0,0.0,-33.61344537815126,-1.8876828692779613,18.86145404663923,-52.47489942479049,UWW,Aurora Spartans,True
"Agape Keyes Jr., Kelton McEwen, Mauryon Turner",0.93,2.0,0.0,1.0,0.93,0.0,1.0,0.0,0.0,0.0,17.95240917943941,-17.95240917943941,UWW,Aurora Spartans,True
"Agape Keyes Jr., Kelton McEwen, Rashad Rogers",0.93,2.0,0.0,1.0,0.93,0.0,1.0,0.0,0.0,0.0,17.95240917943941,-17.95240917943941,UWW,Aurora Spartans,True
"Agape Keyes Jr., Mauryon Turner, Rashad Rogers",0.93,2.0,0.0,1.0,0.93,0.0,1.0,0.0,0.0,0.0,17.95240917943941,-17.95240917943941,UWW,Aurora Spartans,True
"Agape Keyes Jr., Mikey Wildes, Rashad Rogers",3.73,14.0,4.0,1.0,3.73,4.0,1.0,0.0,42.89544235924933,3.6588154584953125,17.00060716454159,25.89483519470774,UWW,Aurora Spartans,True
"Agape Keyes Jr., Mikey Wildes, Trent Grunewald",3.73,14.0,4.0,1.0,3.73,4.0,1.0,0.0,42.89544235924933,3.6588154584953125,17.00060716454159,25.89483519470774,UWW,Aurora Spartans,True
"Agape Keyes Jr., Mikey Wildes, Zay Howard",1.88,8.0,3.0,1.0,1.88,3.0,1.0,0.0,63.82978723404256,2.8653295128939824,17.073587160662452,46.756200073380114,UWW,Aurora Spartans,True
"Agape Keyes Jr., Rashad Rogers, Trent Grunewald",6.109999999999999,19.0,2.0,1.0,6.109999999999999,2.0,1.0,0.0,13.093289689034371,1.7349815658208632,18.067487379328668,-4.974197690294297,UWW,Aurora Spartans,True
"Agape Keyes Jr., Rashad Rogers, Tristian Lynch",2.38,5.0,-2.0,1.0,2.38,-2.0,1.0,0.0,-33.61344537815126,-1.8876828692779613,18.86145404663923,-52.47489942479049,UWW,Aurora Spartans,True
"Agape Keyes Jr., Rashad Rogers, Zay Howard",1.88,8.0,3.0,1.0,1.88,3.0,1.0,0.0,63.82978723404256,2.8653295128939824,17.073587160662452,46.756200073380114,UWW,Aurora Spartans,True
"Agape Keyes Jr., Trent Grunewald, Tristian Lynch",2.38,5.0,-2.0,1.0,2.38,-2.0,1.0,0.0,-33.61344537815126,-1.8876828692779613,18.86145404663923,-52.47489942479049,UWW,Aurora Spartans,True
"Agape Keyes Jr., Trent Grunewald, Zay Howard",1.88,8.0,3.0,1.0,1.88,3.0,1.0,0.0,63.82978723404256,2.8653295128939824,17.073587160662452,46.756200073380114,UWW,Aurora Spartans,True
"Austin Ambrose, Collin Madson, Darius Chestnut",3.31,9.0,7.0,1.0,3.31,7.0,1.0,0.0,84.59214501510574,6.465019625952435,15.90182352432806,68.69032149077768,UWW,Aurora Spartans,True
"Austin Ambrose, Collin Madson, Isaac Verges",0.21000000000000002,0.0,0.0,1.0,0.21000000000000002,0.0,1.0,0.0,0.0,0.0,17.843615857251073,-17.843615857251073,UWW,Aurora Spartans,True
"Austin Ambrose, Collin Madson, JR Lukenbill",0.27,0.0,0.0,1.0,0.27,0.0,1.0,0.0,0.0,0.0,17.852631578947367,-17.852631578947367,UWW,Aurora Spartans,True
"Austin Ambrose, Collin Madson, Jake Quast",1.68,6.0,4.0,1.0,1.68,4.0,1.0,0.0,95.23809523809524,3.838771593090211,16.703596386568943,78.5344988515263,UWW,Aurora Spartans,True
"Austin Ambrose, Collin Madson, Joey Berezowitz",3.1,9.0,7.0,1.0,3.1,7.0,1.0,0.0,90.32258064516128,6.496519721577726,15.87301587301587,74.44956477214541,UWW,Aurora Spartans,True
"Austin Ambrose, Collin Madson, Richie Warren",1.36,3.0,3.0,1.0,1.36,3.0,1.0,0.0,88.23529411764704,2.9013539651837523,16.998130205677374,71.23716391196967,UWW,Aurora Spartans,True
"Austin Ambrose, Darius Chestnut, Isaac Verges",0.21000000000000002,0.0,0.0,1.0,0.21000000000000002,0.0,1.0,0.0,0.0,0.0,17.843615857251073,-17.843615857251073,UWW,Aurora Spartans,True
"Austin Ambrose, Darius Chestnut, JR Lukenbill",2.4,3.0,-2.0,1.0,2.4,-2.0,1.0,0.0,-33.333333333333336,-1.8867924528301887,18.864688732635912,-52.19802206596925,UWW,Aurora Spartans,True
"Austin Ambrose, Darius Chestnut, Jake Quast",7.02,13.0,2.0,1.0,7.02,2.0,1.0,0.0,11.396011396011396,1.7014036580178649,18.21428571428571,-6.818274318274316,UWW,Aurora Spartans,True
"Austin Ambrose, Darius Chestnut, Joey Berezowitz",8.44,16.0,5.0,1.0,8.44,5.0,1.0,0.0,23.696682464454977,4.128819157720892,17.362995116657622,6.333687347797355,UWW,Aurora Spartans,True
"Austin Ambrose, Darius Chestnut, Richie Warren",4.57,7.0,3.0,1.0,4.57,3.0,1.0,0.0,26.258205689277897,2.6923939869867626,17.474879860200957,8.78332582907694,UWW,Aurora Spartans,True
"Austin Ambrose, Isaac Verges, Jake Quast",0.13,0.0,0.0,1.0,0.13,0.0,1.0,0.0,0.0,0.0,17.831609050382703,-17.831609050382703,UWW,Aurora Spartans,True
"Austin Ambrose, Isaac Verges, Richie Warren",0.08,0.0,0.0,1.0,0.08,0.0,1.0,0.0,0.0,0.0,17.824112998150326,-17.824112998150326,UWW,Aurora Spartans,True
"Austin Ambrose, Isaiah Robinson, Kelton McEwen",3.2800000000000002,2.0,-1.0,1.0,3.2800000000000002,-1.0,1.0,0.0,-12.195121951219512,-0.9242144177449169,18.662519440124413,-30.857641391343925,UWW,Aurora Spartans,True
"Austin Ambrose, Isaiah Robinson, Trent Grunewald",3.2800000000000002,2.0,-1.0,1.0,3.2800000000000002,-1.0,1.0,0.0,-12.195121951219512,-0.9242144177449169,18.662519440124413,-30.857641391343925,UWW,Aurora Spartans,True
"Austin Ambrose, Isaiah Robinson, Tristian Lynch",3.2800000000000002,2.0,-1.0,1.0,3.2800000000000002,-1.0,1.0,0.0,-12.195121951219512,-0.9242144177449169,18.662519440124413,-30.857641391343925,UWW,Aurora Spartans,True
"Austin Ambrose, JR Lukenbill, Jake Quast",4.76,8.0,-5.0,2.0,4.76,-5.0,2.0,0.0,-42.016806722689076,-4.468275245755139,20.304568527918782,-62.32137525060786,UWW,Aurora Spartans,True
"Austin Ambrose, JR Lukenbill, Joey Berezowitz",5.03,8.0,-5.0,2.0,5.03,-5.0,2.0,0.0,-39.761431411530815,-4.4414834554741285,20.352662514255634,-60.11409392578645,UWW,Aurora Spartans,True
"Austin Ambrose, JR Lukenbill, Richie Warren",2.63,5.0,-3.0,1.0,2.63,-3.0,1.0,0.0,-45.627376425855516,-2.8149190710767065,19.24563965976458,-64.8730160856201,UWW,Aurora Spartans,True
"Austin Ambrose, Jake Quast, Joey Berezowitz",9.52,18.0,-1.0,2.0,9.52,-1.0,2.0,0.0,-4.201680672268908,-0.8077544426494345,19.72602739726027,-23.927708069529178,UWW,Aurora Spartans,True
"Austin Ambrose, Jake Quast, Richie Warren",5.84,9.0,-3.0,2.0,5.84,-3.0,2.0,0.0,-20.547945205479454,-2.6178010471204187,19.791482594097896,-40.33942779957735,UWW,Aurora Spartans,True
"Austin Ambrose, Joey Berezowitz, Richie Warren",7.12,12.0,0.0,2.0,7.12,0.0,2.0,0.0,0.0,0.0,18.945487042001787,-18.945487042001787,UWW,Aurora Spartans,True
"Austin Ambrose, Kelton McEwen, Trent Grunewald",3.2800000000000002,2.0,-1.0,1.0,3.2800000000000002,-1.0,1.0,0.0,-12.195121951219512,-0.9242144177449169,18.662519440124413,-30.857641391343925,UWW,Aurora Spartans,True
"Austin Ambrose, Kelton McEwen, Tristian Lynch",3.2800000000000002,2.0,-1.0,1.0,3.2800000000000002,-1.0,1.0,0.0,-12.195121951219512,-0.9242144177449169,18.662519440124413,-30.857641391343925,UWW,Aurora Spartans,True
"Austin Ambrose, Trent Grunewald, Tristian Lynch",3.2800000000000002,2.0,-1.0,1.0,3.2800000000000002,-1.0,1.0,0.0,-12.195121951219512,-0.9242144177449169,18.662519440124413,-30.857641391343925,UWW,Aurora Spartans,True
"Brock Marino, Collin Madson, Darius Chestnut",11.370000000000001,19.0,4.0,2.0,11.370000000000001,4.0,2.0,0.0,14.07211961301671,3.1146583609110374,18.20715281003251,-4.135033197015801,UWW,Aurora Spartans,True
"Brock Marino, Collin Madson, Isaac Verges",46.260000000000005,91.0,15.0,3.0,46.260000000000005,15.0,3.0,0.0,12.970168612191957,6.9557152793878965,20.890599230346343,-7.920430618154386,UWW,Aurora Spartans,True
"Brock Marino, Collin Madson, JR Lukenbill",36.11,72.0,7.0,3.0,36.11,7.0,3.0,0.0,7.754084741068956,3.6788858231507033,22.19273911470269,-14.438654373633733,UWW,Aurora Spartans,True
"Brock Marino, Collin Madson, Jake Quast",10.030000000000001,11.0,-3.0,3.0,10.030000000000001,-3.0,3.0,0.0,-11.96410767696909,-2.3985608634819107,20.552344251766215,-32.51645192873531,UWW,Aurora Spartans,True
"Brock Marino, Collin Madson, Joey Berezowitz",4.25,7.0,-1.0,2.0,4.25,-1.0,2.0,0.0,-9.411764705882353,-0.903954802259887,18.82024919404025,-28.232013899922606,UWW,Aurora Spartans,True
"Brock Marino, Collin Madson, Kelton McEwen",6.9,17.0,6.0,2.0,6.9,6.0,2.0,0.0,34.78260869565217,5.11727078891258,16.767748840528004,18.01485985512417,UWW,Aurora Spartans,True
"Brock Marino, Collin Madson, Luke Bara",35.39,68.0,8.0,3.0,35.39,8.0,3.0,0.0,9.042102288782141,4.244594773842685,21.523376778667938,-12.481274489885797,UWW,Aurora Spartans,True
"Brock Marino, Collin Madson, Mauryon Turner",3.04,12.0,9.0,1.0,3.04,9.0,1.0,0.0,118.42105263157893,8.364312267657994,15.175030177616831,103.2460224539621,UWW,Aurora Spartans,True
"Brock Marino, Collin Madson, Richie Warren",14.14,33.0,12.0,3.0,14.14,12.0,3.0,0.0,33.946251768033946,8.865903213889915,15.636918382913805,18.30933338512014,UWW,Aurora Spartans,True
"Brock Marino, Darius Chestnut, Isaac Verges",14.280000000000001,32.0,12.0,2.0,14.280000000000001,12.0,2.0,0.0,33.613445378151255,8.843036109064112,15.657819362230283,17.95562601592097,UWW,Aurora Spartans,True
"Brock Marino, Darius Chestnut, JR Lukenbill",11.13,26.0,8.0,3.0,11.13,8.0,3.0,0.0,28.751123090745732,6.258556620379425,16.683659282602648,12.067463808143085,UWW,Aurora Spartans,True
"Brock Marino, Darius Chestnut, Jake Quast",4.57,8.0,3.0,2.0,4.57,3.0,2.0,0.0,26.258205689277897,2.6923939869867626,17.474879860200957,8.78332582907694,UWW,Aurora Spartans,True
"Brock Marino, Darius Chestnut, Joey Berezowitz",4.22,8.0,2.0,3.0,4.22,2.0,3.0,0.0,18.95734597156398,1.8091361374943467,17.770034843205572,1.1873111283584095,UWW,Aurora Spartans,True
"Brock Marino, Darius Chestnut, Kelton McEwen",1.86,2.0,-3.0,1.0,1.86,-3.0,1.0,0.0,-64.51612903225806,-2.866698518872432,19.11915329463981,-83.63528232689788,UWW,Aurora Spartans,True
"Brock Marino, Darius Chestnut, Luke Bara",4.71,14.0,6.0,1.0,4.71,6.0,1.0,0.0,50.95541401273885,5.367926638335943,16.446505117662497,34.50890889507635,UWW,Aurora Spartans,True
"Brock Marino, Darius Chestnut, Mauryon Turner",2.96,6.0,-1.0,1.0,2.96,-1.0,1.0,0.0,-13.513513513513512,-0.931098696461825,18.61106324315009,-32.1245767566636,UWW,Aurora Spartans,True
"Brock Marino, Darius Chestnut, Richie Warren",5.140000000000001,11.0,2.0,2.0,5.140000000000001,2.0,2.0,0.0,15.564202334630348,1.7722640673460346,17.91359325605901,-2.349390921428661,UWW,Aurora Spartans,True
"Brock Marino, Isaac Verges, JR Lukenbill",41.71,92.0,20.0,3.0,41.71,20.0,3.0,0.0,19.180052745145048,9.790723289683024,17.074117190531627,2.1059355546134206,UWW,Aurora Spartans,True
"Brock Marino, Isaac Verges, Jake Quast",4.53,4.0,-3.0,3.0,4.53,-3.0,3.0,0.0,-26.49006622516556,-2.694812485964518,19.56502751331994,-46.055093738485496,UWW,Aurora Spartans,True
"Brock Marino, Isaac Verges, Joey Berezowitz",1.25,5.0,3.0,1.0,1.25,3.0,1.0,0.0,96.0,2.909090909090909,16.982253545045428,79.01774645495458,UWW,Aurora Spartans,True
"Brock Marino, Isaac Verges, Kelton McEwen",3.63,10.0,2.0,2.0,3.63,2.0,2.0,0.0,22.03856749311295,1.833600733440293,17.679174971834644,4.359392521278306,UWW,Aurora Spartans,True
"Brock Marino, Isaac Verges, Luke Bara",40.1,82.0,14.0,3.0,40.1,14.0,3.0,0.0,13.96508728179551,6.991260923845194,19.766852508869736,-5.801765227074226,UWW,Aurora Spartans,True
"Brock Marino, Isaac Verges, Mauryon Turner",1.3800000000000001,4.0,2.0,1.0,1.3800000000000001,2.0,1.0,0.0,57.97101449275361,1.9333011116481391,17.341040462427742,40.62997403032587,UWW,Aurora Spartans,True
"Brock Marino, Isaac Verges, Richie Warren",9.67,25.0,10.0,2.0,9.67,10.0,2.0,0.0,41.36504653567735,8.05315079524864,15.729309556470048,25.6357369792073,UWW,Aurora Spartans,True
"Brock Marino, JR Lukenbill, Jake Quast",2.9,11.0,7.0,2.0,2.9,7.0,2.0,0.0,96.55172413793103,6.526806526806527,15.84567688598002,80.70604725195102,UWW,Aurora Spartans,True
"Brock Marino, JR Lukenbill, Joey Berezowitz",4.98,16.0,7.0,3.0,4.98,7.0,3.0,0.0,56.22489959839357,6.224988883948422,16.134689582602594,40.09021001579097,UWW,Aurora Spartans,True
"Brock Marino, JR Lukenbill, Kelton McEwen",3.83,10.0,0.0,2.0,3.83,0.0,2.0,0.0,0.0,0.0,18.404375379807274,-18.404375379807274,UWW,Aurora Spartans,True
"Brock Marino, JR Lukenbill, Luke Bara",33.04,72.0,15.0,3.0,33.04,15.0,3.0,0.0,18.159806295399516,8.214676889375685,17.678529890672245,0.4812764047272715,UWW,Aurora Spartans,True
"Brock Marino, JR Lukenbill, Richie Warren",3.22,10.0,2.0,1.0,3.22,2.0,1.0,0.0,24.844720496894407,1.8509949097639984,17.616580310880828,7.228140186013579,UWW,Aurora Spartans,True
"Brock Marino, Jake Quast, Joey Berezowitz",7.21,20.0,10.0,3.0,7.21,10.0,3.0,0.0,55.47850208044383,8.472781190425756,15.383239424022895,40.095262656420935,UWW,Aurora Spartans,True
"Brock Marino, Jake Quast, Kelton McEwen",3.33,5.0,1.0,1.0,3.33,1.0,1.0,0.0,12.012012012012011,0.9231479344564966,17.979082029561756,-5.967070017549744,UWW,Aurora Spartans,True
"Brock Marino, Jake Quast, Luke Bara",6.25,15.0,6.0,2.0,6.25,6.0,2.0,0.0,38.4,5.1891891891891895,16.671100469983152,21.728899530016847,UWW,Aurora Spartans,True
"Brock Marino, Jake Quast, Richie Warren",6.390000000000001,13.0,3.0,3.0,6.390000000000001,3.0,3.0,0.0,18.779342723004692,2.5867643888769134,17.757258279321672,1.0220844436830205,UWW,Aurora Spartans,True
"Brock Marino, Joey Berezowitz, Luke Bara",2.9,11.0,7.0,1.0,2.9,7.0,1.0,0.0,96.55172413793103,6.526806526806527,15.84567688598002,80.70604725195102,UWW,Aurora Spartans,True
"Brock Marino, Joey Berezowitz, Richie Warren",3.06,8.0,2.0,3.0,3.06,2.0,3.0,0.0,26.143790849673202,1.8578727357176033,17.59227319765436,8.551517652018841,UWW,Aurora Spartans,True
"Brock Marino, Kelton McEwen, Mauryon Turner",4.62,14.0,6.0,1.0,4.62,6.0,1.0,0.0,51.94805194805195,5.378753922008068,16.433566433566433,35.514485514485514,UWW,Aurora Spartans,True
"Brock Marino, Kelton McEwen, Richie Warren",11.17,29.0,9.0,2.0,11.17,9.0,2.0,0.0,32.22918531781558,7.035372288450263,16.318961520630502,15.910223797185076,UWW,Aurora Spartans,True
"Brock Marino, Luke Bara, Mauryon Turner",1.3800000000000001,4.0,2.0,1.0,1.3800000000000001,2.0,1.0,0.0,57.97101449275361,1.9333011116481391,17.341040462427742,40.62997403032587,UWW,Aurora Spartans,True
"Brock Marino, Luke Bara, Richie Warren",5.23,13.0,5.0,1.0,5.23,5.0,1.0,0.0,38.24091778202677,4.421843908910016,16.87318745056683,21.36773033145994,UWW,Aurora Spartans,True
"Brock Marino, Mauryon Turner, Richie Warren",4.62,14.0,6.0,1.0,4.62,6.0,1.0,0.0,51.94805194805195,5.378753922008068,16.433566433566433,35.514485514485514,UWW,Aurora Spartans,True
"Collin Madson, Darius Chestnut, Isaac Verges",9.5,18.0,6.0,1.0,9.5,6.0,1.0,0.0,25.263157894736842,4.848484848484849,17.165814463111758,8.097343431625085,UWW,Aurora Spartans,True
"Collin Madson, Darius Chestnut, JR Lukenbill",10.31,22.0,6.0,2.0,10.31,6.0,2.0,0.0,23.278370514064015,4.770423375074538,17.293717229325726,5.98465328473829,UWW,Aurora Spartans,True
"Collin Madson, Darius Chestnut, Jake Quast",7.28,16.0,4.0,3.0,7.28,4.0,3.0,0.0,21.978021978021975,3.3840947546531304,17.540719527474494,4.437302450547481,UWW,Aurora Spartans,True
"Collin Madson, Darius Chestnut, Joey Berezowitz",8.35,19.0,6.0,3.0,8.35,6.0,3.0,0.0,28.74251497005988,4.963805584281282,16.987440137345256,11.755074832714623,UWW,Aurora Spartans,True
"Collin Madson, Darius Chestnut, Kelton McEwen",2.52,6.0,2.0,1.0,2.52,2.0,1.0,0.0,31.746031746031743,1.881467544684854,17.510729613733904,14.23530213229784,UWW,Aurora Spartans,True
"Collin Madson, Darius Chestnut, Rashad Rogers",1.8499999999999999,2.0,-4.0,1.0,1.8499999999999999,-4.0,1.0,0.0,-86.48648648648648,-3.8231780167264033,19.45890586327558,-105.94539234976206,UWW,Aurora Spartans,True
"Collin Madson, Darius Chestnut, Richie Warren",6.62,18.0,11.0,2.0,6.62,11.0,2.0,0.0,66.46525679758308,9.438009438009438,14.94661921708185,51.518637580501235,UWW,Aurora Spartans,True
"Collin Madson, Isaac Verges, JR Lukenbill",37.03,75.0,12.0,3.0,37.03,12.0,3.0,0.0,12.962462867944907,6.231338439568999,20.00243932186852,-7.039976453923611,UWW,Aurora Spartans,True
"Collin Madson, Isaac Verges, Jake Quast",5.79,6.0,-5.0,3.0,5.79,-5.0,3.0,0.0,-34.542314335060446,-4.3677658877484165,20.489269628190407,-55.03158396325085,UWW,Aurora Spartans,True
"Collin Madson, Isaac Verges, Joey Berezowitz",1.25,5.0,3.0,1.0,1.25,3.0,1.0,0.0,96.0,2.909090909090909,16.982253545045428,79.01774645495458,UWW,Aurora Spartans,True
"Collin Madson, Isaac Verges, Kelton McEwen",0.33,0.0,-2.0,1.0,0.33,-2.0,1.0,0.0,-242.42424242424244,-1.983635011157947,18.535681186283593,-260.959923610526,UWW,Aurora Spartans,True
"Collin Madson, Isaac Verges, Luke Bara",38.370000000000005,73.0,6.0,3.0,38.370000000000005,6.0,3.0,0.0,6.2548866301798265,3.0623963251244097,23.310601363918163,-17.055714733738338,UWW,Aurora Spartans,True
