clip_key,game_date,offense_team,defense_team,screen_type,screener,screened,screened_defender,screener_defender,coverage,coverage_source,coverage_tracking_estimate,screener_action,points,play_title,synergy_string,confidence
2026-01-03|50|15 Collin Madson > ISO > Right > Early Jumper > Dribble Jumper > Long/3pt > Miss 3 Pts,2026-01-03,UW-Whitewater,UW-Oshkosh Titans,Off-ball screen,Jake Quast,unnamed offense,Michael Metcalf-Grassman,unnamed defense,rj,coach tag,unclear,,0.0,::press(rj),15 Collin Madson > ISO > Right > Early Jumper > Dribble Jumper > Long/3pt > Miss 3 Pts,0.3
2026-01-03|53|24 Richie Warren > Spot-Up > Drives Right > To Basket > Make 2 Pts,2026-01-03,UW-Whitewater,UW-Oshkosh Titans,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,,rj,coach tag,separated (under / behind),,2.0,5out(over):m2m(rj),24 Richie Warren > Spot-Up > Drives Right > To Basket > Make 2 Pts,0.0
2026-01-03|54|20 Vitorio Dante > Non Possession > No Violation,2026-01-03,UW-Oshkosh Titans,UW-Whitewater,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,unnamed defense,separated (under / behind),tracking estimate,separated (under / behind),,,5out:m2m,20 Vitorio Dante > Non Possession > No Violation,0.0
2026-01-03|56|24 Richie Warren > Post-Up > Right Block > Left Shoulder > Dribble Move > To Jumper > Make 2 Pts,2026-01-03,UW-Whitewater,UW-Oshkosh Titans,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,unnamed defense,unclear,tracking estimate,unclear,,2.0,5out(ds)::m2m,24 Richie Warren > Post-Up > Right Block > Left Shoulder > Dribble Move > To Jumper > Make 2 Pts,0.0
2026-01-03|57|5 Matt Imig > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts,2026-01-03,UW-Oshkosh Titans,UW-Whitewater,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,,stayed attached (lock / trail),tracking estimate,stayed attached (lock / trail),,0.0,5out(bs):m2m(under),5 Matt Imig > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts,0.0
2026-01-03|58|2 Joey LaChapell > Hand Off > From Dribble > Top > To Basket > Make 2 Pts,2026-01-03,UW-Oshkosh Titans,UW-Whitewater,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,unnamed defense,stayed attached (lock / trail),tracking estimate,stayed attached (lock / trail),pop,2.0,blob(box-cut corner-pop):m2m,2 Joey LaChapell > Hand Off > From Dribble > Top > To Basket > Make 2 Pts,0.0
2026-01-03|59|24 Richie Warren > ISO > Top > Drives Right > To Basket > Make 2 Pts,2026-01-03,UW-Whitewater,UW-Oshkosh Titans,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,,rj,coach tag,unclear,,2.0,::press(rj),24 Richie Warren > ISO > Top > Drives Right > To Basket > Make 2 Pts,0.0
2026-01-03|66|32 Luke Bara > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Ball Delivered > 24 Richie Warren > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,2026-01-03,UW-Whitewater,UW-Oshkosh Titans,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,unnamed defense,unclear,tracking estimate,unclear,,0.0,5out(bs-reject):m2m,32 Luke Bara > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Ball Delivered > 24 Richie Warren > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,0.0
2026-01-03|67|32 Luke Bara > Spot-Up > Drives Left > Dribble Jumper > Long/3pt > Miss 3 Pts,2026-01-03,UW-Whitewater,UW-Oshkosh Titans,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,unnamed defense,unclear,tracking estimate,unclear,,0.0,oreb,32 Luke Bara > Spot-Up > Drives Left > Dribble Jumper > Long/3pt > Miss 3 Pts,0.0
2026-01-03|69|32 Luke Bara > ISO > Right > Drives Left > To Basket > Miss 2 Pts,2026-01-03,UW-Whitewater,UW-Oshkosh Titans,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,unnamed defense,unclear,tracking estimate,unclear,,0.0,5out(bs-ghost):press(m2m),32 Luke Bara > ISO > Right > Drives Left > To Basket > Miss 2 Pts,0.0
