clip_key,game_date,offense_team,defense_team,screen_type,screener,screened,screened_defender,screener_defender,coverage,coverage_source,coverage_tracking_estimate,screener_action,points,play_title,synergy_string,confidence
2026-01-03|115|32 Luke Bara > ISO > Right > Drives Left > To Basket > Foul,2026-01-03,UW-Whitewater,UW-Oshkosh Titans,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,unnamed defense,rj,coach tag,separated (under / behind),,2.0,:press(rj),32 Luke Bara > ISO > Right > Drives Left > To Basket > Foul,0.0
2026-01-03|117|21 Brock Marino > Non Possession > Non Shooting Foul,2026-01-03,UW-Whitewater,UW-Oshkosh Titans,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,,rj,coach tag,separated (under / behind),,,panther:press(rj),21 Brock Marino > Non Possession > Non Shooting Foul,0.0
2026-01-03|118|12 Jake Quast > No Play Type > Foul,2026-01-03,UW-Whitewater,UW-Oshkosh Titans,Off-ball screen,unnamed offense,Jake Quast,unnamed defense,Brandon Beck,separated (under / behind),tracking estimate,separated (under / behind),,0.0,blob:m2m,12 Jake Quast > No Play Type > Foul,0.27
2026-01-03|120|24 Richie Warren > Non Possession > Out of Bound 5 Sec Violation,2026-01-03,UW-Whitewater,UW-Oshkosh Titans,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,unnamed defense,rj,coach tag,separated (under / behind),,,::press(rj),24 Richie Warren > Non Possession > Out of Bound 5 Sec Violation,0.0
2026-01-03|121|13 Logan Rindfleisch > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts,2026-01-03,UW-Oshkosh Titans,UW-Whitewater,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,unnamed defense,unclear,tracking estimate,unclear,,0.0,blob(box):m2m,13 Logan Rindfleisch > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts,0.0
2026-01-03|122|32 Luke Bara > No Play Type > Foul,2026-01-03,UW-Whitewater,UW-Oshkosh Titans,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,unnamed defense,stayed attached (lock / trail),tracking estimate,stayed attached (lock / trail),,2.0,press(rj),32 Luke Bara > No Play Type > Foul,0.0
2026-01-03|123|2 Joey LaChapell > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts,2026-01-03,UW-Oshkosh Titans,UW-Whitewater,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,,unclear,tracking estimate,unclear,,3.0,Bs:press(token)(siwtch),2 Joey LaChapell > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts,0.0
2026-01-03|125|21 Brock Marino > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul,2026-01-03,UW-Whitewater,UW-Oshkosh Titans,Off-ball screen,Jake Quast,unnamed offense,unnamed defense,Brandon Beck,separated (under / behind),tracking estimate,separated (under / behind),,2.0,oreb,21 Brock Marino > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul,0.26
2026-01-03|126|0 Brandon Beck > No Play Type > Turnover,2026-01-03,UW-Oshkosh Titans,UW-Whitewater,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,,unclear,tracking estimate,unclear,,0.0,5out(bs):m2m(tl),0 Brandon Beck > No Play Type > Turnover,0.0
2026-01-03|127|11 Jr Lukenbill > Transition > Left Wing > To Basket > Miss 2 Pts,2026-01-03,UW-Whitewater,UW-Oshkosh Titans,Off-ball screen,Jake Quast,unnamed offense,unnamed defense,Michael Metcalf-Grassman,rj,coach tag,separated (under / behind),,0.0,:press(rj),11 Jr Lukenbill > Transition > Left Wing > To Basket > Miss 2 Pts,0.25
2026-01-03|128|21 Carter Thomas > Transition > Ballhandler > To Basket > Foul,2026-01-03,UW-Oshkosh Titans,UW-Whitewater,Off-ball screen,Michael Metcalf-Grassman,unnamed offense,Jake Quast,unnamed defense,unclear,tracking estimate,unclear,,1.0,tran,21 Carter Thomas > Transition > Ballhandler > To Basket > Foul,0.13
2026-01-03|129|0 Collin Madson > Transition > Right Wing > To Basket > Miss 2 Pts,2026-01-03,UW-Whitewater,UW-Oshkosh Titans,Off-ball screen,unnamed offense,unnamed offense,unnamed defense,unnamed defense,rj,coach tag,separated (under / behind),,0.0,:press(rj),0 Collin Madson > Transition > Right Wing > To Basket > Miss 2 Pts,0.0
2026-01-03|131|0 Collin Madson > Hand Off > From Dribble > Right > To Basket > Miss 2 Pts,2026-01-03,UW-Whitewater,UW-Oshkosh Titans,Ball screen,unnamed offense,unnamed offense,unnamed defense,,unclear,tracking estimate,unclear,,0.0,:press(rj),0 Collin Madson > Hand Off > From Dribble > Right > To Basket > Miss 2 Pts,0.0
