opponent,game_date,event_order,period,time_remaining,team,player,event_type,raw_text,shot_type,uww_score,opp_score,uww_lineup,opp_lineup,video_description
St. Thomas (TX) Celts,2025-11-14,442,H2,00:19 (H2),UW-Whitewater,Luke Bara,made_shot,Luke Bara Makes 3PT Pull Up Jump Shot,3,73.0,81.0,"Collin Madson, JR Lukenbill, Kelton McEwen, Luke Bara, Richie Warren","Angel Johnson, Charles Gitonga, Corey Thompson, Nathan Kongolo, Nicholas Buffalo",32 Luke Bara > Transition > Ballhandler > Dribble Jumper > Long/3pt > Make 3 Pts
Aurora Spartans,2025-11-19,416,H2,04:53 (H2),Aurora Spartans,Juan Madrigal,made_shot,Juan Madrigal Makes 3PT Jump Shot,3,70.0,62.0,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",11 Mekhi Doby > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 2 Juan Madrigal > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
Aurora Spartans,2025-11-19,417,H2,04:53 (H2),Aurora Spartans,Mekhi Doby,assist,Mekhi Doby Assists,,70.0,62.0,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",
Aurora Spartans,2025-11-19,418,H2,04:32 (H2),UW-Whitewater,Brock Marino,missed_shot,Brock Marino Misses 3PT Jump Shot,3,70.0,62.0,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",21 Brock Marino > Spot-Up > Drives Right > Dribble Jumper > Long/3pt > Miss 3 Pts
Aurora Spartans,2025-11-19,420,H2,04:24 (H2),Aurora Spartans,Cullen Rauls,made_shot,Cullen Rauls Makes 2PT Layup,2,70.0,64.0,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",0 Cullen Rauls > Transition > Ballhandler > To Basket > Make 2 Pts
Aurora Spartans,2025-11-19,421,H2,04:06 (H2),Aurora Spartans,Devon Richardson,foul,Devon Richardson Commits Personal Foul,,70.0,64.0,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",21 Brock Marino > No Play Type > Foul
Aurora Spartans,2025-11-19,422,H2,04:05 (H2),UW-Whitewater,Brock Marino,free_throw_missed,Brock Marino Misses Free Throw (1 of 1),,70.0,64.0,"Brock Marino, Collin Madson, Isaac Verges, Jake Quast, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",21 Brock Marino > Non Possession > Free Throw
Aurora Spartans,2025-11-19,428,H2,03:49 (H2),Aurora Spartans,Larry Carthan,turnover,Larry Carthan Turnover (Bad Pass),,70.0,64.0,"Brock Marino, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Cullen Rauls, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",5 Larry Carthan > No Play Type > Turnover
Aurora Spartans,2025-11-19,429,H2,03:49 (H2),UW-Whitewater,Isaac Verges,steal,Isaac Verges Steals,,70.0,64.0,"Brock Marino, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Cullen Rauls, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",
Aurora Spartans,2025-11-19,430,H2,03:43 (H2),UW-Whitewater,Isaac Verges,made_shot,Isaac Verges Makes 2PT Driving Layup,2,72.0,64.0,"Brock Marino, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Cullen Rauls, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",0 Isaac Verges > Transition > Ballhandler > To Basket > Make 2 Pts
Aurora Spartans,2025-11-19,431,H2,03:25 (H2),Aurora Spartans,Mekhi Doby,made_shot,Mekhi Doby Makes 2PT Jump Shot,2,72.0,66.0,"Brock Marino, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Cullen Rauls, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",11 Mekhi Doby > ISO > Top > Drives Right > To Basket > Make 2 Pts Foul > 0 Pts
Aurora Spartans,2025-11-19,432,H2,03:25 (H2),UW-Whitewater,JR Lukenbill,foul,JR Lukenbill Commits Personal Foul,,72.0,66.0,"Brock Marino, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Cullen Rauls, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",
Aurora Spartans,2025-11-19,433,H2,03:25 (H2),Aurora Spartans,Mekhi Doby,free_throw_missed,Mekhi Doby Misses Free Throw (1 of 1),,72.0,66.0,"Brock Marino, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Cullen Rauls, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",11 Mekhi Doby > Non Possession > Free Throw
Aurora Spartans,2025-11-19,439,H2,03:02 (H2),UW-Whitewater,Luke Bara,missed_shot,Luke Bara Misses 3PT Jump Shot,3,72.0,66.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",32 Luke Bara > P&R Ball Handler > Left P&R > Side > Takes Early Jump Shot > Dribble Jumper > Long/3pt > Miss 3 Pts
Aurora Spartans,2025-11-19,441,H2,02:43 (H2),Aurora Spartans,Mekhi Doby,missed_shot,Mekhi Doby Misses 2PT,2,72.0,66.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",11 Mekhi Doby > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts
Aurora Spartans,2025-11-19,445,H2,02:37 (H2),Aurora Spartans,Devon Richardson,missed_shot,Devon Richardson Misses 2PT Layup (Blocked),2,72.0,66.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",22 Devon Richardson > Post-Up > Right Block > Left Shoulder > Dribble Move > To Basket > Miss 2 Pts
Aurora Spartans,2025-11-19,446,H2,02:37 (H2),UW-Whitewater,Brock Marino,block,Brock Marino Blocks,,72.0,66.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",
Aurora Spartans,2025-11-19,448,H2,02:18 (H2),UW-Whitewater,Collin Madson,missed_shot,Collin Madson Misses 3PT Jump Shot,3,72.0,66.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",15 Collin Madson > P&R Ball Handler > High P&R > Takes Early Jump Shot > Dribble Jumper > Long/3pt > Miss 3 Pts
Aurora Spartans,2025-11-19,450,H2,02:09 (H2),Aurora Spartans,Juan Madrigal,foul,Juan Madrigal Commits Personal Foul,,72.0,66.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",21 Brock Marino > Post-Up > Right Block > Defense Commits > Ball Delivered > 0 Isaac Verges > Spot-Up > Drives Right > To Basket > Foul
Aurora Spartans,2025-11-19,451,H2,02:09 (H2),UW-Whitewater,Isaac Verges,free_throw_missed,Isaac Verges Misses Free Throw (1 of 2),,72.0,66.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",0 Isaac Verges > Non Possession > Free Throw
Aurora Spartans,2025-11-19,453,H2,02:09 (H2),UW-Whitewater,Isaac Verges,free_throw_made,Isaac Verges Makes Free Throw (2 of 2),,73.0,66.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",0 Isaac Verges > Non Possession > Free Throw
Aurora Spartans,2025-11-19,454,H2,02:00 (H2),Aurora Spartans,Cullen Rauls,made_shot,Cullen Rauls Makes 2PT Driving Layup,2,73.0,68.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",0 Cullen Rauls > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Make 2 Pts
Aurora Spartans,2025-11-19,455,H2,01:45 (H2),Aurora Spartans,Juan Madrigal,foul,Juan Madrigal Commits Personal Foul,,73.0,68.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",15 Collin Madson > P&R Ball Handler > High P&R > Dribble Off Pick > Foul
Aurora Spartans,2025-11-19,456,H2,01:45 (H2),UW-Whitewater,Collin Madson,free_throw_made,Collin Madson Makes Free Throw (1 of 2),,74.0,68.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",15 Collin Madson > Non Possession > Free Throw
Aurora Spartans,2025-11-19,457,H2,01:45 (H2),UW-Whitewater,Collin Madson,free_throw_made,Collin Madson Makes Free Throw (2 of 2),,75.0,68.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",15 Collin Madson > Non Possession > Free Throw
Aurora Spartans,2025-11-19,458,H2,01:29 (H2),Aurora Spartans,Juan Madrigal,missed_shot,Juan Madrigal Misses 3PT Jump Shot,3,75.0,68.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",2 Juan Madrigal > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
Aurora Spartans,2025-11-19,460,H2,01:26 (H2),UW-Whitewater,Isaac Verges,foul,Isaac Verges Commits Personal Foul,,75.0,68.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",13 Zerrick Johnson > No Play Type > Foul
Aurora Spartans,2025-11-19,461,H2,01:26 (H2),Aurora Spartans,Zerrick Johnson,free_throw_made,Zerrick Johnson Makes Free Throw (1 of 2),,75.0,69.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",13 Zerrick Johnson > Non Possession > Free Throw
Aurora Spartans,2025-11-19,462,H2,01:26 (H2),Aurora Spartans,Zerrick Johnson,free_throw_made,Zerrick Johnson Makes Free Throw (2 of 2),,75.0,70.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",13 Zerrick Johnson > Non Possession > Free Throw
Aurora Spartans,2025-11-19,469,H2,01:26 (H2),Aurora Spartans,Zerrick Johnson,foul,Zerrick Johnson Commits Personal Foul,,75.0,70.0,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Jeffery Hillmer, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",15 Collin Madson > No Play Type > Foul
Aurora Spartans,2025-11-19,470,H2,01:26 (H2),UW-Whitewater,Collin Madson,free_throw_made,Collin Madson Makes Free Throw (1 of 2),,76.0,70.0,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Jeffery Hillmer, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",15 Collin Madson > Non Possession > Free Throw
Aurora Spartans,2025-11-19,471,H2,01:26 (H2),UW-Whitewater,Collin Madson,free_throw_made,Collin Madson Makes Free Throw (2 of 2),,77.0,70.0,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Jeffery Hillmer, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",15 Collin Madson > Non Possession > Free Throw
Aurora Spartans,2025-11-19,478,H2,01:15 (H2),UW-Whitewater,Isaac Verges,foul,Isaac Verges Commits Personal Foul,,77.0,70.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",11 Mekhi Doby > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Foul
Aurora Spartans,2025-11-19,479,H2,01:15 (H2),Aurora Spartans,Mekhi Doby,free_throw_missed,Mekhi Doby Misses Free Throw (1 of 2),,77.0,70.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",11 Mekhi Doby > Non Possession > Free Throw
Aurora Spartans,2025-11-19,481,H2,01:15 (H2),Aurora Spartans,Mekhi Doby,free_throw_made,Mekhi Doby Makes Free Throw (2 of 2),,77.0,71.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",11 Mekhi Doby > Non Possession > Free Throw
Aurora Spartans,2025-11-19,488,H2,01:04 (H2),Aurora Spartans,Larry Carthan,foul,Larry Carthan Commits Personal Foul,,77.0,71.0,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Jeffery Hillmer, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",12 Jake Quast > Transition > Right Wing > To Basket > Foul
Aurora Spartans,2025-11-19,489,H2,01:04 (H2),UW-Whitewater,Jake Quast,free_throw_missed,Jake Quast Misses Free Throw (2 of 2),,77.0,71.0,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Jeffery Hillmer, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",
Aurora Spartans,2025-11-19,490,H2,01:04 (H2),UW-Whitewater,Jake Quast,free_throw_made,Jake Quast Makes Free Throw (1 of 2),,78.0,71.0,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Jeffery Hillmer, Juan Madrigal, Larry Carthan, Mekhi Doby, Zerrick Johnson",
Aurora Spartans,2025-11-19,496,H2,01:04 (H2),Aurora Spartans,Cullen Rauls,missed_shot,Cullen Rauls Misses 3PT,3,78.0,71.0,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",0 Cullen Rauls > P&R Ball Handler > High P&R > Go Away from Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
Aurora Spartans,2025-11-19,498,H2,00:55 (H2),Aurora Spartans,Cullen Rauls,foul,Cullen Rauls Commits Personal Foul,,78.0,71.0,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",0 Isaac Verges > No Play Type > Foul
Aurora Spartans,2025-11-19,499,H2,00:49 (H2),UW-Whitewater,Isaac Verges,free_throw_made,Isaac Verges Makes Free Throw (1 of 2),,79.0,71.0,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Cullen Rauls, Devon Richardson, Juan Madrigal, Mekhi Doby, Zerrick Johnson",
Aurora Spartans,2025-11-19,506,H2,00:49 (H2),Aurora Spartans,Mekhi Doby,free_throw_made,Mekhi Doby Makes Free Throw (1 of 2),,80.0,72.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Devon Richardson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby, Zerrick Johnson",
Aurora Spartans,2025-11-19,507,H2,00:49 (H2),Aurora Spartans,Mekhi Doby,free_throw_made,Mekhi Doby Makes Free Throw (2 of 2),,80.0,73.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Devon Richardson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby, Zerrick Johnson",
Aurora Spartans,2025-11-19,508,H2,00:34 (H2),Aurora Spartans,Zerrick Johnson,foul,Zerrick Johnson Commits Personal Foul,,80.0,73.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Devon Richardson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby, Zerrick Johnson",32 Luke Bara > No Play Type > Foul
Aurora Spartans,2025-11-19,509,H2,00:33 (H2),UW-Whitewater,Luke Bara,free_throw_made,Luke Bara Makes Free Throw (1 of 2),,81.0,73.0,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Devon Richardson, Jeffery Hillmer, Juan Madrigal, Mekhi Doby, Zerrick Johnson",
Carroll (WI) Pioneers,2025-12-13,457,H2,02:49 (H2),Carroll (WI) Pioneers,Jacob Naber,free_throw_made,Jacob Naber Makes Free Throw (2 of 2),,61.0,53.0,"Brock Marino, Collin Madson, Darius Chestnut, Isaac Verges, Jake Quast","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",41 Jacob Naber > Non Possession > Free Throw
Carroll (WI) Pioneers,2025-12-13,458,H2,02:23 (H2),UW-Whitewater,Brock Marino,turnover,Brock Marino Turnover (Travel),,61.0,53.0,"Brock Marino, Collin Madson, Darius Chestnut, Isaac Verges, Jake Quast","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",15 Collin Madson > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 21 Brock Marino > P&R Roll Man > Rolls to Basket > Turnover
Carroll (WI) Pioneers,2025-12-13,459,H2,02:12 (H2),Carroll (WI) Pioneers,Dennis Estepp,missed_shot,Dennis Estepp Misses 3PT Jump Shot,3,61.0,53.0,"Brock Marino, Collin Madson, Darius Chestnut, Isaac Verges, Jake Quast","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",12 Peyton McKenna > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 33 Dennis Estepp > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
Carroll (WI) Pioneers,2025-12-13,461,H2,01:57 (H2),UW-Whitewater,Brock Marino,foul,Brock Marino Commits Personal Foul,,61.0,53.0,"Brock Marino, Collin Madson, Darius Chestnut, Isaac Verges, Jake Quast","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",33 Dennis Estepp > Spot-Up > Drives Right > To Basket > Foul
Carroll (WI) Pioneers,2025-12-13,462,H2,01:57 (H2),Carroll (WI) Pioneers,Dennis Estepp,free_throw_made,Dennis Estepp Makes Free Throw (1 of 2),,61.0,54.0,"Brock Marino, Collin Madson, Darius Chestnut, Isaac Verges, Jake Quast","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",33 Dennis Estepp > Non Possession > Free Throw
Carroll (WI) Pioneers,2025-12-13,465,H2,01:55 (H2),Carroll (WI) Pioneers,Dennis Estepp,free_throw_missed,Dennis Estepp Misses Free Throw (2 of 2),,61.0,54.0,"Collin Madson, Darius Chestnut, Isaac Verges, Jake Quast, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",33 Dennis Estepp > Non Possession > Free Throw
Carroll (WI) Pioneers,2025-12-13,467,H2,01:48 (H2),UW-Whitewater,Collin Madson,turnover,Collin Madson Turnover (Lost Ball),,61.0,54.0,"Collin Madson, Darius Chestnut, Isaac Verges, Jake Quast, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",15 Collin Madson > Transition > Ballhandler > Turnover
Carroll (WI) Pioneers,2025-12-13,468,H2,01:48 (H2),Carroll (WI) Pioneers,Peyton McKenna,steal,Peyton McKenna Steals,,61.0,54.0,"Collin Madson, Darius Chestnut, Isaac Verges, Jake Quast, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",
Carroll (WI) Pioneers,2025-12-13,469,H2,01:43 (H2),UW-Whitewater,Isaac Verges,foul,Isaac Verges Commits Personal Foul,,61.0,54.0,"Collin Madson, Darius Chestnut, Isaac Verges, Jake Quast, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",4 Michael McNabb > Transition > Right Wing > Foul
Carroll (WI) Pioneers,2025-12-13,470,H2,01:43 (H2),Carroll (WI) Pioneers,Michael McNabb,free_throw_made,Michael McNabb Makes Free Throw (1 of 2),,61.0,55.0,"Collin Madson, Darius Chestnut, Isaac Verges, Jake Quast, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",4 Michael McNabb > Non Possession > Free Throw
Carroll (WI) Pioneers,2025-12-13,471,H2,01:43 (H2),Carroll (WI) Pioneers,Michael McNabb,free_throw_missed,Michael McNabb Misses Free Throw (2 of 2),,61.0,55.0,"Collin Madson, Darius Chestnut, Isaac Verges, Jake Quast, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",4 Michael McNabb > Non Possession > Free Throw
Carroll (WI) Pioneers,2025-12-13,475,H2,01:43 (H2),UW-Whitewater,Richie Warren,foul,Richie Warren Commits Personal Foul,,61.0,55.0,"Collin Madson, Isaac Verges, Jake Quast, Kelton McEwen, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",41 Jacob Naber > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul
Carroll (WI) Pioneers,2025-12-13,476,H2,01:43 (H2),Carroll (WI) Pioneers,Jacob Naber,free_throw_made,Jacob Naber Makes Free Throw (1 of 2),,61.0,56.0,"Collin Madson, Isaac Verges, Jake Quast, Kelton McEwen, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",41 Jacob Naber > Non Possession > Free Throw
Carroll (WI) Pioneers,2025-12-13,477,H2,01:43 (H2),Carroll (WI) Pioneers,Jacob Naber,free_throw_made,Jacob Naber Makes Free Throw (2 of 2),,61.0,57.0,"Collin Madson, Isaac Verges, Jake Quast, Kelton McEwen, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",41 Jacob Naber > Non Possession > Free Throw
Carroll (WI) Pioneers,2025-12-13,478,H2,01:05 (H2),UW-Whitewater,,turnover,Turnover,,61.0,57.0,"Collin Madson, Isaac Verges, Jake Quast, Kelton McEwen, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",
Carroll (WI) Pioneers,2025-12-13,479,H2,00:55 (H2),Carroll (WI) Pioneers,Michael McNabb,foul,Michael McNabb Commits Offensive Foul,,61.0,57.0,"Collin Madson, Isaac Verges, Jake Quast, Kelton McEwen, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",
Carroll (WI) Pioneers,2025-12-13,480,H2,00:55 (H2),Carroll (WI) Pioneers,Michael McNabb,turnover,Michael McNabb Turnover (Offensive Foul),,61.0,57.0,"Collin Madson, Isaac Verges, Jake Quast, Kelton McEwen, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",4 Michael McNabb > Hand Off > From Dribble > Left > Turnover
Carroll (WI) Pioneers,2025-12-13,481,H2,00:28 (H2),UW-Whitewater,Jake Quast,made_shot,Jake Quast Makes 2PT Layup,2,63.0,57.0,"Collin Madson, Isaac Verges, Jake Quast, Kelton McEwen, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",12 Jake Quast > Spot-Up > Drives Left > To Basket > Make 2 Pts
Carroll (WI) Pioneers,2025-12-13,482,H2,00:13 (H2),Carroll (WI) Pioneers,Peyton McKenna,missed_shot,Peyton McKenna Misses 3PT Jump Shot,3,63.0,57.0,"Collin Madson, Isaac Verges, Jake Quast, Kelton McEwen, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",12 Peyton McKenna > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
Carroll (WI) Pioneers,2025-12-13,484,H2,00:10 (H2),Carroll (WI) Pioneers,Jacob Naber,foul,Jacob Naber Commits Personal Foul,,63.0,57.0,"Collin Madson, Isaac Verges, Jake Quast, Kelton McEwen, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",0 Isaac Verges > No Play Type > Foul
Carroll (WI) Pioneers,2025-12-13,485,H2,00:10 (H2),UW-Whitewater,Isaac Verges,free_throw_made,Isaac Verges Makes Free Throw (1 of 2),,64.0,57.0,"Collin Madson, Isaac Verges, Jake Quast, Kelton McEwen, Richie Warren","Dennis Estepp, Jacob Naber, Lamar Smith, Michael McNabb, Peyton McKenna",0 Isaac Verges > Non Possession > Free Throw
Carroll (WI) Pioneers,2025-12-13,488,H2,00:09 (H2),UW-Whitewater,Isaac Verges,free_throw_missed,Isaac Verges Misses Free Throw (2 of 2),,64.0,57.0,"Collin Madson, Isaac Verges, Jake Quast, Kelton McEwen, Richie Warren","Dennis Estepp, Jimmy Tarjan, Lamar Smith, Michael McNabb, Peyton McKenna",0 Isaac Verges > Non Possession > Free Throw
Carroll (WI) Pioneers,2025-12-13,490,H2,00:04 (H2),Carroll (WI) Pioneers,Lamar Smith,made_shot,Lamar Smith Makes 2PT Driving Layup,2,64.0,59.0,"Collin Madson, Isaac Verges, Jake Quast, Kelton McEwen, Richie Warren","Dennis Estepp, Jimmy Tarjan, Lamar Smith, Michael McNabb, Peyton McKenna",44 Lamar Smith > Transition > Ballhandler > To Basket > Make 2 Pts Foul > 1 Pts
Carroll (WI) Pioneers,2025-12-13,491,H2,00:04 (H2),UW-Whitewater,Jake Quast,foul,Jake Quast Commits Personal Foul,,64.0,59.0,"Collin Madson, Isaac Verges, Jake Quast, Kelton McEwen, Richie Warren","Dennis Estepp, Jimmy Tarjan, Lamar Smith, Michael McNabb, Peyton McKenna",
Carroll (WI) Pioneers,2025-12-13,492,H2,00:04 (H2),Carroll (WI) Pioneers,Lamar Smith,free_throw_made,Lamar Smith Makes Free Throw (1 of 1),,64.0,60.0,"Collin Madson, Isaac Verges, Jake Quast, Kelton McEwen, Richie Warren","Dennis Estepp, Jimmy Tarjan, Lamar Smith, Michael McNabb, Peyton McKenna",44 Lamar Smith > Non Possession > Free Throw
Hope Flying Dutchmen,2025-12-19,467,H2,04:43 (H2),UW-Whitewater,Richie Warren,foul,Richie Warren Commits Personal Foul,,77.0,76.0,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Brendan Cargill, Charles Howell, Marcus Wourman, Orion Yant, Parker Hovey",24 Parker Hovey > Post-Up > Right Block > Face-up > Drive Middle > Foul
