side,scouted_opponent,offense_team,defense_team,opponent,game_date,game_code,period,time_remaining_seconds,player,result,points,points_source,matched_event,matched_by,play_title,play_call,play_series,play_situation,play_formation,play_set,play_actions,primary_action,play_location,finish_spot,featured_player,decode_quality,decode_note,synergy_play_type,synergy_string,on_court_lineup,personnel_grouping_type,game_situation,shot_clock_used,shot_clock_max,shot_clock_situation,defense_type,defense_press,defense_press_formation,defense_coverage,possession_side,defense_faced,defense_played,coverage_faced,coverage_played,press_faced,press_played,press_formation_faced,press_formation_played
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,1153.0,Logan Baumgartner,1 Pts,3,play-by-play,True,synergy string,3-2: m2 d,3-2,3-2,Half court,3-2,,,,,,,Clean,,Post-Up,15 Logan Baumgartner > Post-Up > Left Block > Face-up > Drive Middle > Make 2 Pts Foul > 1 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,14.0,30,Organized offense (10-19 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,1133.0,AJ Uhl,Make 2 Pts,2,play-by-play,True,synergy string,uwsp m2m press- fight,,,Half court,,,,,,,,No call,,Spot-Up,5 AJ Uhl > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Make 2 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,True,,Fight,Defense,,Man-to-Man,,Fight,,True,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,1120.0,Josiah Butler,Make 2 Pts,2,play-by-play,True,synergy string,stagger-iso cut:m2m d,Stagger,Motion / no set,Half court,,,Stagger | ISO | Cut,Stagger,,,,Clean,,P&R Ball Handler,4 Josiah Butler > P&R Ball Handler > Right P&R > Side > Go Away from Pick > To Basket > Make 2 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,1104.0,Kobe Kirk,Make 2 Pts,2,play-by-play,True,synergy string,uwsp m2m d-show and get back,Get,Motion / no set,Half court,,,Get,Get,,,,Partial,unrecognized: and     back,P&R Ball Handler,24 Kobe Kirk > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Make 2 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,Show,Defense,,Man-to-Man,,Show,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,1093.0,Logan Baumgartner,Miss 3 Pts,0,play-by-play,True,synergy string,stagger: m2m d,Stagger,Motion / no set,Half court,,,Stagger,Stagger,,,,Clean,,Off Screen,15 Logan Baumgartner > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,1086.0,Rex Lamb,Turnover,0,play-by-play,True,synergy string,uwsp m2m d,,,Half court,,,,,,,,No call,,Transition,10 Rex Lamb > Transition > Right Wing > Turnover,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,1.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,1073.0,Seth Miron,Make 2 Pts,2,play-by-play,True,synergy string,chin: m2m d,Chin,Chin,Half court,Chin,,,,,,,Clean,,Spot-Up,2 Seth Miron > Spot-Up > Drives Right > To Basket > Make 2 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,1055.0,Liam Roche,Miss 2 Pts,0,play-by-play,True,synergy string,uwsp m2m d-high hedge and get back,Get,Motion / no set,Half court,,,Get,Get,,,,Partial,unrecognized: high and     back,P&R Ball Handler,31 Liam Madigan > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 21 Liam Roche > P&R Roll Man > Rolls to Basket > Miss 2 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,Hedge,Defense,,Man-to-Man,,Hedge,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,1040.0,Carter Combs,Miss 2 Pts,0,play-by-play,True,synergy string,tran-bs: m2m d- under,Ball Screen,Motion / no set,Transition,,,Ball Screen,Ball Screen,,,,Clean,,Cut,5 Carter Combs > Cut > Basket > Miss 2 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,10.0,30,Organized offense (10-19 sec used),Man-to-Man,False,,Under,Offense,Man-to-Man,,Under,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,,Liam Roche,Non Shooting Foul,,,False,,uwsp m2m d,,,Half court,,,,,,,,No call,,Non Possession,21 Liam Roche > Non Possession > Non Shooting Foul,,,,,,,Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,1008.0,Liam Madigan,Make 2 Pts,2,play-by-play,True,synergy string,uwsp m2m d blob,BLOB,BLOB,BLOB,,,,,,,,Clean,,Hand Off,31 Liam Madigan > Hand Off > From Dribble > Right > To Basket > Make 2 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,986.0,Josiah Butler,Miss 2 Pts,0,play-by-play,True,synergy string,chin-corner iso cut:m2m d,Chin ISO,Chin,Half court,Chin,,ISO | Cut,ISO,,,,Partial,unrecognized: corner,Post-Up,4 Josiah Butler > Post-Up > Left Block > Right Shoulder > Dribble Move > To Drop Step > Miss 2 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,975.0,Rex Lamb,Make 3 Pts,3,play-by-play,True,synergy string,uwsp m2m d,,,Half court,,,,,,,,No call,,Spot-Up,10 Rex Lamb > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,7.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,,Cal Krohn,Non Shooting Foul,,,False,,41-flair: m2m d,4-1 Flare,4-1,Half court,4-1,,Flare,Flare,,,,Clean,,Non Possession,12 Cal Krohn > Non Possession > Non Shooting Foul,,,,,,,Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,945.0,Seth Miron,Make 3 Pts,3,play-by-play,True,synergy string,blob-box-iso-stagger: m2m d,BLOB Box ISO,BLOB,BLOB,Box,,ISO | Stagger,ISO,,,,Clean,,Hand Off,2 Seth Miron > Hand Off > From Stationary > Left > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,"Carter Combs, Grant Manz, Isaiah Moore, Josiah Butler, Seth Miron",4G-1W,,12.0,30,Organized offense (10-19 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,925.0,Liam Roche,Turnover,0,play-by-play,True,synergy string,uwsp m2m d,,,Half court,,,,,,,,No call,,Spot-Up,21 Liam Roche > Spot-Up > Drives Left > Turnover,"Carter Combs, Grant Manz, Isaiah Moore, Josiah Butler, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,911.0,Carter Combs,Miss 2 Pts,0,play-by-play,True,synergy string,chin:m2m press,Chin,Chin,Half court,Chin,,,,,,,Clean,,P&R Ball Handler,5 Carter Combs > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts,"Carter Combs, Grant Manz, Isaiah Moore, Josiah Butler, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,True,,,Offense,Man-to-Man,,,,True,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,894.0,Kobe Kirk,Make 2 Pts,2,play-by-play,True,synergy string,uwsp m2m d,,,Half court,,,,,,,,No call,,P&R Ball Handler,24 Kobe Kirk > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Short to < 17' > Make 2 Pts,"Carter Combs, Grant Manz, Isaiah Moore, Josiah Butler, Seth Miron",4G-1W,,14.0,30,Organized offense (10-19 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,878.0,Seth Miron,Miss 2 Pts,0,play-by-play,True,synergy string,stagger: m2m d,Stagger,Motion / no set,Half court,,,Stagger,Stagger,,,,Clean,,ISO,2 Seth Miron > ISO > Right > Drives Right > To Basket > Miss 2 Pts,"Carter Combs, Grant Manz, Isaiah Moore, Josiah Butler, Seth Miron",4G-1W,,1.0,20,Early clock (0-9 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,863.0,Kobe Kirk,Miss 2 Pts,0,play-by-play,True,synergy string,uwsp m2m d,,,Half court,,,,,,,,No call,,Transition,24 Kobe Kirk > Transition > Ballhandler > To Basket > Miss 2 Pts,"Carter Combs, Grant Manz, Isaiah Moore, Josiah Butler, Seth Miron",4G-1W,,3.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,846.0,Josiah Butler,Miss 3 Pts,0,play-by-play,True,synergy string,tran: m2m d,Transition (unspecified),Transition,Transition,,,,,,,,Partial,,P&R Ball Handler,4 Josiah Butler > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts,"Carter Combs, Grant Manz, Isaiah Moore, Josiah Butler, Seth Miron",4G-1W,,13.0,30,Organized offense (10-19 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,819.0,AJ Uhl,Make 2 Pts,2,play-by-play,True,synergy string,uwsp m2m d- show and get back,Get,Motion / no set,Half court,,,Get,Get,,,,Partial,unrecognized: and     back,ISO,5 AJ Uhl > ISO > Top > Drives Right > Dribble Jumper > Medium/17' to <3p > Make 2 Pts,"Carter Combs, Grant Manz, Isaiah Moore, Josiah Butler, Seth Miron",4G-1W,,22.0,30,Late clock (20+ sec used),Man-to-Man,False,,Show,Defense,,Man-to-Man,,Show,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,789.0,Seth Miron,Miss 2 Pts,0,play-by-play,True,synergy string,guards cross: m2m,Guards Cross,Motion / no set,Half court,,,Guards Cross,Guards Cross,,,,Clean,,Post-Up,2 Seth Miron > Post-Up > Right Block > Left Shoulder > Dribble Move > To Basket > Miss 2 Pts,"Carter Combs, Grant Manz, Isaiah Moore, Josiah Butler, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,775.0,Cal Krohn,Make 2 Pts,2,play-by-play,True,synergy string,blob-box-iso stagger: m2 d,BLOB Box ISO,BLOB,BLOB,Box,,ISO | Stagger,ISO,,,,Clean,,Post-Up,12 Cal Krohn > Post-Up > Left Block > Right Shoulder > Dribble Move > To Basket > Make 2 Pts,"Cal Krohn, Grant Manz, Isaiah Moore, Logan Baumgartner, Tyler Orr",3G-2W,,12.0,30,Organized offense (10-19 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,753.0,AJ Uhl,Miss 3 Pts,0,play-by-play,True,synergy string,uwsp m2m d-show and get back,Get,Motion / no set,Half court,,,Get,Get,,,,Partial,unrecognized: and     back,ISO,5 AJ Uhl > ISO > Left > Early Jumper > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,"Cal Krohn, Grant Manz, Isaiah Moore, Logan Baumgartner, Tyler Orr",3G-2W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,Show,Defense,,Man-to-Man,,Show,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,745.0,Logan Baumgartner,Miss 3 Pts,0,play-by-play,True,synergy string,tran,Transition (unspecified),Transition,Transition,,,,,,,,Partial,,Transition,15 Logan Baumgartner > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,"Cal Krohn, Grant Manz, Isaiah Moore, Logan Baumgartner, Tyler Orr",3G-2W,,4.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,734.0,AJ Uhl,Miss 2 Pts,0,play-by-play,True,synergy string,uwsp m2m d,,,Half court,,,,,,,,No call,,Transition,5 AJ Uhl > Transition > Trailer > Dribble Jumper > Short to < 17' > Miss 2 Pts,"Cal Krohn, Grant Manz, Isaiah Moore, Logan Baumgartner, Tyler Orr",3G-2W,,6.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,714.0,Cal Krohn,Miss 2 Pts,0,play-by-play,True,synergy string,tran: m2m d,Transition (unspecified),Transition,Transition,,,,,,,,Partial,,Post-Up,12 Cal Krohn > Post-Up > Right Block > Right Shoulder > Dribble Move > To Hook > Miss 2 Pts,"Cal Krohn, Grant Manz, Isaiah Moore, Logan Baumgartner, Tyler Orr",3G-2W,,15.0,30,Organized offense (10-19 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,708.0,Grant Manz,Make 2 Pts,2,play-by-play,True,synergy string,Grant Manz,,,Half court,,,,,,,Grant Manz,No call,"title is a player name, not a play",Cut,24 Grant Manz > Cut > Basket > Make 2 Pts,"Cal Krohn, Grant Manz, Isaiah Moore, Logan Baumgartner, Tyler Orr",3G-2W,,1.0,20,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,685.0,Luther Tostrud,Turnover,0,play-by-play,True,synergy string,uwsp m2m d,,,Half court,,,,,,,,No call,,No Play Type,1 Luther Tostrud > No Play Type > Turnover,"Cal Krohn, Grant Manz, Isaiah Moore, Logan Baumgartner, Tyler Orr",3G-2W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,659.0,Tyler Orr,Miss 2 Pts,0,play-by-play,True,synergy string,3-2:m2m d,3-2,3-2,Half court,3-2,,,,,,,Clean,,ISO,22 Tyler Orr > ISO > Top > Drives Right > To Basket > Miss 2 Pts,"Cal Krohn, Grant Manz, Isaiah Moore, Logan Baumgartner, Tyler Orr",3G-2W,,26.0,30,Late clock (20+ sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,639.0,AJ Uhl,Make 2 Pts,2,play-by-play,True,synergy string,uwsp m2m -show and switch,,,Half court,,,,,,,,No call,unrecognized: and,Post-Up,5 AJ Uhl > Post-Up > Right Block > Right Shoulder > Dribble Move > To Jumper > Make 2 Pts,"Cal Krohn, Grant Manz, Isaiah Moore, Logan Baumgartner, Tyler Orr",3G-2W,,15.0,30,Organized offense (10-19 sec used),Man-to-Man,False,,Switch | Show,Defense,,Man-to-Man,,Switch | Show,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,,Isaiah Moore,No Violation,,,False,,Isaiah Moore,,,Half court,,,,,,,Isaiah Moore,No call,"title is a player name, not a play",Non Possession,13 Isaiah Moore > Non Possession > No Violation,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,613.0,Cal Krohn,Make 2 Pts,2,play-by-play,True,synergy string,ato: m2m press,ATO (unspecified),ATO,ATO,,,,,,,,Partial,,Post-Up,12 Cal Krohn > Post-Up > Left Block > Right Shoulder > Dribble Move > To Basket > Make 2 Pts,"Cal Krohn, Josiah Butler, Max Raimer, Seth Miron, Tyler Orr",4G-1W,,23.0,30,Late clock (20+ sec used),Man-to-Man,True,,,Offense,Man-to-Man,,,,True,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,594.0,Chris Willis,Miss 3 Pts,0,play-by-play,True,synergy string,uwsp m2m- under,,,Half court,,,,,,,,No call,,Hand Off,2 Chris Willis > Hand Off > From Dribble > Right > Dribble Jumper > Long/3pt > Miss 3 Pts,"Cal Krohn, Josiah Butler, Max Raimer, Seth Miron, Tyler Orr",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,Under,Defense,,Man-to-Man,,Under,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,576.0,Tyler Orr,Miss 3 Pts,0,play-by-play,True,synergy string,tran: m2m d,Transition (unspecified),Transition,Transition,,,,,,,,Partial,,P&R Ball Handler,4 Josiah Butler > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 22 Tyler Orr > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,"Cal Krohn, Josiah Butler, Max Raimer, Seth Miron, Tyler Orr",4G-1W,,14.0,30,Organized offense (10-19 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,564.0,Rex Lamb,Miss 2 Pts,0,play-by-play,True,synergy string,uwsp m2m d,,,Half court,,,,,,,,No call,,Cut,10 Rex Lamb > Cut > Screen > Miss 2 Pts,"Cal Krohn, Josiah Butler, Max Raimer, Seth Miron, Tyler Orr",4G-1W,,10.0,30,Organized offense (10-19 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,553.0,Seth Miron,Miss 3 Pts,0,play-by-play,True,synergy string,tran: m2m d,Transition (unspecified),Transition,Transition,,,,,,,,Partial,,P&R Ball Handler,4 Josiah Butler > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Ball Delivered > 2 Seth Miron > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,"Cal Krohn, Josiah Butler, Max Raimer, Seth Miron, Tyler Orr",4G-1W,,4.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,528.0,Liam Madigan,Make 2 Pts,2,play-by-play,True,synergy string,uwsp m2m d,,,Half court,,,,,,,,No call,,Off Screen,31 Liam Madigan > Off Screen > To Shooter's Right > Straight > To Basket > Make 2 Pts,"Cal Krohn, Josiah Butler, Max Raimer, Seth Miron, Tyler Orr",4G-1W,,20.0,30,Late clock (20+ sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,512.0,Cal Krohn,Foul,2,play-by-play,True,player + clock,chin: m2m d,Chin,Chin,Half court,Chin,,,,,,,Clean,,ISO,12 Cal Krohn > ISO > Top > Drives Left > To Basket > Foul,"Cal Krohn, Josiah Butler, Max Raimer, Seth Miron, Tyler Orr",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,496.0,Rex Lamb,Miss 3 Pts,0,play-by-play,True,synergy string,uwsp m2m d-show and get back,Get,Motion / no set,Half court,,,Get,Get,,,,Partial,unrecognized: and     back,P&R Ball Handler,22 Max Kraay > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 10 Rex Lamb > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,"Cal Krohn, Carter Combs, Isaiah Moore, Josiah Butler, Max Raimer",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,Show,Defense,,Man-to-Man,,Show,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,487.0,Isaiah Moore,Make 3 Pts,3,play-by-play,True,synergy string,tran: m2m,Transition (unspecified),Transition,Transition,,,,,,,,Partial,,Off Screen,13 Isaiah Moore > Off Screen > To Shooter's Left > Flare > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,"Cal Krohn, Carter Combs, Isaiah Moore, Josiah Butler, Max Raimer",4G-1W,,5.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,473.0,Rex Lamb,Turnover,0,play-by-play,True,synergy string,uwsp m2m d,,,Half court,,,,,,,,No call,,No Play Type,10 Rex Lamb > No Play Type > Turnover,"Cal Krohn, Carter Combs, Isaiah Moore, Josiah Butler, Max Raimer",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,,Cal Krohn,No Violation,,,False,,bulldog: m2m d,Bulldog,Bulldog,Half court,,Bulldog,,,,,,Clean,,Non Possession,12 Cal Krohn > Non Possession > No Violation,,,,,,,Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,St. Olaf Oles,St. Olaf Oles,2025-11-12,WSP@SOO,H1,447.0,Isaiah Moore,Miss 2 Pts,0,play-by-play,True,synergy string,blob-box-up screen: m2m d-show and get back,BLOB Box Up Screen,BLOB,BLOB,Box,,Up Screen | Get,Up Screen,,,,Partial,unrecognized: and     back,P&R Ball Handler,23 Max Raimer > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 13 Isaiah Moore > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts,"Cal Krohn, Carter Combs, Isaiah Moore, Josiah Butler, Max Raimer",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,Show,Offense,Man-to-Man,,Show,,False,,,
Opponent,UW-Stevens Point Pointers,St. Olaf Oles,UW-Stevens Point Pointers,St. Olaf Oles,2025-11-12,WSP@SOO,H1,434.0,Cooper Carlson,Miss 2 Pts,0,play-by-play,True,synergy string,uwsp m2m d,,,Half court,,,,,,,,No call,,P&R Ball Handler,10 Rex Lamb > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 12 Cooper Carlson > Cut > Basket > Miss 2 Pts,"Cal Krohn, Carter Combs, Isaiah Moore, Josiah Butler, Max Raimer",4G-1W,,8.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
