side,scouted_opponent,offense_team,defense_team,opponent,game_date,game_code,period,time_remaining_seconds,player,result,points,points_source,matched_event,matched_by,play_title,play_call,play_series,play_situation,play_formation,play_set,play_actions,primary_action,play_location,finish_spot,featured_player,decode_quality,decode_note,synergy_play_type,synergy_string,on_court_lineup,personnel_grouping_type,game_situation,shot_clock_used,shot_clock_max,shot_clock_situation,defense_type,defense_press,defense_press_formation,defense_coverage,possession_side,defense_faced,defense_played,coverage_faced,coverage_played,press_faced,press_played,press_formation_faced,press_formation_played
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,1174.0,Corey Thompson,Make 2 Pts,2,play-by-play,True,synergy string,UWW: M2M,,,Half court,,,,,,,,No call,,ISO,1 Corey Thompson > ISO > Top > Drives Right > To Basket > Make 2 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,1162.0,Isaac Verges,Turnover,0,play-by-play,True,synergy string,Twins-: M2M,Twins,Twins,Half court,Twins,,,,,,,Clean,,No Play Type,0 Isaac Verges > No Play Type > Turnover,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,1156.0,Nathan Kongolo,Miss 3 Pts,0,play-by-play,True,synergy string,Tran,Transition (unspecified),Transition,Transition,,,,,,,,Partial,,Transition,0 Nathan Kongolo > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,6.0,30,Early clock (0-9 sec used),,False,,,Defense,,,,,,False,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,1149.0,Isaac Verges,Turnover,0,play-by-play,True,synergy string,Tran,Transition (unspecified),Transition,Transition,,,,,,,,Partial,,No Play Type,0 Isaac Verges > No Play Type > Turnover,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,5.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,1145.0,Angel Johnson,Make 2 Pts,2,play-by-play,True,synergy string,Tran,Transition (unspecified),Transition,Transition,,,,,,,,Partial,,Transition,10 Angel Johnson > Transition > First Middle > To Basket > Make 2 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,4.0,30,Early clock (0-9 sec used),,False,,,Defense,,,,,,False,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,1114.0,Isaac Verges,Miss 2 Pts,0,play-by-play,True,synergy string,Flow: R + J,Flow,Flow,Half court,Flow,,,,,,,Partial,unrecognized: r j,Spot-Up,0 Isaac Verges > Spot-Up > Drives Left > To Basket > Miss 2 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,0.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,1102.0,Corey Thompson,Miss 2 Pts,0,play-by-play,True,synergy string,UWW:M2M,,,Half court,,,,,,,,No call,,P&R Ball Handler,1 Corey Thompson > P&R Ball Handler > Left P&R > Baseline > Go Away from Pick > To Basket > Miss 2 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,9.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,1084.0,Collin Madson,Make 2 Pts,2,play-by-play,True,synergy string,5 Out Flair: M2M,5 Out Flare,5 Out,Half court,5 Out,,Flare,Flare,,,,Clean,,Cut,15 Collin Madson > Cut > Basket > Make 2 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,1063.0,Angel Johnson,Make 2 Pts,2,play-by-play,True,synergy string,UWW:M2M,,,Half court,,,,,,,,No call,,P&R Ball Handler,10 Angel Johnson > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Dribble Jumper > Short to < 17' > Make 2 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,1039.0,Jr Lukenbill,Make 3 Pts,3,play-by-play,True,synergy string,Flow: M2M Press,Flow,Flow,Half court,Flow,,,,,,,Clean,,Spot-Up,11 Jr Lukenbill > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,True,,,Offense,Man-to-Man,,,,True,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,,Corey Thompson,Non Shooting Foul,,,False,,UWW:M2M,,,Half court,,,,,,,,No call,,Non Possession,1 Corey Thompson > Non Possession > Non Shooting Foul,,,,,,,Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,1015.0,Angel Johnson,Make 2 Pts,2,play-by-play,True,synergy string,UWW:M2M: BLOB,BLOB,BLOB,BLOB,,,,,,,,Clean,,ISO,10 Angel Johnson > ISO > Top > Drives Left > To Basket > Make 2 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,,Isaac Verges,No Violation,,,False,,Flow: R+J,Flow,Flow,Half court,Flow,,,,,,,Partial,unrecognized: r j,Non Possession,0 Isaac Verges > Non Possession > No Violation,,,,,,,,False,,,Offense,,,,,False,,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,997.0,Luke Bara,Miss 3 Pts,0,play-by-play,True,synergy string,Slob: M2M,SLOB,SLOB,SLOB,,,,,,,,Clean,,Spot-Up,32 Luke Bara > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,977.0,Nicholas Buffalo,Miss 2 Pts,0,play-by-play,True,synergy string,UWW M2M,,,Half court,,,,,,,,No call,,P&R Ball Handler,0 Nathan Kongolo > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 12 Nicholas Buffalo > P&R Roll Man > Slips the Pick > To Basket > Miss 2 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,2.0,20,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,962.0,Brock Marino,Make 3 Pts,3,play-by-play,True,synergy string,Flow: M2M: Deny,Flow,Flow,Half court,Flow,,,,,,,Clean,,ISO,0 Isaac Verges > ISO > Top > Drives Right > Defense Commits > Ball Delivered > 21 Brock Marino > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,9.0,30,Early clock (0-9 sec used),Man-to-Man,False,,Deny,Offense,Man-to-Man,,Deny,,False,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,932.0,Angel Johnson,Make 2 Pts,2,play-by-play,True,synergy string,UWW:M2M,,,Half court,,,,,,,,No call,,P&R Ball Handler,10 Angel Johnson > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > To Basket > Make 2 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,,Luke Bara,Non Shooting Foul,,,False,,5 Out: M2M: Drop+Press,5 Out,5 Out,Half court,5 Out,,,,,,,Clean,,Non Possession,32 Luke Bara > Non Possession > Non Shooting Foul,,,,,,,Man-to-Man,True,,Drop,Offense,Man-to-Man,,Drop,,True,,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,904.0,Brock Marino,Miss 2 Pts,0,play-by-play,True,synergy string,Slob: M2M: Drop,SLOB,SLOB,SLOB,,,,,,,,Clean,,P&R Ball Handler,32 Luke Bara > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 21 Brock Marino > P&R Roll Man > Rolls to Basket > Miss 2 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,9.0,30,Early clock (0-9 sec used),Man-to-Man,False,,Drop,Offense,Man-to-Man,,Drop,,False,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,893.0,Charles Gitonga,Miss 3 Pts,0,play-by-play,True,synergy string,UWW M2M,,,Half court,,,,,,,,No call,,ISO,10 Angel Johnson > ISO > Top > Drives Left > Defense Commits > Ball Delivered > 25 Charles Gitonga > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,8.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,879.0,Isaac Verges,Miss 3 Pts,0,play-by-play,True,synergy string,Tran,Transition (unspecified),Transition,Transition,,,,,,,,Partial,,Spot-Up,0 Isaac Verges > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,10.0,30,Organized offense (10-19 sec used),,False,,,Offense,,,,,False,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,866.0,Corey Thompson,Turnover,0,play-by-play,True,synergy string,Tran,Transition (unspecified),Transition,Transition,,,,,,,,Partial,,Transition,1 Corey Thompson > Transition > Ballhandler > Turnover,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,10.0,30,Organized offense (10-19 sec used),,False,,,Defense,,,,,,False,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,840.0,Jr Lukenbill,Make 3 Pts,3,play-by-play,True,synergy string,5 Out- M2M: Drop+Press,5 Out,5 Out,Half court,5 Out,,,,,,,Clean,,Spot-Up,11 Jr Lukenbill > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,26.0,30,Late clock (20+ sec used),Man-to-Man,True,,Drop,Offense,Man-to-Man,,Drop,,True,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,823.0,Angel Johnson,Miss 2 Pts,0,play-by-play,True,synergy string,UWW M2M,,,Half court,,,,,,,,No call,,P&R Ball Handler,10 Angel Johnson > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara",3G-2W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,,Luke Bara,Non Shooting Foul,,,False,,Tran,Transition (unspecified),Transition,Transition,,,,,,,,Partial,,Non Possession,32 Luke Bara > Non Possession > Non Shooting Foul,,,,,,,,False,,,Offense,,,,,False,,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,809.0,Jr Lukenbill,Miss 3 Pts,0,play-by-play,True,synergy string,Blob-Line- reject: M2M,BLOB Line Reject,BLOB,BLOB,Line,,Reject,Reject,,,,Clean,,P&R Ball Handler,22 Joey Berezowitz > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 11 Jr Lukenbill > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,"Brock Marino, Collin Madson, Darius Chestnut, JR Lukenbill, Joey Berezowitz",3G-2W,,5.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,800.0,Nathan Kongolo,Make 3 Pts,3,play-by-play,True,synergy string,UWW M2M,,,Half court,,,,,,,,No call,,Spot-Up,0 Nathan Kongolo > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,"Brock Marino, Collin Madson, Darius Chestnut, JR Lukenbill, Joey Berezowitz",3G-2W,,7.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,768.0,Darius Chestnut,Miss 3 Pts,0,play-by-play,True,synergy string,Twins: Press: Hedge BS,Twins Ball Screen,Twins,Half court,Twins,,Ball Screen,Ball Screen,,,,Clean,,P&R Ball Handler,15 Collin Madson > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 10 Darius Chestnut > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,"Brock Marino, Collin Madson, Darius Chestnut, JR Lukenbill, Joey Berezowitz",3G-2W,,0.0,30,Early clock (0-9 sec used),,True,,Hedge,Offense,,,Hedge,,True,,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,759.0,Collin Madson,Make 3 Pts,3,play-by-play,True,synergy string,Blob: L : M2M,BLOB Line,BLOB,BLOB,Line,,,,,,,Clean,,Off Screen,15 Collin Madson > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,"Collin Madson, Darius Chestnut, Jake Quast, Joey Berezowitz, Richie Warren",4G-1W,,5.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,739.0,Reyce Allen,Turnover,0,play-by-play,True,synergy string,UWW M2M Press,,,Half court,,,,,,,,No call,,No Play Type,5 Reyce Allen > No Play Type > Turnover,"Collin Madson, Darius Chestnut, Jake Quast, Joey Berezowitz, Richie Warren",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,True,,,Defense,,Man-to-Man,,,,True,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,735.0,Jake Quast,Make 2 Pts,2,play-by-play,True,synergy string,Tran,Transition (unspecified),Transition,Transition,,,,,,,,Partial,,Transition,12 Jake Quast > Transition > Ballhandler > To Basket > Make 2 Pts,"Collin Madson, Darius Chestnut, Jake Quast, Joey Berezowitz, Richie Warren",4G-1W,,4.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,717.0,Garret Rodgers,Make 2 Pts,2,play-by-play,True,clock + result,UWW M2M: Press,,,Half court,,,,,,,,No call,,Post-Up,33 Garret Rodgers > Post-Up > Right Block > Left Shoulder > Dribble Move > To Drop Step > Make 2 Pts,"Collin Madson, Darius Chestnut, Jake Quast, Joey Berezowitz, Richie Warren",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,True,,,Defense,,Man-to-Man,,,,True,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,701.0,Richie Warren,0 Pts,2,play-by-play,True,synergy string,5 Out-flairs- M2M,5 Out Flare,5 Out,Half court,5 Out,,Flare,Flare,,,,Clean,,Cut,24 Richie Warren > Cut > Flash > Make 2 Pts Foul > 0 Pts,"Collin Madson, Darius Chestnut, Jake Quast, Joey Berezowitz, Richie Warren",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,685.0,Darius Chestnut,Turnover,0,play-by-play,True,synergy string,Blob-Line-Curl- M2M,BLOB Line Curl,BLOB,BLOB,Line,,Curl,Curl,,,,Clean,,P&R Ball Handler,10 Darius Chestnut > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Defense Commits > Turnover,"Collin Madson, Darius Chestnut, Jake Quast, Joey Berezowitz, Richie Warren",4G-1W,,14.0,20,Organized offense (10-19 sec used),Man-to-Man,False,,,Offense,Man-to-Man,,,,False,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,672.0,Reyce Allen,Turnover,0,play-by-play,True,synergy string,UWW M2M- Press,,,Half court,,,,,,,,No call,,Post-Up,5 Reyce Allen > Post-Up > Left Block > Left Shoulder > Dribble Move > To Basket > Turnover,"Collin Madson, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,True,,,Defense,,Man-to-Man,,,,True,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,660.0,Richie Warren,Turnover,0,play-by-play,True,synergy string,5 Out- M2M- Press,5 Out,5 Out,Half court,5 Out,,,,,,,Clean,,ISO,24 Richie Warren > ISO > Left > Drives Left > Turnover,"Collin Madson, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,True,,,Offense,Man-to-Man,,,,True,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,640.0,Jaden Ross,Miss 2 Pts,0,play-by-play,True,synergy string,UWW M2M: Press,,,Half court,,,,,,,,No call,,P&R Ball Handler,23 Jaden Ross > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts,"Collin Madson, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,True,,,Defense,,Man-to-Man,,,,True,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,625.0,Collin Madson,Make 3 Pts,3,play-by-play,True,synergy string,5 Out- M2M: Press,5 Out,5 Out,Half court,5 Out,,,,,,,Clean,,Spot-Up,15 Collin Madson > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,"Collin Madson, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",4G-1W,,12.0,30,Organized offense (10-19 sec used),Man-to-Man,True,,,Offense,Man-to-Man,,,,True,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,591.0,Garret Rodgers,Miss 2 Pts,0,play-by-play,True,clock + result,UWW M2M,,,Half court,,,,,,,,No call,,Post-Up,33 Garret Rodgers > Post-Up > Right Block > Right Shoulder > Dribble Move > To Jumper > Miss 2 Pts,"Collin Madson, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,False,,,Defense,,Man-to-Man,,,,False,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,586.0,Joey Berezowitz,Turnover,0,play-by-play,True,clock + result,Tran,Transition (unspecified),Transition,Transition,,,,,,,,Partial,,Transition,22 Joey Berezowitz > Transition > Ballhandler > Turnover,"Collin Madson, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",4G-1W,,3.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,569.0,Jaden Ross,Make 2 Pts,2,play-by-play,True,synergy string,UWW M2M Press,,,Half court,,,,,,,,No call,,P&R Ball Handler,23 Jaden Ross > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Dribble Jumper > Short to < 17' > Make 2 Pts,"Collin Madson, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,True,,,Defense,,Man-to-Man,,,,True,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,546.0,Collin Madson,Foul,2,play-by-play,True,player + clock,Twins Swirl: M2M Press,Twins,Twins,Half court,Twins,,,,,,,Partial,unrecognized: swirl,ISO,24 Richie Warren > ISO > Top > Drives Left > Defense Commits > Ball Delivered > 15 Collin Madson > Cut > Basket > Foul,"Collin Madson, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",4G-1W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,True,,,Offense,Man-to-Man,,,,True,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,522.0,Jaden Ross,Turnover,0,play-by-play,True,synergy string,UWW M2M Press,,,Half court,,,,,,,,No call,,P&R Ball Handler,23 Jaden Ross > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Defense Commits > Turnover,"JR Lukenbill, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",3G-2W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,True,,,Defense,,Man-to-Man,,,,True,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,512.0,Joey Berezowitz,Turnover,0,play-by-play,True,synergy string,FLow- M2M Press,Flow,Flow,Half court,Flow,,,,,,,Clean,,No Play Type,22 Joey Berezowitz > No Play Type > Turnover,"JR Lukenbill, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",3G-2W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,True,,,Offense,Man-to-Man,,,,True,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,490.0,Jaden Ross,Miss 2 Pts,0,play-by-play,True,synergy string,UWW M2M Press,,,Half court,,,,,,,,No call,,ISO,23 Jaden Ross > ISO > Top > Drives Left > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts,"JR Lukenbill, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",3G-2W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,True,,,Defense,,Man-to-Man,,,,True,,
UWW,UW-Stevens Point Pointers,UW-Whitewater,St. Thomas (TX) Celts,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,470.0,Jake Quast,Make 2 Pts,2,play-by-play,True,synergy string,Tran: Flow: M2M: Drop,Flow,Flow,Transition,Flow,,,,,,,Clean,,Cut,12 Jake Quast > Cut > Basket > Make 2 Pts,"JR Lukenbill, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",3G-2W,,17.0,30,Organized offense (10-19 sec used),Man-to-Man,False,,Drop,Offense,Man-to-Man,,Drop,,False,,,
UWW,UW-Stevens Point Pointers,St. Thomas (TX) Celts,UW-Whitewater,St. Thomas (TX) Celts,2025-11-14,WWW@STC,H1,461.0,Omar Gayle,Turnover,0,play-by-play,True,synergy string,UWW M2M Press,,,Half court,,,,,,,,No call,,No Play Type,2 Omar Gayle > No Play Type > Turnover,"JR Lukenbill, Jake Quast, Joey Berezowitz, Kelton McEwen, Richie Warren",3G-2W,,0.0,30,Early clock (0-9 sec used),Man-to-Man,True,,,Defense,,Man-to-Man,,,,True,,
