clip_key,game_date,clip_number,offense_team,defense_team,play_title,suggested_title,synergy_string,result,points,frames,fps,holders,screen,screen_type,set_id
2026-01-03|65|13 Logan Rindfleisch > Transition > Left Wing > To Basket > Miss 2 Pts,2026-01-03,65,UW-Oshkosh Titans,UW-Whitewater,tran,tran,13 Logan Rindfleisch > Transition > Left Wing > To Basket > Miss 2 Pts,Miss 2 Pts,0.0,21,2,{},,,
2026-01-03|66|32 Luke Bara > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Ball Delivered > 24 Richie Warren > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,2026-01-03,66,UW-Whitewater,UW-Oshkosh Titans,5out(bs-reject):m2m,"5 out(bs,reject): m2m (rj)",32 Luke Bara > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Ball Delivered > 24 Richie Warren > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,Miss 3 Pts,0.0,37,2,{},"{""screener"": 23, ""screened"": 22, ""screened_defender"": 19, ""screener_defender"": 21, ""t"": 26, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Whitewate set 2
2026-01-03|67|32 Luke Bara > Spot-Up > Drives Left > Dribble Jumper > Long/3pt > Miss 3 Pts,2026-01-03,67,UW-Whitewater,UW-Oshkosh Titans,oreb,5 out: press - m2m (rj),32 Luke Bara > Spot-Up > Drives Left > Dribble Jumper > Long/3pt > Miss 3 Pts,Miss 3 Pts,0.0,45,2,{},"{""screener"": 12, ""screened"": 3, ""screened_defender"": 4, ""screener_defender"": 5, ""t"": 5, ""type"": ""Off-ball screen""}",Off-ball screen,
2026-01-03|68|2 Joey LaChapell > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 21 Carter Thomas > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,2026-01-03,68,UW-Oshkosh Titans,UW-Whitewater,spain:m2m (stay),5 out(bs): m2m (rj),2 Joey LaChapell > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 21 Carter Thomas > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,Miss 3 Pts,0.0,27,2,{},,,UW-Oshkosh T set 4
2026-01-03|69|32 Luke Bara > ISO > Right > Drives Left > To Basket > Miss 2 Pts,2026-01-03,69,UW-Whitewater,UW-Oshkosh Titans,5out(bs-ghost):press(m2m),5 out(iso): press - m2m (rj),32 Luke Bara > ISO > Right > Drives Left > To Basket > Miss 2 Pts,Miss 2 Pts,0.0,60,2,{},"{""screener"": 9, ""screened"": 12, ""screened_defender"": 5, ""screener_defender"": 11, ""t"": 15, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Whitewate set 7
2026-01-03|70|15 Collin Madson > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,2026-01-03,70,UW-Whitewater,UW-Oshkosh Titans,blob(line);m2m,blob-5 out(ds): m2m (rj),15 Collin Madson > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,Miss 3 Pts,0.0,25,2,"{""7"": 0}",,,
2026-01-03|71|4 Michael Metcalf-Grassman > Non Possession > No Violation,2026-01-03,71,UW-Oshkosh Titans,UW-Whitewater,tran,5 out: m2m (rj),4 Michael Metcalf-Grassman > Non Possession > No Violation,No Violation,,49,2,{},,,
2026-01-03|72|13 Logan Rindfleisch > Spot-Up > Drives Left > To Basket > Miss 2 Pts,2026-01-03,72,UW-Oshkosh Titans,UW-Whitewater,blob(box-sts):m2m,blob-5 out: m2m (rj),13 Logan Rindfleisch > Spot-Up > Drives Left > To Basket > Miss 2 Pts,Miss 2 Pts,0.0,39,2,{},,,
2026-01-03|73|11 Jr Lukenbill > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,2026-01-03,73,UW-Whitewater,UW-Oshkosh Titans,:press(rj),5 out: press - m2m (rj),11 Jr Lukenbill > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts,Miss 3 Pts,0.0,37,2,{},"{""screener"": 21, ""screened"": 18, ""screened_defender"": 14, ""screener_defender"": 20, ""t"": 35, ""type"": ""Off-ball screen""}",Off-ball screen,
2026-01-03|74|21 Brock Marino > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul,2026-01-03,74,UW-Whitewater,UW-Oshkosh Titans,Brock Marino,5 out: m2m (rj),21 Brock Marino > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul,Foul,1.0,57,2,{},"{""screener"": 20, ""screened"": 23, ""screened_defender"": 14, ""screener_defender"": 17, ""t"": 35, ""type"": ""Off-ball screen""}",Off-ball screen,
2026-01-03|75|23 Oskar Kangas > Non Possession > No Violation,2026-01-03,75,UW-Oshkosh Titans,UW-Whitewater,5out(p-wing-over-zoom):m2m(tl),5 out: m2m (rj),23 Oskar Kangas > Non Possession > No Violation,No Violation,,60,2,{},,,
2026-01-03|76|0 Brandon Beck > Cut > Flash > Make 2 Pts,2026-01-03,76,UW-Oshkosh Titans,UW-Whitewater,blob(box-cutcorner-flash-iso):m2m,5 out(cut): m2m (rj),0 Brandon Beck > Cut > Flash > Make 2 Pts,Make 2 Pts,2.0,21,2,{},,,
2026-01-03|77|32 Luke Bara > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Ball Delivered > 21 Brock Marino > P&R Roll Man > Rolls to Basket > Make 2 Pts,2026-01-03,77,UW-Whitewater,UW-Oshkosh Titans,:press(rj),"5 out(bs,reject): press - m2m (rj)",32 Luke Bara > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Ball Delivered > 21 Brock Marino > P&R Roll Man > Rolls to Basket > Make 2 Pts,Make 2 Pts,2.0,37,2,{},"{""screener"": 8, ""screened"": 12, ""screened_defender"": 11, ""screener_defender"": 4, ""t"": 17, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Whitewate set 1
2026-01-03|78|4 Michael Metcalf-Grassman > Transition > Trailer > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,2026-01-03,78,UW-Oshkosh Titans,UW-Whitewater,tran,5 out: m2m (rj),4 Michael Metcalf-Grassman > Transition > Trailer > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,Make 3 Pts,3.0,21,2,{},,,
2026-01-03|79|40 Tyshawn Teague-Johnson > Non Possession > No Violation,2026-01-03,79,UW-Whitewater,UW-Oshkosh Titans,:press(rj),5 out: press - m2m (rj),40 Tyshawn Teague-Johnson > Non Possession > No Violation,No Violation,,60,2,{},,,UW-Whitewate set 5
2026-01-03|80|21 Brock Marino > Post-Up > Right Block > Right Shoulder > Dribble Move > Defense Commits > Ball Delivered > 12 Jake Quast > Cut > Basket > Make 2 Pts,2026-01-03,80,UW-Whitewater,UW-Oshkosh Titans,blob(line):m2m,"blob-5 out(cut,post): m2m (rj)",21 Brock Marino > Post-Up > Right Block > Right Shoulder > Dribble Move > Defense Commits > Ball Delivered > 12 Jake Quast > Cut > Basket > Make 2 Pts,Make 2 Pts,2.0,39,2,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 0, ""8"": 0, ""9"": 0, ""10"": 0, ""11"": 0, ""13"": 0, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": 0, ""19"": 0, ""20"": 0, ""22"": 0, ""23"": 0, ""24"": 0, ""26"": 0, ""27"": 0, ""28"": 0, ""29"": 0, ""30"": 0, ""31"": 0, ""33"": 0, ""34"": 0, ""35"": 0, ""36"": 0, ""37"": 0, ""38"": 0}","{""screener"": 17, ""screened"": 0, ""screened_defender"": 15, ""screener_defender"": null, ""t"": 26, ""type"": ""Ball screen""}",Ball screen,
2026-01-03|81|11 Jay Dalton > No Play Type > Turnover,2026-01-03,81,UW-Oshkosh Titans,UW-Whitewater,:m2m,5 out: m2m (rj),11 Jay Dalton > No Play Type > Turnover,Turnover,0.0,25,2,{},"{""screener"": 11, ""screened"": 15, ""screened_defender"": 14, ""screener_defender"": null, ""t"": 22, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Oshkosh T set 3
2026-01-03|82|2 Joey LaChapell > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 0 Brandon Beck > P&R Roll Man > Pick and Pops > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,2026-01-03,82,UW-Oshkosh Titans,UW-Whitewater,5out(ghost):m2m(tl),"5 out(bs,pop): m2m (rj)",2 Joey LaChapell > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 0 Brandon Beck > P&R Roll Man > Pick and Pops > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,Miss 3 Pts,0.0,55,2,"{""26"": 11}","{""screener"": 21, ""screened"": 18, ""screened_defender"": 9, ""screener_defender"": null, ""t"": 27, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Oshkosh T set 3
2026-01-03|83|32 Luke Bara > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 15 Collin Madson > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,2026-01-03,83,UW-Whitewater,UW-Oshkosh Titans,5OUT(BS):press(RJ)(SWITCH),5 out(bs): press - m2m (rj),32 Luke Bara > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 15 Collin Madson > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,Miss 3 Pts,0.0,49,2,{},,,UW-Whitewate set 2
2026-01-03|84|2 Joey LaChapell > ISO > Top > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts,2026-01-03,84,UW-Oshkosh Titans,UW-Whitewater,5OUT(BS):M2M(SWITCH),5 out(iso): m2m (rj),2 Joey LaChapell > ISO > Top > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts,Miss 2 Pts,0.0,39,2,{},,,
2026-01-03|85|2 Joey LaChapell > Spot-Up > Drives Right > Turnover,2026-01-03,85,UW-Oshkosh Titans,UW-Whitewater,2NDH-5OUT(DOUBLECUT):M2M,5 out: m2m (rj),2 Joey LaChapell > Spot-Up > Drives Right > Turnover,Turnover,0.0,29,2,{},"{""screener"": 3, ""screened"": 8, ""screened_defender"": 0, ""screener_defender"": 6, ""t"": 3, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Oshkosh T set 3
2026-01-03|86|32 Luke Bara > Non Possession > No Violation,2026-01-03,86,UW-Whitewater,UW-Oshkosh Titans,::PRESS(RJ),5 out: press - m2m (rj),32 Luke Bara > Non Possession > No Violation,No Violation,,31,2,{},,,
2026-01-03|87|32 Luke Bara > Non Possession > Non Shooting Foul,2026-01-03,87,UW-Whitewater,UW-Oshkosh Titans,SLOB:,5 out: press - m2m (rj),32 Luke Bara > Non Possession > Non Shooting Foul,Non Shooting Foul,,41,2,{},"{""screener"": 10, ""screened"": 13, ""screened_defender"": 12, ""screener_defender"": null, ""t"": 24, ""type"": ""Off-ball screen""}",Off-ball screen,
2026-01-03|88|21 Brock Marino > Cut > Basket > Make 2 Pts,2026-01-03,88,UW-Whitewater,UW-Oshkosh Titans,BLOB:M2M,blob-5 out(cut): m2m (rj),21 Brock Marino > Cut > Basket > Make 2 Pts,Make 2 Pts,2.0,21,2,{},"{""screener"": 8, ""screened"": 17, ""screened_defender"": 15, ""screener_defender"": 16, ""t"": 19, ""type"": ""Off-ball screen""}",Off-ball screen,
2026-01-03|89|4 Michael Metcalf-Grassman > Spot-Up > Drives Right > To Basket > Make 2 Pts,2026-01-03,89,UW-Oshkosh Titans,UW-Whitewater,::M2M,5 out: m2m (rj),4 Michael Metcalf-Grassman > Spot-Up > Drives Right > To Basket > Make 2 Pts,Make 2 Pts,2.0,25,2,{},,,UW-Oshkosh T set 1
2026-01-03|90|21 Brock Marino > No Play Type > Turnover,2026-01-03,90,UW-Whitewater,UW-Oshkosh Titans,5OUT(DS):PRESS(RJ)(SWITCH)(DENYmadz),5 out: press - m2m (rj),21 Brock Marino > No Play Type > Turnover,Turnover,0.0,51,2,{},"{""screener"": 18, ""screened"": 20, ""screened_defender"": 8, ""screener_defender"": 19, ""t"": 45, ""type"": ""Off-ball screen""}",Off-ball screen,
2026-01-03|91|4 Michael Metcalf-Grassman > Transition > Ballhandler > To Basket > Miss 2 Pts,2026-01-03,91,UW-Oshkosh Titans,UW-Whitewater,tran,tran,4 Michael Metcalf-Grassman > Transition > Ballhandler > To Basket > Miss 2 Pts,Miss 2 Pts,0.0,13,2,{},,,
2026-01-03|92|10 Nate Nazos > Offensive Rebound > Long > Run Offense,2026-01-03,92,UW-Oshkosh Titans,UW-Whitewater,tran,5 out: m2m (rj),10 Nate Nazos > Offensive Rebound > Long > Run Offense,Run Offense,,17,2,{},,,
2026-01-03|93|21 Carter Thomas > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,2026-01-03,93,UW-Oshkosh Titans,UW-Whitewater,tran,5 out: m2m (rj),21 Carter Thomas > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,Make 3 Pts,3.0,21,2,{},,,
2026-01-03|94|11 Jr Lukenbill > Non Possession > No Violation,2026-01-03,94,UW-Whitewater,UW-Oshkosh Titans,:press(rj),5 out-Ball Screen: press - m2m (rj),11 Jr Lukenbill > Non Possession > No Violation,No Violation,,60,2,{},"{""screener"": 26, ""screened"": 21, ""screened_defender"": 25, ""screener_defender"": null, ""t"": 44, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Whitewate set 3
2026-01-03|95|24 Richie Warren > Cut > Basket > Miss 2 Pts,2026-01-03,95,UW-Whitewater,UW-Oshkosh Titans,blob: m2m,5 out(cut): m2m (rj),24 Richie Warren > Cut > Basket > Miss 2 Pts,Miss 2 Pts,0.0,47,2,{},"{""screener"": 19, ""screened"": 15, ""screened_defender"": 8, ""screener_defender"": 9, ""t"": 26, ""type"": ""Off-ball screen""}",Off-ball screen,
2026-01-03|96|23 Oskar Kangas > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 5 Matt Imig > Cut > Basket > Turnover,2026-01-03,96,UW-Oshkosh Titans,UW-Whitewater,5out(bs):m2m(switch),"5 out(bs,cut): m2m (rj)",23 Oskar Kangas > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 5 Matt Imig > Cut > Basket > Turnover,Turnover,0.0,33,2,{},"{""screener"": 6, ""screened"": 9, ""screened_defender"": 3, ""screener_defender"": 8, ""t"": 13, ""type"": ""Off-ball screen""}",Off-ball screen,
2026-01-03|97|15 Collin Madson > ISO > Right > Drives Right > To Basket > Miss 2 Pts,2026-01-03,97,UW-Whitewater,UW-Oshkosh Titans,cheetah:presss(rj),5 out(iso): press - m2m (rj),15 Collin Madson > ISO > Right > Drives Right > To Basket > Miss 2 Pts,Miss 2 Pts,0.0,60,2,"{""37"": 20}","{""screener"": 19, ""screened"": 21, ""screened_defender"": 11, ""screener_defender"": 16, ""t"": 24, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Whitewate set 4
2026-01-03|98|32 Luke Bara > No Play Type > Turnover,2026-01-03,98,UW-Whitewater,UW-Oshkosh Titans,blob:m2m,5 out: m2m (rj),32 Luke Bara > No Play Type > Turnover,Turnover,0.0,45,2,{},,,
2026-01-03|99|4 Michael Metcalf-Grassman > Spot-Up > Drives Right > To Basket > Miss 2 Pts,2026-01-03,99,UW-Oshkosh Titans,UW-Whitewater,::m2m,5 out: m2m (rj),4 Michael Metcalf-Grassman > Spot-Up > Drives Right > To Basket > Miss 2 Pts,Miss 2 Pts,0.0,25,2,{},,,UW-Oshkosh T set 5
2026-01-03|100|32 Luke Bara > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 21 Brock Marino > P&R Roll Man > Pick and Pops > Drives Left > To Basket > Make 2 Pts Foul > 1 Pts,2026-01-03,100,UW-Whitewater,UW-Oshkosh Titans,::m2m,"5 out(bs,pop): m2m (rj)",32 Luke Bara > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 21 Brock Marino > P&R Roll Man > Pick and Pops > Drives Left > To Basket > Make 2 Pts Foul > 1 Pts,1 Pts,3.0,60,2,{},"{""screener"": 20, ""screened"": 19, ""screened_defender"": 18, ""screener_defender"": 25, ""t"": 46, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Whitewate set 6
2026-01-03|101|4 Michael Metcalf-Grassman > Cut > Basket > Make 2 Pts Foul > 1 Pts,2026-01-03,101,UW-Oshkosh Titans,UW-Whitewater,::m2m,5 out(cut): m2m (rj),4 Michael Metcalf-Grassman > Cut > Basket > Make 2 Pts Foul > 1 Pts,1 Pts,3.0,60,2,"{""18"": 2, ""22"": 2, ""26"": 21}","{""screener"": 35, ""screened"": 27, ""screened_defender"": 17, ""screener_defender"": 33, ""t"": 46, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Oshkosh T set 2
2026-01-03|102|15 Collin Madson > P&R Ball Handler > Right P&R > Side > Go Away from Pick > Dribble Jumper > Short to < 17' > Make 2 Pts,2026-01-03,102,UW-Whitewater,UW-Oshkosh Titans,BS(reject):press(rj),"5 out-Ball Screen(bs,reject): press - m2m (rj)",15 Collin Madson > P&R Ball Handler > Right P&R > Side > Go Away from Pick > Dribble Jumper > Short to < 17' > Make 2 Pts,Make 2 Pts,2.0,49,2,{},"{""screener"": 25, ""screened"": 16, ""screened_defender"": 28, ""screener_defender"": null, ""t"": 38, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Whitewate set 6
2026-01-03|103|4 Michael Metcalf-Grassman > Transition > Ballhandler > To Basket > Foul,2026-01-03,103,UW-Oshkosh Titans,UW-Whitewater,::m2m,5 out: m2m (rj),4 Michael Metcalf-Grassman > Transition > Ballhandler > To Basket > Foul,Foul,1.0,49,2,{},,,
2026-01-03|104|24 Richie Warren > No Play Type > Turnover,2026-01-03,104,UW-Whitewater,UW-Oshkosh Titans,::press(rj),5 out: press - m2m (rj),24 Richie Warren > No Play Type > Turnover,Turnover,0.0,21,2,{},,,UW-Whitewate set 4
2026-01-03|105|13 Logan Rindfleisch > P&R Ball Handler > Left P&R > Side > Go Away from Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts,2026-01-03,105,UW-Oshkosh Titans,UW-Whitewater,5out(DD):m2m,"5 out(bs,reject): m2m (rj)",13 Logan Rindfleisch > P&R Ball Handler > Left P&R > Side > Go Away from Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts,Miss 2 Pts,0.0,60,2,{},,,UW-Oshkosh T set 2
2026-01-03|106|32 Luke Bara > Non Possession > Non Shooting Foul,2026-01-03,106,UW-Whitewater,UW-Oshkosh Titans,::press(RJ),5 out: press - m2m (rj),32 Luke Bara > Non Possession > Non Shooting Foul,Non Shooting Foul,,59,2,{},,,
2026-01-03|107|24 Richie Warren > No Play Type > Turnover,2026-01-03,107,UW-Whitewater,UW-Oshkosh Titans,::press(rj),5 out: press - m2m (rj),24 Richie Warren > No Play Type > Turnover,Turnover,0.0,15,2,{},,,
2026-01-03|108|4 Michael Metcalf-Grassman > Transition > Right Wing > To Basket > Make 2 Pts,2026-01-03,108,UW-Oshkosh Titans,UW-Whitewater,tran,tran,4 Michael Metcalf-Grassman > Transition > Right Wing > To Basket > Make 2 Pts,Make 2 Pts,2.0,7,2,{},,,
2026-01-03|109|11 Jr Lukenbill > No Play Type > Turnover,2026-01-03,109,UW-Whitewater,UW-Oshkosh Titans,::press(rj),5 out: press - m2m (rj),11 Jr Lukenbill > No Play Type > Turnover,Turnover,0.0,13,2,{},,,
2026-01-03|110|21 Carter Thomas > No Play Type > To Basket > Foul,2026-01-03,110,UW-Oshkosh Titans,UW-Whitewater,tran,5 out: m2m (rj),21 Carter Thomas > No Play Type > To Basket > Foul,Foul,2.0,37,2,{},,,
2026-01-03|111|24 Richie Warren > Non Possession > No Violation,2026-01-03,111,UW-Whitewater,UW-Oshkosh Titans,:Press(rj),5 out: press - m2m (rj),24 Richie Warren > Non Possession > No Violation,No Violation,,60,2,{},"{""screener"": 1, ""screened"": 9, ""screened_defender"": 8, ""screener_defender"": null, ""t"": 2, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Whitewate set 5
2026-01-03|112|15 Collin Madson > ISO > Right > Drives Right > To Basket > Foul,2026-01-03,112,UW-Whitewater,UW-Oshkosh Titans,twin:press(rj),5 out(iso): press - m2m (rj),15 Collin Madson > ISO > Right > Drives Right > To Basket > Foul,Foul,2.0,60,2,{},"{""screener"": 5, ""screened"": 7, ""screened_defender"": 9, ""screener_defender"": null, ""t"": 25, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Whitewate set 1
2026-01-03|113|0 Brandon Beck > Non Possession > Non Shooting Foul,2026-01-03,113,UW-Oshkosh Titans,UW-Whitewater,set:m2m,5 out: m2m (rj),0 Brandon Beck > Non Possession > Non Shooting Foul,Non Shooting Foul,,60,2,{},,,UW-Oshkosh T set 4
2026-01-03|114|5 Matt Imig > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 23 Oskar Kangas > P&R Roll Man > Rolls to Basket > Miss 2 Pts,2026-01-03,114,UW-Oshkosh Titans,UW-Whitewater,blob(box-sts):m2m,5 out(bs): m2m (rj),5 Matt Imig > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 23 Oskar Kangas > P&R Roll Man > Rolls to Basket > Miss 2 Pts,Miss 2 Pts,0.0,51,2,{},"{""screener"": 22, ""screened"": 20, ""screened_defender"": 27, ""screener_defender"": null, ""t"": 47, ""type"": ""Off-ball screen""}",Off-ball screen,
2026-01-03|115|32 Luke Bara > ISO > Right > Drives Left > To Basket > Foul,2026-01-03,115,UW-Whitewater,UW-Oshkosh Titans,:press(rj),5 out(iso): press - m2m (rj),32 Luke Bara > ISO > Right > Drives Left > To Basket > Foul,Foul,2.0,60,2,{},"{""screener"": 12, ""screened"": 9, ""screened_defender"": 1, ""screener_defender"": 10, ""t"": 17, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Whitewate set 6
2026-01-03|116|2 Joey LaChapell > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 10 Nate Nazos > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,2026-01-03,116,UW-Oshkosh Titans,UW-Whitewater,spain:m2m(stay),5 out(bs): m2m (rj),2 Joey LaChapell > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 10 Nate Nazos > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,Make 3 Pts,3.0,25,2,{},,,
2026-01-03|117|21 Brock Marino > Non Possession > Non Shooting Foul,2026-01-03,117,UW-Whitewater,UW-Oshkosh Titans,panther:press(rj),5 out: press - m2m (rj),21 Brock Marino > Non Possession > Non Shooting Foul,Non Shooting Foul,,60,2,{},"{""screener"": 11, ""screened"": 2, ""screened_defender"": 8, ""screener_defender"": null, ""t"": 24, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Whitewate set 6
2026-01-03|118|12 Jake Quast > No Play Type > Foul,2026-01-03,118,UW-Whitewater,UW-Oshkosh Titans,blob:m2m,5 out: m2m (rj),12 Jake Quast > No Play Type > Foul,Foul,0.0,60,2,{},"{""screener"": 22, ""screened"": 23, ""screened_defender"": 21, ""screener_defender"": 18, ""t"": 39, ""type"": ""Off-ball screen""}",Off-ball screen,
2026-01-03|119|0 Brandon Beck > Cut > Basket > Make 2 Pts,2026-01-03,119,UW-Oshkosh Titans,UW-Whitewater,blob(iso):m2m,blob-5 out(cut): m2m (rj),0 Brandon Beck > Cut > Basket > Make 2 Pts,Make 2 Pts,2.0,17,2,{},,,
2026-01-03|120|24 Richie Warren > Non Possession > Out of Bound 5 Sec Violation,2026-01-03,120,UW-Whitewater,UW-Oshkosh Titans,::press(rj),5 out: press - m2m (rj),24 Richie Warren > Non Possession > Out of Bound 5 Sec Violation,Out of Bound 5 Sec Violation,,53,2,{},"{""screener"": 6, ""screened"": 8, ""screened_defender"": 9, ""screener_defender"": 2, ""t"": 15, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Whitewate set 1
2026-01-03|121|13 Logan Rindfleisch > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts,2026-01-03,121,UW-Oshkosh Titans,UW-Whitewater,blob(box):m2m,5 out(bs): m2m (rj),13 Logan Rindfleisch > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts,Miss 2 Pts,0.0,60,2,{},"{""screener"": 16, ""screened"": 18, ""screened_defender"": 21, ""screener_defender"": 6, ""t"": 42, ""type"": ""Off-ball screen""}",Off-ball screen,
2026-01-03|122|32 Luke Bara > No Play Type > Foul,2026-01-03,122,UW-Whitewater,UW-Oshkosh Titans,press(rj),5 out: press - m2m (rj),32 Luke Bara > No Play Type > Foul,Foul,2.0,60,2,{},"{""screener"": 3, ""screened"": 5, ""screened_defender"": 8, ""screener_defender"": 7, ""t"": 9, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Whitewate set 1
2026-01-03|123|2 Joey LaChapell > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts,2026-01-03,123,UW-Oshkosh Titans,UW-Whitewater,Bs:press(token)(siwtch),5 out-Ball Screen(bs): press - m2m (rj),2 Joey LaChapell > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts,Make 3 Pts,3.0,49,2,{},"{""screener"": 15, ""screened"": 23, ""screened_defender"": 20, ""screener_defender"": null, ""t"": 25, ""type"": ""Off-ball screen""}",Off-ball screen,
2026-01-03|124|32 Luke Bara > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts,2026-01-03,124,UW-Whitewater,UW-Oshkosh Titans,bs:press(rj)(switch),5 out-Ball Screen(bs): press - m2m (rj),32 Luke Bara > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts,Miss 2 Pts,2.0,47,2,{},,,
2026-01-03|125|21 Brock Marino > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul,2026-01-03,125,UW-Whitewater,UW-Oshkosh Titans,oreb,5 out: m2m (rj),21 Brock Marino > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul,Foul,2.0,37,2,{},"{""screener"": 7, ""screened"": 0, ""screened_defender"": 2, ""screener_defender"": 5, ""t"": 2, ""type"": ""Off-ball screen""}",Off-ball screen,
2026-01-03|126|0 Brandon Beck > No Play Type > Turnover,2026-01-03,126,UW-Oshkosh Titans,UW-Whitewater,5out(bs):m2m(tl),5 out: m2m (rj),0 Brandon Beck > No Play Type > Turnover,Turnover,0.0,45,2,{},"{""screener"": 28, ""screened"": 13, ""screened_defender"": 30, ""screener_defender"": null, ""t"": 38, ""type"": ""Off-ball screen""}",Off-ball screen,UW-Oshkosh T set 5
2026-01-03|127|11 Jr Lukenbill > Transition > Left Wing > To Basket > Miss 2 Pts,2026-01-03,127,UW-Whitewater,UW-Oshkosh Titans,:press(rj),5 out: press - m2m (rj),11 Jr Lukenbill > Transition > Left Wing > To Basket > Miss 2 Pts,Miss 2 Pts,0.0,43,2,{},"{""screener"": 29, ""screened"": 27, ""screened_defender"": 20, ""screener_defender"": 28, ""t"": 39, ""type"": ""Off-ball screen""}",Off-ball screen,
