game,arena,calibrated,frames,mapped_pct,mapped_by_chaining,calibration_frames,calibration_error_ft,calibration_page,players_on_court_pct,shots_zone_agrees_with_2_or_3_pct,shots_checked
2026-01-03|WOS@WWW,WWW,True,7598,98,48,8,0.83,,93,58,31
