game,clips,tracks,anchors,anchors_by_pose,teams_by_color,clips_ball_seen,clips_with_lineups,synergy_player_in_lineup,tracks_named,anchor_name_check
2026-01-03|WOS@WWW,183,4731,3,3,home team wears light (UW-Whitewater),45,154,149,623,0/3
