opponent,game_date,lineup,stint_minutes,margin_change
Lawrence Vikings,2025-12-28,"Aiden Hawkinson, Logan Rindfleisch, Matt Imig, Oskar Kangas, Vitorio Dante",0.6,-1.0
Lawrence Vikings,2025-12-28,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.3,-4.0
Lawrence Vikings,2025-12-28,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.13,1.0
Lawrence Vikings,2025-12-28,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.45,-3.0
Lawrence Vikings,2025-12-28,"Aiden Hawkinson, Oskar Kangas, Reed Seckar, Tristan Johanknecht, Vitorio Dante",0.58,-2.0
Lawrence Vikings,2025-12-28,"AJ Ohrmundt, Adam Guyette, Ben Grabner, Reed Seckar, Tristan Johanknecht",0.0,0.0
Lawrence Vikings,2025-12-28,"AJ Ohrmundt, Adam Guyette, Ben Grabner, Reed Seckar, Tristan Johanknecht",0.85,-4.0
Lawrence Vikings,2025-12-28,"AJ Ohrmundt, Adam Guyette, Max Tutas, Reed Seckar, Tristan Johanknecht",1.07,-1.0
Lawrence Vikings,2025-12-28,"AJ Ohrmundt, Adam Guyette, Max Tutas, Reed Seckar, Tristan Johanknecht",0.52,0.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Carter Thomas, Joey LaChapell, Logan Rindfleisch, Nate Nazos",1.53,0.0
Maryville (TN) Scots,2025-11-14,"AJ Ohrmundt, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",2.63,3.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.52,2.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.48,-2.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Logan Rindfleisch, Oskar Kangas",2.37,4.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Logan Rindfleisch, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.48,0.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.33,0.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Nate Nazos, Oskar Kangas",1.07,0.0
Maryville (TN) Scots,2025-11-14,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Matt Imig, Vitorio Dante",0.57,1.0
Maryville (TN) Scots,2025-11-14,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Matt Imig, Vitorio Dante",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Joey LaChapell, Jonah Rindfleisch, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Joey LaChapell, Jonah Rindfleisch, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.97,-2.0
Maryville (TN) Scots,2025-11-14,"AJ Ohrmundt, Aiden Hawkinson, Carter Thomas, Jay Dalton, Vitorio Dante",0.8,0.0
Maryville (TN) Scots,2025-11-14,"AJ Ohrmundt, Aiden Hawkinson, Carter Thomas, Jay Dalton, Vitorio Dante",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.68,0.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.62,0.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Maryville (TN) Scots,2025-11-14,"AJ Ohrmundt, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",1.52,1.0
Maryville (TN) Scots,2025-11-14,"AJ Ohrmundt, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.37,-4.0
Maryville (TN) Scots,2025-11-14,"AJ Ohrmundt, Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig",0.28,1.0
Maryville (TN) Scots,2025-11-14,"Joey LaChapell, Jonah Rindfleisch, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.28,0.0
Maryville (TN) Scots,2025-11-14,"Joey LaChapell, Jonah Rindfleisch, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",1.25,-4.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,2025-11-14,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig",1.23,2.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",1.07,2.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,2025-11-14,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig",0.93,2.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.88,-1.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Carter Thomas, Joey LaChapell, Logan Rindfleisch, Nate Nazos",0.67,-2.0
Maryville (TN) Scots,2025-11-14,"Jay Dalton, Jonah Rindfleisch, Matt Imig, Oskar Kangas, Vitorio Dante",0.43,0.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",1.13,-1.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Logan Rindfleisch, Oskar Kangas",0.83,-2.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Logan Rindfleisch, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,2025-11-14,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig",0.87,0.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.97,-1.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.77,-1.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Nate Nazos, Oskar Kangas",0.23,2.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Nate Nazos, Oskar Kangas",0.42,-3.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.43,0.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.45,0.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.82,0.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Logan Rindfleisch, Oskar Kangas",0.67,0.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Logan Rindfleisch, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Carter Thomas, Jay Dalton, Matt Imig, Vitorio Dante",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",1.57,3.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Joey LaChapell, Jonah Rindfleisch, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",1.23,-1.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",1.33,2.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.07,2.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.83,2.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.98,-4.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Logan Rindfleisch, Oskar Kangas",0.43,0.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Logan Rindfleisch, Oskar Kangas",0.35,1.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.85,2.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.48,1.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.52,3.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Jonah Rindfleisch, Logan Rindfleisch, Nate Nazos, Vitorio Dante",0.85,-5.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Brandon Beck, Carter Thomas, Joey LaChapell, Jonah Rindfleisch",0.63,3.0
Maryville (TN) Scots,2025-11-14,"Brandon Beck, Carter Thomas, Joey LaChapell, Jonah Rindfleisch, Nate Nazos",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Joey LaChapell, Jonah Rindfleisch, Logan Rindfleisch, Nate Nazos",0.1,-2.0
Maryville (TN) Scots,2025-11-14,"Aiden Hawkinson, Carter Thomas, Joey LaChapell, Jonah Rindfleisch, Matt Imig",0.02,2.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Joey LaChapell, Jonah Rindfleisch, Matt Imig, Nate Nazos",0.0,0.0
Maryville (TN) Scots,2025-11-14,"Carter Thomas, Joey LaChapell, Jonah Rindfleisch, Logan Rindfleisch, Nate Nazos",0.03,-3.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",2.18,-7.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jay Dalton, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.8,-2.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",1.23,0.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",1.72,-5.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.67,0.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Carter Thomas, Jay Dalton, Oskar Kangas, Vitorio Dante",0.0,0.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jay Dalton, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",1.37,-1.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",1.1,-2.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.67,-3.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.12,0.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.65,-5.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jay Dalton, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.0,0.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jay Dalton, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.7,2.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.7,0.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.35,0.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.15,2.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.83,-3.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jay Dalton, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.0,0.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jay Dalton, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.92,-2.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Logan Rindfleisch, Michael Metcalf-Grassman",0.0,0.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Logan Rindfleisch, Michael Metcalf-Grassman",0.0,0.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.5,-1.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.4,1.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.0,0.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.93,0.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.5,-2.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.15,0.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.23,-2.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jay Dalton, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.62,-1.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Logan Rindfleisch, Michael Metcalf-Grassman",0.0,0.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Logan Rindfleisch, Michael Metcalf-Grassman",0.2,1.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.48,-2.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",1.7,8.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.03,0.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.95,3.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jay Dalton, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.95,-3.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.87,-3.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Brandon Beck, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.0,0.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.42,0.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.28,2.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",1.52,1.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jay Dalton, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.7,-2.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.88,2.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.45,0.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",1.58,0.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jay Dalton, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.0,0.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jay Dalton, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.53,0.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",1.32,-2.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Carter Thomas, Jonah Rindfleisch, Matt Imig, Oskar Kangas",0.0,0.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.33,0.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jonah Rindfleisch, Logan Rindfleisch, Matt Imig, Oskar Kangas",0.8,-2.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.0,0.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",0.62,-3.0
Ripon Red Hawks,2025-12-17,"Brandon Beck, Carter Thomas, Joey LaChapell, Michael Metcalf-Grassman, Nate Nazos",1.02,-3.0
Ripon Red Hawks,2025-12-17,"Aiden Hawkinson, Jay Dalton, Logan Rindfleisch, Oskar Kangas, Vitorio Dante",0.82,-1.0
Ripon Red Hawks,2025-12-17,"Jay Dalton, Logan Rindfleisch, Oskar Kangas, Reed Seckar, Vitorio Dante",0.42,2.0
Ripon Red Hawks,2025-12-17,"AJ Ohrmundt, Jay Dalton, Logan Rindfleisch, Reed Seckar, Vitorio Dante",0.72,5.0
Ripon Red Hawks,2025-12-17,"AJ Ohrmundt, Adam Guyette, Max Tutas, Reed Seckar, Vitorio Dante",0.0,0.0
Ripon Red Hawks,2025-12-17,"AJ Ohrmundt, Adam Guyette, Max Tutas, Reed Seckar, Vitorio Dante",0.3,0.0
Ripon Red Hawks,2025-12-17,"AJ Ohrmundt, Adam Guyette, Max Tutas, Reed Seckar, Tristan Johanknecht",1.08,3.0
Ripon Red Hawks,2025-12-17,"Adam Guyette, Max Tutas, Reed Seckar, Riley Rindfleisch, Tristan Johanknecht",0.0,0.0
Ripon Red Hawks,2025-12-17,"Adam Guyette, Max Tutas, Reed Seckar, Riley Rindfleisch, Tristan Johanknecht",0.5,-1.0
Ripon Red Hawks,2025-12-17,"AJ Ohrmundt, Max Tutas, Reed Seckar, Riley Rindfleisch, Tristan Johanknecht",0.0,0.0
Ripon Red Hawks,2025-12-17,"AJ Ohrmundt, Max Tutas, Reed Seckar, Riley Rindfleisch, Tristan Johanknecht",0.5,-2.0
Ripon Red Hawks,2025-12-17,"AJ Ohrmundt, Adam Guyette, Ben Grabner, Reed Seckar, Riley Rindfleisch",0.73,1.0
Ripon Red Hawks,2025-12-17,"Adam Guyette, Ben Grabner, Max Tutas, Reed Seckar, Tristan Johanknecht",1.42,1.0
Saint John's (MN) Johnnies,2025-11-08,"Brandon Beck, Carter Thomas, Joey LaChapell, Logan Rindfleisch, Nate Nazos",1.23,-1.0
Saint John's (MN) Johnnies,2025-11-08,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Matt Imig, Vitorio Dante",0.47,-1.0
Saint John's (MN) Johnnies,2025-11-08,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Matt Imig, Vitorio Dante",1.58,-1.0
Saint John's (MN) Johnnies,2025-11-08,"Brandon Beck, Carter Thomas, Joey LaChapell, Logan Rindfleisch, Nate Nazos",0.0,0.0
Saint John's (MN) Johnnies,2025-11-08,"Brandon Beck, Carter Thomas, Joey LaChapell, Logan Rindfleisch, Nate Nazos",0.08,0.0
Saint John's (MN) Johnnies,2025-11-08,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.1,0.0
Saint John's (MN) Johnnies,2025-11-08,"Brandon Beck, Joey LaChapell, Logan Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Saint John's (MN) Johnnies,2025-11-08,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Nate Nazos, Oskar Kangas",1.17,4.0
Saint John's (MN) Johnnies,2025-11-08,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Nate Nazos, Oskar Kangas",0.0,0.0
Saint John's (MN) Johnnies,2025-11-08,"AJ Ohrmundt, Jay Dalton, Jonah Rindfleisch, Matt Imig, Vitorio Dante",0.7,1.0
Saint John's (MN) Johnnies,2025-11-08,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Nate Nazos, Oskar Kangas",0.0,0.0
Saint John's (MN) Johnnies,2025-11-08,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Nate Nazos, Oskar Kangas",1.1,-1.0
Saint John's (MN) Johnnies,2025-11-08,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Matt Imig, Vitorio Dante",0.0,0.0
Saint John's (MN) Johnnies,2025-11-08,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Matt Imig, Vitorio Dante",0.98,-4.0
Saint John's (MN) Johnnies,2025-11-08,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Jonah Rindfleisch, Oskar Kangas",0.0,0.0
Saint John's (MN) Johnnies,2025-11-08,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Jonah Rindfleisch, Oskar Kangas",0.98,-3.0
Saint John's (MN) Johnnies,2025-11-08,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Joey LaChapell, Vitorio Dante",0.0,0.0
Saint John's (MN) Johnnies,2025-11-08,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Matt Imig, Vitorio Dante",0.02,0.0
Saint John's (MN) Johnnies,2025-11-08,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Matt Imig, Vitorio Dante",0.93,-2.0
Saint John's (MN) Johnnies,2025-11-08,"Brandon Beck, Joey LaChapell, Jonah Rindfleisch, Nate Nazos, Oskar Kangas",0.0,0.0
Saint John's (MN) Johnnies,2025-11-08,"Brandon Beck, Joey LaChapell, Jonah Rindfleisch, Nate Nazos, Oskar Kangas",1.07,-1.0
Saint John's (MN) Johnnies,2025-11-08,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Matt Imig, Vitorio Dante",0.0,0.0
Saint John's (MN) Johnnies,2025-11-08,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Matt Imig, Vitorio Dante",0.95,4.0
Saint John's (MN) Johnnies,2025-11-08,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Nate Nazos, Oskar Kangas",0.0,0.0
Saint John's (MN) Johnnies,2025-11-08,"Aiden Hawkinson, Brandon Beck, Joey LaChapell, Nate Nazos, Oskar Kangas",0.77,-5.0
Saint John's (MN) Johnnies,2025-11-08,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Jonah Rindfleisch, Nate Nazos",0.0,0.0
Saint John's (MN) Johnnies,2025-11-08,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Jonah Rindfleisch, Nate Nazos",0.0,0.0
Saint John's (MN) Johnnies,2025-11-08,"AJ Ohrmundt, Carter Thomas, Jay Dalton, Jonah Rindfleisch, Matt Imig",0.17,2.0
